date,value
2019-01-31,15.599723502304148
2019-02-28,16.344359410430837
2019-03-31,16.131966205837173
2019-04-30,15.640851851851853
2019-05-31,14.85037890424987
2019-06-30,14.113777777777779
2019-07-31,13.25352790578597
2019-08-31,12.578136200716848
2019-09-30,13.434412698412698
2019-10-31,13.66279057859703
2019-11-30,14.714783068783069
2019-12-31,15.36536610343062
2020-01-31,15.870983102918588
2020-02-29,16.307816091954024
2020-03-31,16.308038914490528
2020-04-30,15.476597883597883
2020-05-31,14.597603686635944
2020-06-30,14.013349206349206
2020-07-31,13.29968766001024
2020-08-31,12.78942140296979
2020-09-30,13.374227513227513
2020-10-31,13.712816180235537
2020-11-30,14.01300529100529
2020-12-31,14.888837685611877
2021-01-31,15.313748079877112
2021-02-28,15.840005668934241
2021-03-31,15.618356374807988
2021-04-30,15.023513227513227
2021-05-31,14.407501280081926
2021-06-30,13.680248677248676
2021-07-31,12.861249359959038
2021-08-31,12.81284178187404
2021-09-30,13.223910052910053
2021-10-31,13.683461341525858
2021-11-30,14.222698412698412
2021-12-31,15.004280593958013
2022-01-31,15.214080901177676
2022-02-28,15.405249433106576
2022-03-31,15.583845366103432
2022-04-30,14.845126984126983
2022-05-31,13.945304659498207
2022-06-30,13.15141798941799
2022-07-31,13.24935995903738
2022-08-31,12.509938556067588
2022-09-30,12.892497354497355
2022-10-31,13.461408090117766
2022-11-30,13.519190476190477
2022-12-31,14.63584741423451
2023-01-31,14.916082949308755
2023-02-28,15.698242630385488
2023-03-31,16.035207373271888
2023-04-30,15.933021164021165
2023-05-31,15.419646697388634
2023-06-30,14.067201058201057
2023-07-31,14.0336917562724
2023-08-31,13.851095750128009
2023-09-30,14.147550264550265
2023-10-31,14.626441372247823
2023-11-30,14.810761904761904
2023-12-31,15.710481310803893
2024-01-31,16.276257040450588
2024-02-29,16.727876299945265
2024-03-31,16.627030209933437
2024-04-30,16.153238095238095
2024-05-31,15.032775217613926
2024-06-30,13.985269841269842
2024-07-31,12.744797747055813
2024-08-31,12.63216077828981
2024-09-30,13.164597883597883
2024-10-31,13.930537634408603
2024-11-30,14.594936507936508
2024-12-31,15.202498719918076
2025-01-31,15.32189452124936
2025-02-28,16.123231292517005
2025-03-31,16.23252944188428
2025-04-30,15.641973544973546
2025-05-31,14.876927803379418
2025-06-30,14.139365079365081
2025-07-31,12.942800819252433
2025-08-31,12.93342037890425
2025-09-30,13.51310582010582
2025-10-31,13.905038402457759
2025-11-30,14.447322751322751
2025-12-31,14.902094214029699
2026-01-31,15.778187403993856
2026-02-28,-129.06089569161
2026-03-31,-999.0
