date,value
2019-01-31,15.246451612903225
2019-02-28,15.943482142857144
2019-03-31,18.537311827956987
2019-04-30,19.738583333333334
2019-05-31,18.940940860215054
2019-06-30,16.822805555555554
2019-07-31,14.21981182795699
2019-08-31,16.517419354838708
2019-09-30,14.457694444444446
2019-10-31,15.502903225806453
2019-11-30,14.670861111111112
2019-12-31,13.135940860215053
2020-01-31,12.87252688172043
2020-02-29,15.715086206896553
2020-03-31,18.81954301075269
2020-04-30,18.71188888888889
2020-05-31,18.25586021505376
2020-06-30,15.344166666666666
2020-07-31,14.353844086021505
2020-08-31,15.166048387096774
2020-09-30,14.39175
2020-10-31,15.405591397849461
2020-11-30,15.501194444444446
2020-12-31,13.744677419354838
2021-01-31,13.511075268817203
2021-02-28,16.824255952380952
2021-03-31,18.105752688172043
2021-04-30,20.72111111111111
2021-05-31,17.861532258064514
2021-06-30,14.666472222222222
2021-07-31,14.623145161290322
2021-08-31,14.265376344086022
2021-09-30,15.724583333333333
2021-10-31,15.268118279569892
2021-11-30,15.05575
2021-12-31,13.137392473118279
2022-01-31,12.994086021505376
2022-02-28,15.952053571428573
2022-03-31,19.33220430107527
2022-04-30,18.272666666666666
2022-05-31,16.89024193548387
2022-06-30,14.032666666666668
2022-07-31,17.4316935483871
2022-08-31,16.17002688172043
2022-09-30,14.988666666666667
2022-10-31,16.101290322580645
2022-11-30,16.170861111111112
2022-12-31,13.204596774193547
2023-01-31,14.097043010752689
2023-02-28,15.964821428571428
2023-03-31,16.57690860215054
2023-04-30,20.054
2023-05-31,19.00954301075269
2023-06-30,15.489666666666666
2023-07-31,16.440913978494624
2023-08-31,12.897365591397849
2023-09-30,15.652583333333332
2023-10-31,15.256801075268816
2023-11-30,14.96486111111111
2023-12-31,12.924112903225806
2024-01-31,12.963387096774193
2024-02-29,14.971522988505747
2024-03-31,17.35494623655914
2024-04-30,19.883249999999997
2024-05-31,18.25478494623656
2024-06-30,14.855194444444445
2024-07-31,14.888306451612904
2024-08-31,13.733924731182796
2024-09-30,15.673194444444444
2024-10-31,13.85475806451613
2024-11-30,14.766166666666667
2024-12-31,13.6552688172043
2025-01-31,13.813064516129032
2025-02-28,15.440059523809524
2025-03-31,18.330241935483873
2025-04-30,18.308083333333336
2025-05-31,16.673790322580647
2025-06-30,15.607111111111111
2025-07-31,14.863413978494624
2025-08-31,14.755349462365592
2025-09-30,15.703972222222223
2025-10-31,15.651236559139784
2025-11-30,15.045166666666667
2025-12-31,-18.645672043010755
2026-01-31,15.141478494623655
2026-02-28,-163.9557738095238
2026-03-31,-999.0
