date,value
2019-01-31,13.034709677419356
2019-02-28,14.232714285714286
2019-03-31,16.54825806451613
2019-04-30,20.862744444444445
2019-05-31,26.987666666666666
2019-06-30,29.928944444444443
2019-07-31,30.584010752688172
2019-08-31,30.725096774193545
2019-09-30,28.3449
2019-10-31,25.89148387096774
2019-11-30,20.97716666666667
2019-12-31,15.229397849462366
2020-01-31,12.158870967741937
2020-02-29,14.111908045977012
2020-03-31,17.84878494623656
2020-04-30,21.039755555555555
2020-05-31,25.73193548387097
2020-06-30,28.456655555555553
2020-07-31,30.0690752688172
2020-08-31,30.348795698924732
2020-09-30,30.00091111111111
2020-10-31,26.084086021505378
2020-11-30,19.03377777777778
2020-12-31,16.704763440860216
2021-01-31,14.919655913978495
2021-02-28,15.13504761904762
2021-03-31,18.10835483870968
2021-04-30,21.984166666666667
2021-05-31,27.44205376344086
2021-06-30,28.73838888888889
2021-07-31,30.73294623655914
2021-08-31,31.002021505376344
2021-09-30,28.26637777777778
2021-10-31,24.84263440860215
2021-11-30,21.05961111111111
2021-12-31,14.963215053763442
2022-01-31,12.090612903225805
2022-02-28,13.542619047619047
2022-03-31,15.668118279569892
2022-04-30,23.64788888888889
2022-05-31,25.66745161290323
2022-06-30,29.10084444444444
2022-07-31,29.825290322580642
2022-08-31,30.857634408602152
2022-09-30,29.111722222222223
2022-10-31,24.593225806451613
2022-11-30,19.469955555555554
2022-12-31,16.717795698924732
2023-01-31,14.557301075268818
2023-02-28,13.799583333333333
2023-03-31,18.77124731182796
2023-04-30,21.843422222222223
2023-05-31,25.497225806451613
2023-06-30,29.35241111111111
2023-07-31,30.999870967741934
2023-08-31,31.601086021505377
2023-09-30,29.626744444444444
2023-10-31,25.528279569892472
2023-11-30,21.45851111111111
2023-12-31,17.109
2024-01-31,14.5002688172043
2024-02-29,14.752206896551723
2024-03-31,18.691860215053765
2024-04-30,23.20842222222222
2024-05-31,26.419430107526882
2024-06-30,31.055522222222223
2024-07-31,31.562462365591397
2024-08-31,31.83336559139785
2024-09-30,29.555377777777778
2024-10-31,24.58962365591398
2024-11-30,19.024733333333334
2024-12-31,15.14063440860215
2025-01-31,15.302247311827957
2025-02-28,13.994488095238095
2025-03-31,18.90590322580645
2025-04-30,22.560044444444443
2025-05-31,26.061881720430105
2025-06-30,28.09021111111111
2025-07-31,30.502967741935482
2025-08-31,30.894344086021505
2025-09-30,28.15892222222222
2025-10-31,24.70547311827957
2025-11-30,21.031299999999998
2025-12-31,15.754010752688172
2026-01-31,14.892473118279568
2026-02-28,-126.9225
2026-03-31,-999.0
