date,value
2019-01-31,24.73469470046083
2019-02-28,24.605994897959185
2019-03-31,24.316342165898618
2019-04-30,21.24923214285714
2019-05-31,19.008945852534563
2019-06-30,15.932952380952381
2019-07-31,15.532039170506913
2019-08-31,17.561019585253455
2019-09-30,19.551125
2019-10-31,22.10921082949309
2019-11-30,23.843988095238096
2019-12-31,23.758110599078343
2020-01-31,24.887073732718896
2020-02-29,24.49993842364532
2020-03-31,23.08222350230415
2020-04-30,20.45297619047619
2020-05-31,17.70086405529954
2020-06-30,15.023095238095237
2020-07-31,14.472661290322582
2020-08-31,15.422430875576037
2020-09-30,18.921797619047616
2020-10-31,21.739101382488478
2020-11-30,22.934005952380954
2020-12-31,23.772471198156683
2021-01-31,23.59169930875576
2021-02-28,22.774011479591838
2021-03-31,22.128058755760367
2021-04-30,20.83592261904762
2021-05-31,17.447361751152076
2021-06-30,15.474511904761904
2021-07-31,13.600604838709678
2021-08-31,15.927137096774192
2021-09-30,19.13082738095238
2021-10-31,20.36184331797235
2021-11-30,22.637494047619047
2021-12-31,23.050841013824886
2022-01-31,24.18322580645161
2022-02-28,24.510529336734695
2022-03-31,22.66277073732719
2022-04-30,19.414488095238095
2022-05-31,17.14059331797235
2022-06-30,14.529583333333333
2022-07-31,15.218473502304148
2022-08-31,16.104291474654378
2022-09-30,19.41186904761905
2022-10-31,23.054354838709674
2022-11-30,22.549339285714286
2022-12-31,23.764176267281105
2023-01-31,24.734153225806455
2023-02-28,23.934451530612247
2023-03-31,22.88476382488479
2023-04-30,21.00697023809524
2023-05-31,18.309239631336403
2023-06-30,15.434267857142856
2023-07-31,14.416065668202764
2023-08-31,16.70265552995392
2023-09-30,18.953303571428574
2023-10-31,21.843456221198156
2023-11-30,24.183660714285715
2023-12-31,24.234879032258064
2024-01-31,24.622972350230413
2024-02-29,25.36802955665025
2024-03-31,24.831658986175118
2024-04-30,21.060220238095237
2024-05-31,19.581975806451613
2024-06-30,15.517880952380953
2024-07-31,14.835218894009214
2024-08-31,17.10297811059908
2024-09-30,19.101410714285713
2024-10-31,21.405892857142856
2024-11-30,23.572875
2024-12-31,25.499781105990785
2025-01-31,24.653185483870967
2025-02-28,24.665357142857143
2025-03-31,23.380167050691245
2025-04-30,20.634619047619047
2025-05-31,17.431117511520736
2025-06-30,14.81997619047619
2025-07-31,14.828876728110597
2025-08-31,16.580518433179723
2025-09-30,19.956214285714285
2025-10-31,21.653634792626725
2025-11-30,22.62697619047619
2025-12-31,23.618035714285714
2026-01-31,24.415921658986175
2026-02-28,-121.58904336734693
2026-03-31,-999.0
