date;precipitation;solar;humidity;temperature;area
1/31/2018;210.5512676;167.3907283;79.17030552;21.3481103;Bolivia
2/28/2018;153.1693068;146.8280177;79.69033266;21.18978541;Bolivia
3/31/2018;118.9423971;156.8983578;77.51442319;21.31743415;Bolivia
4/30/2018;56.83185893;156.1790217;74.44854454;21.1472308;Bolivia
5/31/2018;50.44906473;145.5982368;69.52118848;19.20889824;Bolivia
6/30/2018;28.69747714;117.5611937;67.40078698;16.62926276;Bolivia
7/31/2018;9.975802066;145.2836364;57.02482888;18.2745613;Bolivia
8/31/2018;44.91168099;152.7412245;55.76777055;18.31981618;Bolivia
9/30/2018;46.40600142;174.1098509;52.06513495;21.82547429;Bolivia
10/31/2018;112.2666907;170.0435902;68.62202373;22.51948443;Bolivia
11/30/2018;153.2210194;159.8583406;73.70662586;22.12988022;Bolivia
12/31/2018;166.0017366;175.5116877;75.78659459;21.65004246;Bolivia
1/31/2019;147.420452;176.5822445;76.49044366;22.20186168;Bolivia
2/28/2019;165.4961596;148.1374023;78.01812355;21.69568093;Bolivia
3/31/2019;120.7172864;159.5476227;78.98564125;21.33342956;Bolivia
4/30/2019;94.87278282;147.3783358;77.88136824;20.40120663;Bolivia
5/31/2019;44.52462531;138.5778529;72.53803426;18.65797826;Bolivia
6/30/2019;30.92581075;132.7328845;66.20186385;18.80141408;Bolivia
7/31/2019;27.29388207;137.8872646;59.99579742;18.04055989;Bolivia
8/31/2019;3.933693043;162.536337;46.82618886;19.77266484;Bolivia
9/30/2019;21.86262705;161.5110602;47.24118882;23.35377564;Bolivia
10/31/2019;56.80444123;182.4197439;56.06366389;23.38223564;Bolivia
11/30/2019;138.7446261;179.5521326;66.41977057;23.38073561;Bolivia
12/31/2019;171.1148936;168.4463733;74.72010872;22.22805881;Bolivia
1/31/2020;124.7618585;179.934722;74.43756715;22.82052775;Bolivia
2/29/2020;181.7643763;149.1805688;79.35779034;21.89277149;Bolivia
3/31/2020;92.33978983;172.477219;75.23607066;22.46245554;Bolivia
4/30/2020;68.85559722;158.0247155;69.69733232;20.56238334;Bolivia
5/31/2020;42.52475624;147.8608982;64.16808678;18.38759458;Bolivia
6/30/2020;128.4469134;122.8251765;67.16606124;18.69202942;Bolivia
7/31/2020;24.45455334;141.3335454;57.65603517;18.40430396;Bolivia
8/31/2020;44.94712686;155.1564887;53.6137955;20.20402793;Bolivia
9/30/2020;23.08363675;151.8573561;51.21071979;22.71890427;Bolivia
10/31/2020;58.08533609;178.8999304;54.40899527;24.37007723;Bolivia
11/30/2020;72.95108558;193.425531;54.46317581;24.12336959;Bolivia
12/31/2020;164.9277772;176.2004304;70.23704912;22.86936163;Bolivia
1/31/2021;184.719871;168.5322363;78.24308665;21.37944681;Bolivia
2/28/2021;133.7057746;152.7725525;77.03399155;21.6255039;Bolivia
3/31/2021;150.9926354;159.5931387;79.43535599;21.0164411;Bolivia
4/30/2021;89.24996206;142.8379013;76.53520948;19.87511683;Bolivia
5/31/2021;17.58150233;138.6346075;68.34173078;18.80905366;Bolivia
6/30/2021;31.46367515;117.3956751;63.70794925;17.58615347;Bolivia
7/31/2021;9.318247538;151.353221;51.73598387;18.27590099;Bolivia
8/31/2021;16.71593331;158.3791237;46.8405939;20.68893464;Bolivia
9/30/2021;23.38120088;169.001848;50.24985996;23.99042442;Bolivia
10/31/2021;66.56707526;185.6727047;53.8713508;23.71982112;Bolivia
11/30/2021;136.1172374;160.3647526;69.85725319;22.20220701;Bolivia
12/31/2021;226.2772787;161.5608149;80.12080666;21.74535171;Bolivia
1/31/2022;118.3367418;186.2130638;77.24687099;22.05255853;Bolivia
2/28/2022;137.9017636;156.1073304;78.54979782;21.45529247;Bolivia
3/31/2022;124.4852817;160.8306375;77.37991717;20.8377086;Bolivia
4/30/2022;39.08008877;159.9474718;70.44736546;20.51428033;Bolivia
5/31/2022;30.03891445;141.0003926;63.84775772;18.2190142;Bolivia
6/30/2022;27.54065615;128.7534702;62.70029828;17.50405125;Bolivia
7/31/2022;18.76264997;145.612594;54.09254314;20.31266687;Bolivia
8/31/2022;34.44835768;154.5499757;49.12264206;19.20556353;Bolivia
9/30/2022;45.08227261;155.1666452;47.4693532;21.19966339;Bolivia
10/31/2022;87.88168054;179.3558754;60.00780612;21.76138986;Bolivia
11/30/2022;52.55583699;209.7813302;52.30002187;22.55324261;Bolivia
12/31/2022;172.8947421;177.611453;71.90159221;22.24061202;Bolivia
1/31/2023;161.534712;183.7633639;75.94998676;21.60691313;Bolivia
2/28/2023;143.661339;154.0350883;79.37249541;20.9964818;Bolivia
3/31/2023;172.3835142;163.0736117;81.68657635;21.30831716;Bolivia
4/30/2023;83.04761863;149.7632087;78.25214056;20.23502238;Bolivia
5/31/2023;59.56016944;124.4363759;73.96693485;19.65127478;Bolivia
6/30/2023;27.77187205;133.1008157;64.02251355;17.79767613;Bolivia
7/31/2023;10.02257157;143.2543748;55.03338778;19.84124489;Bolivia
8/31/2023;10.83763879;159.7811028;46.04326211;22.18259971;Bolivia
9/30/2023;26.20884497;168.7331723;47.56345436;24.75195796;Bolivia
