date;precipitation;solar;humidity;temperature;area
1/1/2018;39.71141514;41.66615297;90.7166141;-1.162656648;Romania
2/1/2018;60.47795168;48.27881924;89.05838749;-2.042290313;Romania
3/1/2018;81.50748678;84.42891457;89.05731971;1.208301038;Romania
4/1/2018;25.75293594;158.6478095;75.71312221;13.30084629;Romania
5/1/2018;61.99541645;188.8784392;70.20994567;17.07828282;Romania
6/1/2018;162.172841;167.6157653;73.10198814;19.65018228;Romania
7/1/2018;121.0268447;171.0272687;75.67332778;20.17520994;Romania
8/1/2018;34.42385934;184.3251688;62.8853536;22.44301422;Romania
9/1/2018;29.16132683;125.5648503;63.49357315;16.85161005;Romania
10/1/2018;22.11642876;95.3301525;67.66638012;11.84481276;Romania
11/1/2018;43.62243823;43.43820997;82.02027311;3.93704714;Romania
12/1/2018;64.00279875;29.46321599;91.27719763;-2.463391934;Romania
1/1/2019;63.42899644;35.650238;93.45520945;-3.926298788;Romania
2/1/2019;20.87599262;65.03452491;84.74509446;0.152960656;Romania
3/1/2019;23.51959363;118.1411261;75.29254674;5.552405339;Romania
4/1/2019;61.67284931;130.0105472;73.58453814;9.386232311;Romania
5/1/2019;127.1406811;148.9651655;77.29341588;14.22369064;Romania
6/1/2019;107.3813305;195.2255014;71.82310342;21.1885553;Romania
7/1/2019;54.38437362;189.3538411;61.58779004;20.97080249;Romania
8/1/2019;42.50067145;180.9507832;55.34470957;22.8860539;Romania
9/1/2019;29.07572658;127.8123025;54.85408702;17.53015728;Romania
10/1/2019;32.3483531;91.72144055;67.36326901;12.41006879;Romania
11/1/2019;57.15424097;40.33463673;86.19878202;7.924822665;Romania
12/1/2019;32.05817364;36.85106802;86.34548215;1.658395021;Romania
1/1/2020;11.8410027;47.4400691;83.7675497;-1.487399814;Romania
2/1/2020;54.65419445;63.1723633;80.84957672;1.915976073;Romania
3/1/2020;50.75963346;103.8091814;75.34162541;5.149644493;Romania
4/1/2020;22.17986267;171.2725752;58.94135929;9.143303509;Romania
5/1/2020;92.19454405;157.4052199;69.63281951;13.25758095;Romania
6/1/2020;157.6572863;167.4840056;74.70263131;18.71424268;Romania
7/1/2020;93.21251177;188.9864713;68.00447842;20.8249929;Romania
8/1/2020;52.35717338;180.1835765;61.02853239;21.87241542;Romania
9/1/2020;66.45837867;132.476888;62.83398062;18.3604956;Romania
10/1/2020;85.63861925;72.46422408;81.80034568;11.71070142;Romania
11/1/2020;19.73561576;43.06340646;85.41125682;3.67651983;Romania
12/1/2020;72.10022843;26.94642758;93.27457806;1.026968352;Romania
1/1/2021;74.71349622;36.23570041;91.92202867;-1.477844854;Romania
2/1/2021;38.00773021;60.19584443;87.42846309;0.644056136;Romania
3/1/2021;56.23476643;102.7355326;81.6067116;1.769188744;Romania
4/1/2021;57.14734681;127.3171432;78.27356108;6.481157448;Romania
5/1/2021;91.12408406;170.9869278;75.03174466;13.53818175;Romania
6/1/2021;89.63366238;179.0701999;72.78284327;19.00397797;Romania
7/1/2021;73.91932828;198.8939095;63.04096463;23.16361444;Romania
8/1/2021;59.93336364;170.2744896;58.12606112;21.7225226;Romania
9/1/2021;30.57017277;122.1414514;62.96154469;15.40915935;Romania
10/1/2021;31.71642481;86.4289829;71.13764689;8.250969244;Romania
11/1/2021;37.98310954;48.59344319;83.23269699;5.148107934;Romania
12/1/2021;88.96350933;27.2692093;91.12538085;-0.351476029;Romania
1/1/2022;27.87306801;43.71126321;86.95926398;-2.087105539;Romania
2/1/2022;20.82307637;64.26827599;83.63868669;1.038445024;Romania
3/1/2022;15.44752891;116.7367798;71.77493644;1.494681986;Romania
4/1/2022;74.55123734;128.5167691;73.2295405;8.407974997;Romania
5/1/2022;52.02544633;188.71048;63.40660956;15.74981716;Romania
6/1/2022;37.04574524;198.1398374;58.36638737;21.09625458;Romania
7/1/2022;53.62357326;195.8424738;49.71496573;23.32603125;Romania
8/1/2022;79.85630678;161.8881783;61.03347918;22.99876497;Romania
9/1/2022;105.1949253;103.0152528;73.90528735;15.16607005;Romania
10/1/2022;21.14617764;91.83853352;74.97141101;11.79119058;Romania
11/1/2022;63.4710443;43.19157153;86.2052905;6.159044522;Romania
12/1/2022;49.34937774;33.39790197;89.94801473;1.328369585;Romania
1/1/2023;75.19223815;34.06037064;91.07047009;2.220632314;Romania
2/1/2023;48.45283441;61.2357276;87.34979558;-0.591465865;Romania
3/1/2023;33.23831887;103.4622549;78.81975944;5.082783077;Romania
4/1/2023;79.41487898;111.2324117;80.18204502;7.724451537;Romania
5/1/2023;54.53702363;161.7598581;73.5103429;14.17362978;Romania
6/1/2023;99.92665766;169.0454146;71.77809253;18.84415152;Romania
7/1/2023;80.22690774;196.6629592;64.07163216;22.73585332;Romania
8/1/2023;52.32155384;174.247655;58.26987891;23.37913502;Romania
9/1/2023;38.33931422;133.0775911;61.17147631;19.35748962;Romania
10/1/2023;25.50497108;89.54144192;64.39719613;13.71055673;Romania
11/1/2023;99.64510854;41.83072479;84.45041745;5.048735443;Romania
12/1/2023;42.65828186;33.55571256;89.77581321;1.563329587;Romania
1/1/2024;43.14823482;43.58682104;86.79563618;-1.090614482;Romania
2/1/2024;25.25286947;61.34819712;84.14074696;5.102333815;Romania
3/1/2024;43.7478119;97.78989954;79.13164693;6.408249439;Romania
4/1/2024;55.59198936;145.1832301;69.17914905;12.50854445;Romania
5/1/2024;61.17901496;170.926441;66.50578678;15.06862631;Romania
6/1/2024;69.65243843;199.1730172;61.12637079;22.6029149;Romania
7/1/2024;61.71249329;202.1415796;52.88345846;25.09936021;Romania
8/1/2024;30.68767601;169.7520285;49.18882298;24.70125208;Romania
9/1/2024;84.13376679;118.1483051;60.67959427;18.15224775;Romania
10/1/2024;27.21134889;90.43692911;71.23948292;11.18854935;Romania
11/1/2024;48.02547032;49.48460396;79.33487866;2.804326012;Romania
12/1/2024;52.15263176;29.44751415;90.43147936;0.245212936;Romania
1/1/2025;17.28891588;48.42493392;86.58950226;1.181689624;Romania
2/1/2025;12.02692445;67.55581931;79.76681524;-2.086057634;Romania
3/1/2025;58.54450757;99.66809923;73.3669972;7.260253433;Romania
4/1/2025;35.40994458;139.068163;69.88460776;10.23550103;Romania
5/1/2025;123.5224194;150.5720091;71.78124793;13.08070601;Romania
6/1/2025;16.94531975;213.1631699;56.6063196;21.50207463;Romania
7/1/2025;85.65971874;190.4013972;53.66485662;23.50745844;Romania
8/1/2025;35.7044912;181.8086361;50.29951697;22.26816272;Romania
9/1/2025;41.8747711;121.7719073;60.67038724;18.03562951;Romania
10/1/2025;95.21292843;70.45174625;79.42585098;8.559428641;Romania
11/1/2025;82.38179926;39.69350325;88.95803069;6.429391006;Romania
12/1/2025;14.306443;31.02796203;89.0166675;1.368249072;Romania
1/1/2018;51.94497584;45.6238316;89.85198238;1.034190436;Serbia
2/1/2018;82.48157396;48.70824882;89.71240448;-0.341920686;Serbia
3/1/2018;114.2312775;84.16268846;87.49678815;3.46497651;Serbia
4/1/2018;35.96481008;156.7554053;75.66783294;14.02223612;Serbia
5/1/2018;75.2712531;194.5497658;74.3877816;17.26399822;Serbia
6/1/2018;136.1216549;162.221659;74.40773269;19.33500958;Serbia
7/1/2018;121.5981798;174.344663;75.44466316;20.34633622;Serbia
8/1/2018;45.1321604;179.0962725;63.02256461;22.50155184;Serbia
9/1/2018;21.86025857;137.6622271;59.40260515;17.38623915;Serbia
10/1/2018;17.22703627;94.84374972;66.32207874;12.68026887;Serbia
11/1/2018;61.7288666;50.0602063;79.3826879;5.757295268;Serbia
12/1/2018;63.83575427;33.23309341;90.55574114;-0.740764639;Serbia
1/1/2019;81.75719505;33.95964426;93.64725028;-3.153957216;Serbia
2/1/2019;35.28460911;67.5672838;84.54114575;1.09025706;Serbia
3/1/2019;17.3798268;122.9367343;74.44915808;6.577463681;Serbia
4/1/2019;72.65076465;136.0317886;73.56077295;10.58229151;Serbia
5/1/2019;117.0564007;138.0567856;77.28793442;12.91648484;Serbia
6/1/2019;96.38372005;199.1981651;73.24672917;20.80313934;Serbia
7/1/2019;63.21628752;197.4380352;59.69169101;21.86194079;Serbia
8/1/2019;31.73983931;189.207958;50.62836366;23.78278895;Serbia
9/1/2019;28.21170504;128.2548974;57.07893998;18.10146509;Serbia
10/1/2019;19.29416813;102.4300386;60.59037744;14.04955479;Serbia
11/1/2019;72.95158363;44.66655081;83.10839325;9.486247145;Serbia
12/1/2019;59.1458992;36.01192789;88.1403136;2.509163119;Serbia
1/1/2020;24.53060236;50.72616483;86.29833618;-0.807795159;Serbia
2/1/2020;71.31014043;68.18168107;81.10002528;3.333420134;Serbia
3/1/2020;74.30092484;102.4282331;77.15266647;5.159924592;Serbia
4/1/2020;28.37911053;170.6125327;64.46460131;9.509529878;Serbia
5/1/2020;81.55372105;154.5514814;69.33189934;13.89212382;Serbia
6/1/2020;155.5878421;167.7532643;74.32693077;17.95367314;Serbia
7/1/2020;80.44925453;198.19555;64.84919207;20.99413132;Serbia
8/1/2020;140.3746285;176.5809058;67.05127718;21.66351352;Serbia
9/1/2020;36.99554138;137.5050675;61.30025115;18.41437926;Serbia
10/1/2020;88.10017001;81.76301924;76.558953;11.91765969;Serbia
11/1/2020;14.10319711;43.46351411;84.30437879;5.156850162;Serbia
12/1/2020;75.6961312;32.27721191;91.24510325;2.869276733;Serbia
1/1/2021;140.6843742;40.75252737;93.01999865;-0.97423572;Serbia
2/1/2021;31.04898914;69.51349929;85.19049819;3.053793074;Serbia
3/1/2021;86.79533989;106.7516484;81.10666871;2.700106052;Serbia
4/1/2021;60.30975551;131.1842814;77.20585088;7.054561109;Serbia
5/1/2021;86.87258392;179.9319858;72.93338095;14.08328149;Serbia
6/1/2021;36.51656801;204.3790488;62.85834212;20.24229147;Serbia
7/1/2021;85.69923687;199.903212;54.74380142;24.20104138;Serbia
8/1/2021;45.644712;176.0486362;50.32212914;22.60639012;Serbia
9/1/2021;33.24186445;128.506017;57.53808665;16.99142579;Serbia
10/1/2021;79.96845262;81.65418193;75.76500729;8.673014463;Serbia
11/1/2021;87.45607439;48.07500208;86.04477715;6.108799465;Serbia
12/1/2021;139.0859818;29.66866723;94.19055391;-0.076328837;Serbia
1/1/2022;39.43803118;48.53616459;91.81939008;-2.111206755;Serbia
2/1/2022;40.49796148;67.40734619;86.40176075;2.132992206;Serbia
3/1/2022;25.79253829;121.8176486;74.62513614;2.254167863;Serbia
4/1/2022;59.52920397;139.5541924;73.34131042;8.934018135;Serbia
5/1/2022;55.53733808;195.4055874;63.1245734;16.62677479;Serbia
6/1/2022;77.7669041;206.7308448;61.19115749;21.46969797;Serbia
7/1/2022;57.23136581;212.5143126;48.16366982;23.47940913;Serbia
8/1/2022;78.53340022;160.6129324;58.58431423;22.89348742;Serbia
9/1/2022;103.4883239;109.1539324;70.17918716;16.13604846;Serbia
10/1/2022;12.56090625;97.41575758;70.78090486;12.94493886;Serbia
11/1/2022;91.41552599;44.00734593;85.14174094;7.479452809;Serbia
12/1/2022;77.07888895;37.49865469;90.71582768;3.702112066;Serbia
1/1/2023;101.0297618;36.93264232;91.56358144;2.494208057;Serbia
2/1/2023;44.50425196;68.01571868;87.76399487;0.80251703;Serbia
3/1/2023;59.66843446;106.6038629;79.74138282;6.111218321;Serbia
4/1/2023;94.55793441;117.0703933;80.61823468;7.830381985;Serbia
5/1/2023;92.6777788;147.9124543;80.23786631;14.28362304;Serbia
6/1/2023;129.8422824;164.2097102;79.36027072;18.47465815;Serbia
7/1/2023;57.13300846;214.6488068;62.66946068;23.29457874;Serbia
