entity,entity code,date,series,generation_TWh
Bangladesh,BGD,01/11/2023,Other Fossil,0.48
Bangladesh,BGD,01/11/2023,Solar,0.07
Bangladesh,BGD,01/11/2023,Total Generation,6.16
Bangladesh,BGD,01/12/2023,Coal,1.64
Bangladesh,BGD,01/12/2023,Gas,2.49
Bangladesh,BGD,01/12/2023,Hydro,0.05
Bangladesh,BGD,01/12/2023,Other Fossil,0.3
Bangladesh,BGD,01/12/2023,Solar,0.05
Bangladesh,BGD,01/12/2023,Total Generation,4.53
Bangladesh,BGD,01/01/2024,Coal,2.11
Bangladesh,BGD,01/01/2024,Gas,2.95
Bangladesh,BGD,01/01/2024,Hydro,0.06
Bangladesh,BGD,01/01/2024,Other Fossil,0.6
Bangladesh,BGD,01/01/2024,Solar,0.05
Bangladesh,BGD,01/01/2024,Total Generation,5.77
Bangladesh,BGD,01/02/2024,Coal,2.14
Bangladesh,BGD,01/02/2024,Gas,3.05
Bangladesh,BGD,01/02/2024,Hydro,0.03
Bangladesh,BGD,01/02/2024,Other Fossil,0.52
Bangladesh,BGD,01/02/2024,Solar,0.07
Bangladesh,BGD,01/02/2024,Total Generation,5.81
Bangladesh,BGD,01/03/2024,Coal,2.71
Bangladesh,BGD,01/03/2024,Gas,3.71
Bangladesh,BGD,01/03/2024,Hydro,0.02
Bangladesh,BGD,01/03/2024,Other Fossil,0.62
Bangladesh,BGD,01/03/2024,Solar,0.09
Bangladesh,BGD,01/03/2024,Total Generation,7.15
Bangladesh,BGD,01/04/2024,Coal,2.69
Bangladesh,BGD,01/04/2024,Gas,4.72
Bangladesh,BGD,01/04/2024,Hydro,0.02
Bangladesh,BGD,01/04/2024,Other Fossil,1.01
Bangladesh,BGD,01/04/2024,Solar,0.1
Bangladesh,BGD,01/04/2024,Total Generation,8.54
Bangladesh,BGD,01/05/2024,Coal,2.49
Bangladesh,BGD,01/05/2024,Gas,4.77
Bangladesh,BGD,01/05/2024,Hydro,0.02
Bangladesh,BGD,01/05/2024,Other Fossil,1.32
Bangladesh,BGD,01/05/2024,Solar,0.09
Bangladesh,BGD,01/05/2024,Total Generation,8.69
Bangladesh,BGD,01/06/2024,Coal,2.81
Bangladesh,BGD,01/06/2024,Gas,4.1
Bangladesh,BGD,01/06/2024,Hydro,0.08
Bangladesh,BGD,01/06/2024,Other Fossil,1.45
Bangladesh,BGD,01/06/2024,Solar,0.07
Bangladesh,BGD,01/06/2024,Total Generation,8.51
Bangladesh,BGD,01/07/2024,Coal,2.62
Bangladesh,BGD,01/07/2024,Gas,3.97
Bangladesh,BGD,01/07/2024,Hydro,0.14
Bangladesh,BGD,01/07/2024,Other Fossil,1.39
Bangladesh,BGD,01/07/2024,Solar,0.09
Bangladesh,BGD,01/07/2024,Total Generation,8.21
Bangladesh,BGD,01/08/2024,Coal,2.42
Bangladesh,BGD,01/08/2024,Gas,3.88
Bangladesh,BGD,01/08/2024,Hydro,0.16
Bangladesh,BGD,01/08/2024,Other Fossil,1.2
Bangladesh,BGD,01/08/2024,Solar,0.08
Bangladesh,BGD,01/08/2024,Total Generation,7.74
Bangladesh,BGD,01/09/2024,Coal,2.63
Bangladesh,BGD,01/09/2024,Gas,3.6
Bangladesh,BGD,01/09/2024,Hydro,0.15
Bangladesh,BGD,01/09/2024,Other Fossil,1.34
Bangladesh,BGD,01/09/2024,Solar,0.09
Bangladesh,BGD,01/09/2024,Total Generation,7.81
Bangladesh,BGD,01/10/2024,Coal,2.27
Bangladesh,BGD,01/10/2024,Gas,3.83
Bangladesh,BGD,01/10/2024,Hydro,0.14
Bangladesh,BGD,01/10/2024,Other Fossil,1.17
Bangladesh,BGD,01/10/2024,Solar,0.09
Bangladesh,BGD,01/10/2024,Total Generation,7.5
Bangladesh,BGD,01/11/2024,Coal,2.3
Bangladesh,BGD,01/11/2024,Gas,3.64
Bangladesh,BGD,01/11/2024,Hydro,0.08
Bangladesh,BGD,01/11/2024,Other Fossil,0.71
Bangladesh,BGD,01/11/2024,Solar,0.11
Bangladesh,BGD,01/11/2024,Total Generation,6.84
Bangladesh,BGD,01/12/2024,Coal,2.09
Bangladesh,BGD,01/12/2024,Gas,3.43
Bangladesh,BGD,01/12/2024,Hydro,0.03
Bangladesh,BGD,01/12/2024,Other Fossil,0.26
Bangladesh,BGD,01/12/2024,Solar,0.13
Bangladesh,BGD,01/12/2024,Total Generation,5.94
Bangladesh,BGD,01/01/2025,Coal,2.28
Bangladesh,BGD,01/01/2025,Gas,3.13
Bangladesh,BGD,01/01/2025,Hydro,0.0
Bangladesh,BGD,01/01/2025,Other Fossil,0.9
Bangladesh,BGD,01/01/2025,Solar,0.09
Bangladesh,BGD,01/01/2025,Total Generation,6.4
Bangladesh,BGD,01/02/2025,Coal,2.27
Bangladesh,BGD,01/02/2025,Gas,2.92
Bangladesh,BGD,01/02/2025,Hydro,0.0
Bangladesh,BGD,01/02/2025,Other Fossil,1.15
Bangladesh,BGD,01/02/2025,Solar,0.12
Bangladesh,BGD,01/02/2025,Total Generation,6.46
Bangladesh,BGD,01/03/2025,Coal,2.35
Bangladesh,BGD,01/03/2025,Gas,4.23
Bangladesh,BGD,01/03/2025,Hydro,0.0
Bangladesh,BGD,01/03/2025,Other Fossil,1.14
Bangladesh,BGD,01/03/2025,Solar,0.14
Bangladesh,BGD,01/03/2025,Total Generation,7.86
Bangladesh,BGD,01/04/2025,Coal,2.51
Bangladesh,BGD,01/04/2025,Gas,4.01
Bangladesh,BGD,01/04/2025,Hydro,0.0
Bangladesh,BGD,01/04/2025,Other Fossil,1.39
Bangladesh,BGD,01/04/2025,Solar,0.15
Bangladesh,BGD,01/04/2025,Total Generation,8.06
Bangladesh,BGD,01/05/2025,Coal,2.48
Bangladesh,BGD,01/05/2025,Gas,4.16
Bangladesh,BGD,01/05/2025,Hydro,0.03
Bangladesh,BGD,01/05/2025,Other Fossil,1.12
Bangladesh,BGD,01/05/2025,Solar,0.12
Bangladesh,BGD,01/05/2025,Total Generation,7.91
Bangladesh,BGD,01/06/2025,Coal,2.42
Bangladesh,BGD,01/06/2025,Gas,4.28
Bangladesh,BGD,01/06/2025,Hydro,0.12
Bangladesh,BGD,01/06/2025,Other Fossil,0.93
Bangladesh,BGD,01/06/2025,Solar,0.11
Bangladesh,BGD,01/06/2025,Total Generation,7.86
Bangladesh,BGD,01/07/2025,Coal,2.5
Bangladesh,BGD,01/07/2025,Gas,4.24
Bangladesh,BGD,01/07/2025,Hydro,0.15
Bangladesh,BGD,01/07/2025,Other Fossil,1.12
Bangladesh,BGD,01/07/2025,Solar,0.1
Bangladesh,BGD,01/07/2025,Total Generation,8.11
Bangladesh,BGD,01/08/2025,Coal,2.73
Bangladesh,BGD,01/08/2025,Gas,4.29
Bangladesh,BGD,01/08/2025,Hydro,0.16
Bangladesh,BGD,01/08/2025,Other Fossil,0.95
Bangladesh,BGD,01/08/2025,Solar,0.11
Bangladesh,BGD,01/08/2025,Total Generation,8.24
Bangladesh,BGD,01/09/2025,Coal,2.82
Bangladesh,BGD,01/09/2025,Gas,4.03
Bangladesh,BGD,01/09/2025,Hydro,0.16
Bangladesh,BGD,01/09/2025,Other Fossil,1.24
Bangladesh,BGD,01/09/2025,Solar,0.12
Bangladesh,BGD,01/09/2025,Total Generation,8.37
Bangladesh,BGD,01/10/2025,Coal,2.69
Bangladesh,BGD,01/10/2025,Gas,3.76
Bangladesh,BGD,01/10/2025,Hydro,0.16
Bangladesh,BGD,01/10/2025,Other Fossil,1.04
Bangladesh,BGD,01/10/2025,Solar,0.12
Bangladesh,BGD,01/10/2025,Total Generation,7.77
Bangladesh,BGD,01/11/2025,Coal,2.67
Bangladesh,BGD,01/11/2025,Gas,3.15
Bangladesh,BGD,01/11/2025,Hydro,0.07
Bangladesh,BGD,01/11/2025,Other Fossil,0.43
Bangladesh,BGD,01/11/2025,Solar,0.12
Bangladesh,BGD,01/11/2025,Total Generation,6.44
Brazil,BRA,01/01/2018,Bioenergy,0.27
Brazil,BRA,01/01/2018,Coal,1.04
Brazil,BRA,01/01/2018,Gas,3.8
Brazil,BRA,01/01/2018,Hydro,38.24
Brazil,BRA,01/01/2018,Nuclear,1.4
Brazil,BRA,01/01/2018,Other Fossil,1.22
Brazil,BRA,01/01/2018,Solar,0.21
Brazil,BRA,01/01/2018,Wind,3.27
Brazil,BRA,01/01/2018,Total Generation,49.45
Brazil,BRA,01/02/2018,Bioenergy,0.27
Brazil,BRA,01/02/2018,Coal,1.01
Brazil,BRA,01/02/2018,Gas,3.01
Brazil,BRA,01/02/2018,Hydro,36.05
Brazil,BRA,01/02/2018,Nuclear,0.82
Brazil,BRA,01/02/2018,Other Fossil,1.17
Brazil,BRA,01/02/2018,Solar,0.19
Brazil,BRA,01/02/2018,Wind,2.04
Brazil,BRA,01/02/2018,Total Generation,44.56
Brazil,BRA,01/03/2018,Bioenergy,0.43
Brazil,BRA,01/03/2018,Coal,1.28
Brazil,BRA,01/03/2018,Gas,3.24
Brazil,BRA,01/03/2018,Hydro,41.05
Brazil,BRA,01/03/2018,Nuclear,0.86
Brazil,BRA,01/03/2018,Other Fossil,1.38
Brazil,BRA,01/03/2018,Solar,0.24
Brazil,BRA,01/03/2018,Wind,2.17
Brazil,BRA,01/03/2018,Total Generation,50.65
Brazil,BRA,01/04/2018,Bioenergy,0.77
Brazil,BRA,01/04/2018,Coal,0.89
Brazil,BRA,01/04/2018,Gas,2.53
Brazil,BRA,01/04/2018,Hydro,36.49
Brazil,BRA,01/04/2018,Nuclear,1.42
Brazil,BRA,01/04/2018,Other Fossil,1.14
Brazil,BRA,01/04/2018,Solar,0.24
Brazil,BRA,01/04/2018,Wind,2.59
Brazil,BRA,01/04/2018,Total Generation,46.07
Brazil,BRA,01/05/2018,Bioenergy,0.86
Brazil,BRA,01/05/2018,Coal,0.98
Brazil,BRA,01/05/2018,Gas,3.01
Brazil,BRA,01/05/2018,Hydro,33.47
Brazil,BRA,01/05/2018,Nuclear,1.49
Brazil,BRA,01/05/2018,Other Fossil,1.0
Brazil,BRA,01/05/2018,Solar,0.28
Brazil,BRA,01/05/2018,Wind,3.57
Brazil,BRA,01/05/2018,Total Generation,44.66
Brazil,BRA,01/06/2018,Bioenergy,1.01
Brazil,BRA,01/06/2018,Coal,1.21
Brazil,BRA,01/06/2018,Gas,4.51
Brazil,BRA,01/06/2018,Hydro,29.18
Brazil,BRA,01/06/2018,Nuclear,1.45
Brazil,BRA,01/06/2018,Other Fossil,1.09
Brazil,BRA,01/06/2018,Solar,0.28
Brazil,BRA,01/06/2018,Wind,4.16
Brazil,BRA,01/06/2018,Total Generation,42.89
Brazil,BRA,01/07/2018,Bioenergy,1.1
Brazil,BRA,01/07/2018,Coal,1.53
Brazil,BRA,01/07/2018,Gas,4.9
Brazil,BRA,01/07/2018,Hydro,28.76
Brazil,BRA,01/07/2018,Nuclear,1.49
Brazil,BRA,01/07/2018,Other Fossil,1.4
Brazil,BRA,01/07/2018,Solar,0.32
Brazil,BRA,01/07/2018,Wind,4.84
Brazil,BRA,01/07/2018,Total Generation,44.34
Brazil,BRA,01/08/2018,Bioenergy,1.0
Brazil,BRA,01/08/2018,Coal,1.53
Brazil,BRA,01/08/2018,Gas,4.35
Brazil,BRA,01/08/2018,Hydro,28.96
Brazil,BRA,01/08/2018,Nuclear,1.5
Brazil,BRA,01/08/2018,Other Fossil,2.32
Brazil,BRA,01/08/2018,Solar,0.31
Brazil,BRA,01/08/2018,Wind,4.97
Brazil,BRA,01/08/2018,Total Generation,44.94
Brazil,BRA,01/09/2018,Bioenergy,0.9
Brazil,BRA,01/09/2018,Coal,1.2
Brazil,BRA,01/09/2018,Gas,5.3
Brazil,BRA,01/09/2018,Hydro,27.64
Brazil,BRA,01/09/2018,Nuclear,1.45
Brazil,BRA,01/09/2018,Other Fossil,1.98
Brazil,BRA,01/09/2018,Solar,0.35
Brazil,BRA,01/09/2018,Wind,5.25
Brazil,BRA,01/09/2018,Total Generation,44.07
Brazil,BRA,01/10/2018,Bioenergy,0.81
Brazil,BRA,01/10/2018,Coal,1.11
Brazil,BRA,01/10/2018,Gas,4.34
Brazil,BRA,01/10/2018,Hydro,33.57
Brazil,BRA,01/10/2018,Nuclear,1.41
Brazil,BRA,01/10/2018,Other Fossil,1.19
Brazil,BRA,01/10/2018,Solar,0.34
Brazil,BRA,01/10/2018,Wind,4.52
Brazil,BRA,01/10/2018,Total Generation,47.29
Brazil,BRA,01/11/2018,Bioenergy,0.71
Brazil,BRA,01/11/2018,Coal,0.42
Brazil,BRA,01/11/2018,Gas,2.08
Brazil,BRA,01/11/2018,Hydro,35.5
Brazil,BRA,01/11/2018,Nuclear,0.98
Brazil,BRA,01/11/2018,Other Fossil,1.11
Brazil,BRA,01/11/2018,Solar,0.32
Brazil,BRA,01/11/2018,Wind,4.88
Brazil,BRA,01/11/2018,Total Generation,46.0
Brazil,BRA,01/12/2018,Bioenergy,0.5
Brazil,BRA,01/12/2018,Coal,0.53
Brazil,BRA,01/12/2018,Gas,1.7
Brazil,BRA,01/12/2018,Hydro,39.29
Brazil,BRA,01/12/2018,Nuclear,1.39
Brazil,BRA,01/12/2018,Other Fossil,1.26
Brazil,BRA,01/12/2018,Solar,0.39
Brazil,BRA,01/12/2018,Wind,3.56
Brazil,BRA,01/12/2018,Total Generation,48.62
Brazil,BRA,01/01/2019,Bioenergy,0.26
Brazil,BRA,01/01/2019,Coal,0.45
Brazil,BRA,01/01/2019,Gas,2.58
Brazil,BRA,01/01/2019,Hydro,42.64
Brazil,BRA,01/01/2019,Nuclear,1.42
Brazil,BRA,01/01/2019,Other Fossil,1.05
Brazil,BRA,01/01/2019,Solar,0.54
Brazil,BRA,01/01/2019,Wind,4.15
Brazil,BRA,01/01/2019,Total Generation,53.09
Brazil,BRA,01/02/2019,Bioenergy,0.27
Brazil,BRA,01/02/2019,Coal,0.91
Brazil,BRA,01/02/2019,Gas,3.87
Brazil,BRA,01/02/2019,Hydro,36.77
Brazil,BRA,01/02/2019,Nuclear,1.34
Brazil,BRA,01/02/2019,Other Fossil,1.12
Brazil,BRA,01/02/2019,Solar,0.44
Brazil,BRA,01/02/2019,Wind,2.18
Brazil,BRA,01/02/2019,Total Generation,46.9
Brazil,BRA,01/03/2019,Bioenergy,0.5
Brazil,BRA,01/03/2019,Coal,0.94
Brazil,BRA,01/03/2019,Gas,3.04
Brazil,BRA,01/03/2019,Hydro,39.69
Brazil,BRA,01/03/2019,Nuclear,1.28
Brazil,BRA,01/03/2019,Other Fossil,1.23
Brazil,BRA,01/03/2019,Solar,0.5
Brazil,BRA,01/03/2019,Wind,2.53
Brazil,BRA,01/03/2019,Total Generation,49.71
Brazil,BRA,01/04/2019,Bioenergy,0.76
Brazil,BRA,01/04/2019,Coal,0.95
Brazil,BRA,01/04/2019,Gas,2.26
Brazil,BRA,01/04/2019,Hydro,37.96
Brazil,BRA,01/04/2019,Nuclear,1.07
Brazil,BRA,01/04/2019,Other Fossil,1.2
Brazil,BRA,01/04/2019,Solar,0.47
Brazil,BRA,01/04/2019,Wind,2.57
Brazil,BRA,01/04/2019,Total Generation,47.24
Brazil,BRA,01/05/2019,Bioenergy,1.01
Brazil,BRA,01/05/2019,Coal,0.83
Brazil,BRA,01/05/2019,Gas,2.17
Brazil,BRA,01/05/2019,Hydro,36.71
Brazil,BRA,01/05/2019,Nuclear,0.77
Brazil,BRA,01/05/2019,Other Fossil,1.05
Brazil,BRA,01/05/2019,Solar,0.49
Brazil,BRA,01/05/2019,Wind,3.81
Brazil,BRA,01/05/2019,Total Generation,46.84
Brazil,BRA,01/06/2019,Bioenergy,1.04
Brazil,BRA,01/06/2019,Coal,0.53
Brazil,BRA,01/06/2019,Gas,2.34
Brazil,BRA,01/06/2019,Hydro,31.84
Brazil,BRA,01/06/2019,Nuclear,1.43
Brazil,BRA,01/06/2019,Other Fossil,0.85
Brazil,BRA,01/06/2019,Solar,0.49
Brazil,BRA,01/06/2019,Wind,5.08
Brazil,BRA,01/06/2019,Total Generation,43.6
Brazil,BRA,01/07/2019,Bioenergy,1.07
Brazil,BRA,01/07/2019,Coal,1.54
Brazil,BRA,01/07/2019,Gas,3.98
Brazil,BRA,01/07/2019,Hydro,30.04
Brazil,BRA,01/07/2019,Nuclear,1.49
Brazil,BRA,01/07/2019,Other Fossil,0.69
Brazil,BRA,01/07/2019,Solar,0.53
Brazil,BRA,01/07/2019,Wind,5.05
Brazil,BRA,01/07/2019,Total Generation,44.39
Brazil,BRA,01/08/2019,Bioenergy,1.09
Brazil,BRA,01/08/2019,Coal,1.49
Brazil,BRA,01/08/2019,Gas,5.22
Brazil,BRA,01/08/2019,Hydro,27.96
Brazil,BRA,01/08/2019,Nuclear,1.5
Brazil,BRA,01/08/2019,Other Fossil,0.89
Brazil,BRA,01/08/2019,Solar,0.6
Brazil,BRA,01/08/2019,Wind,6.29
Brazil,BRA,01/08/2019,Total Generation,45.04
Brazil,BRA,01/09/2019,Bioenergy,0.99
Brazil,BRA,01/09/2019,Coal,1.47
Brazil,BRA,01/09/2019,Gas,5.11
Brazil,BRA,01/09/2019,Hydro,29.21
Brazil,BRA,01/09/2019,Nuclear,1.45
Brazil,BRA,01/09/2019,Other Fossil,0.91
Brazil,BRA,01/09/2019,Solar,0.64
Brazil,BRA,01/09/2019,Wind,5.81
Brazil,BRA,01/09/2019,Total Generation,45.59
Brazil,BRA,01/10/2019,Bioenergy,0.98
Brazil,BRA,01/10/2019,Coal,1.54
Brazil,BRA,01/10/2019,Gas,5.73
Brazil,BRA,01/10/2019,Hydro,31.68
Brazil,BRA,01/10/2019,Nuclear,1.46
Brazil,BRA,01/10/2019,Other Fossil,0.92
Brazil,BRA,01/10/2019,Solar,0.66
Brazil,BRA,01/10/2019,Wind,5.9
Brazil,BRA,01/10/2019,Total Generation,48.87
Brazil,BRA,01/11/2019,Bioenergy,0.87
Brazil,BRA,01/11/2019,Coal,1.62
Brazil,BRA,01/11/2019,Gas,5.63
Brazil,BRA,01/11/2019,Hydro,31.0
Brazil,BRA,01/11/2019,Nuclear,1.45
Brazil,BRA,01/11/2019,Other Fossil,0.85
Brazil,BRA,01/11/2019,Solar,0.62
Brazil,BRA,01/11/2019,Wind,5.05
Brazil,BRA,01/11/2019,Total Generation,47.09
Brazil,BRA,01/12/2019,Bioenergy,0.51
Brazil,BRA,01/12/2019,Coal,1.69
Brazil,BRA,01/12/2019,Gas,4.54
Brazil,BRA,01/12/2019,Hydro,33.86
Brazil,BRA,01/12/2019,Nuclear,1.48
Brazil,BRA,01/12/2019,Other Fossil,0.91
Brazil,BRA,01/12/2019,Solar,0.66
Brazil,BRA,01/12/2019,Wind,4.98
Brazil,BRA,01/12/2019,Total Generation,48.63
Brazil,BRA,01/01/2020,Bioenergy,0.35
Brazil,BRA,01/01/2020,Coal,1.77
Brazil,BRA,01/01/2020,Gas,5.66
Brazil,BRA,01/01/2020,Hydro,37.98
Brazil,BRA,01/01/2020,Nuclear,1.16
Brazil,BRA,01/01/2020,Other Fossil,0.97
Brazil,BRA,01/01/2020,Solar,0.75
Brazil,BRA,01/01/2020,Wind,2.69
Brazil,BRA,01/01/2020,Total Generation,51.33
Brazil,BRA,01/02/2020,Bioenergy,0.32
Brazil,BRA,01/02/2020,Coal,1.0
Brazil,BRA,01/02/2020,Gas,3.35
Brazil,BRA,01/02/2020,Hydro,38.23
Brazil,BRA,01/02/2020,Nuclear,0.95
Brazil,BRA,01/02/2020,Other Fossil,0.94
Brazil,BRA,01/02/2020,Solar,0.71
Brazil,BRA,01/02/2020,Wind,2.71
Brazil,BRA,01/02/2020,Total Generation,48.21
Brazil,BRA,01/03/2020,Bioenergy,0.48
Brazil,BRA,01/03/2020,Coal,0.64
Brazil,BRA,01/03/2020,Gas,2.62
Brazil,BRA,01/03/2020,Hydro,40.51
Brazil,BRA,01/03/2020,Nuclear,1.28
Brazil,BRA,01/03/2020,Other Fossil,1.01
Brazil,BRA,01/03/2020,Solar,0.83
Brazil,BRA,01/03/2020,Wind,2.22
Brazil,BRA,01/03/2020,Total Generation,49.59
Brazil,BRA,01/04/2020,Bioenergy,0.83
Brazil,BRA,01/04/2020,Coal,0.2
Brazil,BRA,01/04/2020,Gas,2.07
Brazil,BRA,01/04/2020,Hydro,32.25
Brazil,BRA,01/04/2020,Nuclear,1.36
Brazil,BRA,01/04/2020,Other Fossil,0.98
Brazil,BRA,01/04/2020,Solar,0.87
Brazil,BRA,01/04/2020,Wind,3.04
Brazil,BRA,01/04/2020,Total Generation,41.6
Brazil,BRA,01/05/2020,Bioenergy,1.08
Brazil,BRA,01/05/2020,Coal,0.48
Brazil,BRA,01/05/2020,Gas,1.97
Brazil,BRA,01/05/2020,Hydro,31.47
Brazil,BRA,01/05/2020,Nuclear,1.48
Brazil,BRA,01/05/2020,Other Fossil,0.96
Brazil,BRA,01/05/2020,Solar,0.88
Brazil,BRA,01/05/2020,Wind,3.76
Brazil,BRA,01/05/2020,Total Generation,42.08
Brazil,BRA,01/06/2020,Bioenergy,1.11
Brazil,BRA,01/06/2020,Coal,0.61
Brazil,BRA,01/06/2020,Gas,2.4
Brazil,BRA,01/06/2020,Hydro,30.11
Brazil,BRA,01/06/2020,Nuclear,1.04
Brazil,BRA,01/06/2020,Other Fossil,0.88
Brazil,BRA,01/06/2020,Solar,0.88
Brazil,BRA,01/06/2020,Wind,4.84
Brazil,BRA,01/06/2020,Total Generation,41.87
Brazil,BRA,01/07/2020,Bioenergy,1.18
Brazil,BRA,01/07/2020,Coal,0.51
Brazil,BRA,01/07/2020,Gas,2.23
Brazil,BRA,01/07/2020,Hydro,32.68
Brazil,BRA,01/07/2020,Nuclear,0.47
Brazil,BRA,01/07/2020,Other Fossil,0.92
Brazil,BRA,01/07/2020,Solar,0.95
Brazil,BRA,01/07/2020,Wind,5.71
Brazil,BRA,01/07/2020,Total Generation,44.65
Brazil,BRA,01/08/2020,Bioenergy,1.09
Brazil,BRA,01/08/2020,Coal,0.51
Brazil,BRA,01/08/2020,Gas,2.34
Brazil,BRA,01/08/2020,Hydro,32.17
Brazil,BRA,01/08/2020,Nuclear,0.87
Brazil,BRA,01/08/2020,Other Fossil,1.0
Brazil,BRA,01/08/2020,Solar,1.0
Brazil,BRA,01/08/2020,Wind,6.61
Brazil,BRA,01/08/2020,Total Generation,45.59
Brazil,BRA,01/09/2020,Bioenergy,1.1
Brazil,BRA,01/09/2020,Coal,0.41
Brazil,BRA,01/09/2020,Gas,2.14
Brazil,BRA,01/09/2020,Hydro,34.06
Brazil,BRA,01/09/2020,Nuclear,1.34
Brazil,BRA,01/09/2020,Other Fossil,0.98
Brazil,BRA,01/09/2020,Solar,1.08
Brazil,BRA,01/09/2020,Wind,6.42
Brazil,BRA,01/09/2020,Total Generation,47.53
Brazil,BRA,01/10/2020,Bioenergy,1.07
Brazil,BRA,01/10/2020,Coal,1.49
Brazil,BRA,01/10/2020,Gas,5.18
Brazil,BRA,01/10/2020,Hydro,33.19
Brazil,BRA,01/10/2020,Nuclear,1.38
Brazil,BRA,01/10/2020,Other Fossil,1.41
Brazil,BRA,01/10/2020,Solar,1.01
Brazil,BRA,01/10/2020,Wind,5.54
Brazil,BRA,01/10/2020,Total Generation,50.27
Brazil,BRA,01/11/2020,Bioenergy,0.9
Brazil,BRA,01/11/2020,Coal,1.48
Brazil,BRA,01/11/2020,Gas,6.02
Brazil,BRA,01/11/2020,Hydro,29.31
Brazil,BRA,01/11/2020,Nuclear,1.34
Brazil,BRA,01/11/2020,Other Fossil,1.76
Brazil,BRA,01/11/2020,Solar,0.88
Brazil,BRA,01/11/2020,Wind,4.96
Brazil,BRA,01/11/2020,Total Generation,46.65
Brazil,BRA,01/12/2020,Bioenergy,0.51
Brazil,BRA,01/12/2020,Coal,1.78
Brazil,BRA,01/12/2020,Gas,6.03
Brazil,BRA,01/12/2020,Hydro,32.5
Brazil,BRA,01/12/2020,Nuclear,1.38
Brazil,BRA,01/12/2020,Other Fossil,1.46
Brazil,BRA,01/12/2020,Solar,0.91
Brazil,BRA,01/12/2020,Wind,5.41
Brazil,BRA,01/12/2020,Total Generation,49.98
Brazil,BRA,01/01/2021,Bioenergy,0.29
Brazil,BRA,01/01/2021,Coal,1.6
Brazil,BRA,01/01/2021,Gas,5.87
Brazil,BRA,01/01/2021,Hydro,34.34
Brazil,BRA,01/01/2021,Nuclear,1.38
Brazil,BRA,01/01/2021,Other Fossil,1.97
Brazil,BRA,01/01/2021,Solar,0.96
Brazil,BRA,01/01/2021,Wind,5.36
Brazil,BRA,01/01/2021,Total Generation,51.77
Brazil,BRA,01/02/2021,Bioenergy,0.24
Brazil,BRA,01/02/2021,Coal,1.26
Brazil,BRA,01/02/2021,Gas,3.84
Brazil,BRA,01/02/2021,Hydro,34.93
Brazil,BRA,01/02/2021,Nuclear,1.24
Brazil,BRA,01/02/2021,Other Fossil,1.25
Brazil,BRA,01/02/2021,Solar,0.77
Brazil,BRA,01/02/2021,Wind,3.46
Brazil,BRA,01/02/2021,Total Generation,46.99
Brazil,BRA,01/03/2021,Bioenergy,0.24
Brazil,BRA,01/03/2021,Coal,0.78
Brazil,BRA,01/03/2021,Gas,4.73
Brazil,BRA,01/03/2021,Hydro,40.89
Brazil,BRA,01/03/2021,Nuclear,1.37
Brazil,BRA,01/03/2021,Other Fossil,1.04
Brazil,BRA,01/03/2021,Solar,1.2
Brazil,BRA,01/03/2021,Wind,4.03
Brazil,BRA,01/03/2021,Total Generation,54.28
Brazil,BRA,01/04/2021,Bioenergy,0.67
Brazil,BRA,01/04/2021,Coal,0.74
Brazil,BRA,01/04/2021,Gas,4.9
Brazil,BRA,01/04/2021,Hydro,35.33
Brazil,BRA,01/04/2021,Nuclear,1.11
Brazil,BRA,01/04/2021,Other Fossil,1.07
Brazil,BRA,01/04/2021,Solar,1.22
Brazil,BRA,01/04/2021,Wind,4.51
Brazil,BRA,01/04/2021,Total Generation,49.55
Brazil,BRA,01/05/2021,Bioenergy,0.95
Brazil,BRA,01/05/2021,Coal,1.06
Brazil,BRA,01/05/2021,Gas,5.84
Brazil,BRA,01/05/2021,Hydro,33.62
Brazil,BRA,01/05/2021,Nuclear,1.08
Brazil,BRA,01/05/2021,Other Fossil,1.05
Brazil,BRA,01/05/2021,Solar,1.33
Brazil,BRA,01/05/2021,Wind,5.29
Brazil,BRA,01/05/2021,Total Generation,50.22
Brazil,BRA,01/06/2021,Bioenergy,1.04
Brazil,BRA,01/06/2021,Coal,1.58
Brazil,BRA,01/06/2021,Gas,7.35
Brazil,BRA,01/06/2021,Hydro,27.81
Brazil,BRA,01/06/2021,Nuclear,0.58
Brazil,BRA,01/06/2021,Other Fossil,2.26
Brazil,BRA,01/06/2021,Solar,1.38
Brazil,BRA,01/06/2021,Wind,5.83
Brazil,BRA,01/06/2021,Total Generation,47.83
Brazil,BRA,01/07/2021,Bioenergy,1.2
Brazil,BRA,01/07/2021,Coal,1.55
Brazil,BRA,01/07/2021,Gas,8.69
Brazil,BRA,01/07/2021,Hydro,25.67
Brazil,BRA,01/07/2021,Nuclear,0.79
Brazil,BRA,01/07/2021,Other Fossil,2.16
Brazil,BRA,01/07/2021,Solar,1.46
Brazil,BRA,01/07/2021,Wind,7.22
Brazil,BRA,01/07/2021,Total Generation,48.74
Brazil,BRA,01/08/2021,Bioenergy,1.18
Brazil,BRA,01/08/2021,Coal,1.81
Brazil,BRA,01/08/2021,Gas,8.78
Brazil,BRA,01/08/2021,Hydro,24.43
Brazil,BRA,01/08/2021,Nuclear,1.49
Brazil,BRA,01/08/2021,Other Fossil,2.48
Brazil,BRA,01/08/2021,Solar,1.55
Brazil,BRA,01/08/2021,Wind,8.2
Brazil,BRA,01/08/2021,Total Generation,49.92
