Area,ISO 3 code,Date,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Australia,AUS,01/10/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,19.01,1.19,6.68
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,7.89,0.31,4.09
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,11.12,0.88,8.59
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.4,0.16,12.9
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.15,-0.25,-17.86
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,7.89,0.31,4.09
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,6.74,0.56,9.06
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.05,0.01,25
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,9.72,0.72,8
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,1.4,0.16,12.9
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.1,-0.26,-19.12
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0,0,
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,4.28,0.44,11.46
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,2.46,0.12,5.13
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,19.01,1.19,6.68
Australia,AUS,01/11/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,20.03,1.2,6.37
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,8.51,0.54,6.78
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,11.52,0.66,6.08
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.19,0.03,2.59
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.05,-0.05,-4.55
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,8.51,0.54,6.78
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,7.46,0.59,8.59
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.03,0,0
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,10.33,0.63,6.49
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,1.19,0.03,2.59
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.02,-0.05,-4.67
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0,0,
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,4.79,0.41,9.36
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,2.67,0.18,7.23
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,20.03,1.2,6.37
Australia,AUS,01/12/2023,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,20.74,0.82,4.12
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,8.19,0.39,5
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,12.55,0.43,3.55
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.29,-0.01,-0.77
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.93,-0.22,-19.13
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,8.19,0.39,5
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,7.26,0.61,9.17
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0.01,100
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,11.26,0.44,4.07
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,1.27,-0.03,-2.31
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,0.91,-0.23,-20.18
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.02,0.02,
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,4.67,0.44,10.4
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,2.59,0.17,7.02
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,20.74,0.82,4.12
Australia,AUS,01/01/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,20.09,1.57,8.48
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,7.79,0.67,9.41
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,12.3,0.9,7.89
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.5,0.4,36.36
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.04,0.13,14.29
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,7.79,0.67,9.41
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,6.75,0.54,8.7
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0.01,100
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,10.8,0.5,4.85
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,1.49,0.39,35.45
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.02,0.12,13.33
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.01,0.01,
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,4.41,0.56,14.55
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,2.34,-0.02,-0.85
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,20.09,1.57,8.48
Australia,AUS,01/02/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,19.95,0.22,1.12
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,7.78,0.81,11.62
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,12.17,-0.59,-4.62
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.22,-0.38,-23.75
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.03,-0.14,-11.97
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,7.78,0.81,11.62
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,6.75,0.95,16.38
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.02,0.01,100
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,10.95,-0.21,-1.88
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,1.22,-0.38,-23.75
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.01,-0.15,-12.93
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0,0,
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,4.15,0.63,17.9
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,2.6,0.32,14.04
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,19.95,0.22,1.12
Australia,AUS,01/03/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,18.19,0.57,3.23
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,6.64,0.38,6.07
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,11.55,0.19,1.67
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.26,-0.22,-14.86
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.14,-0.06,-5
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,6.64,0.38,6.07
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,5.5,0.44,8.7
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.03,0.02,200
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,10.29,0.41,4.15
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,1.26,-0.22,-14.86
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.11,-0.08,-6.72
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0,0,
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,3.32,0.37,12.54
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,2.18,0.07,3.32
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,18.19,0.57,3.23
Australia,AUS,01/04/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,19.56,-0.16,-0.81
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,6.2,-0.48,-7.19
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,13.36,0.32,2.45
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.85,-0.15,-7.5
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.19,-0.35,-22.73
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,6.2,-0.48,-7.19
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,5.01,-0.13,-2.53
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.03,0.02,200
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,11.51,0.47,4.26
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,1.85,-0.14,-7.04
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.16,-0.37,-24.18
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0,-0.01,-100
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,2.74,0.13,4.98
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,2.27,-0.26,-10.28
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,19.56,-0.16,-0.81
Australia,AUS,01/05/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,20.31,0.52,2.63
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,5.8,-1.15,-16.55
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,14.51,1.67,13.01
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,2.35,0.51,27.72
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.27,-0.33,-20.63
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,5.8,-1.15,-16.55
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,4.53,-0.82,-15.33
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.03,0,0
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,12.16,1.16,10.55
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,2.34,0.51,27.87
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.24,-0.33,-21.02
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.01,0,0
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,2.35,0.26,12.44
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,2.18,-1.08,-33.13
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,20.31,0.52,2.63
Australia,AUS,01/06/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,21.38,1.15,5.68
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,7.19,-0.05,-0.69
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,14.19,1.2,9.24
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,2.24,0.55,32.54
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.3,-0.42,-24.42
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,7.19,-0.05,-0.69
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,5.89,0.37,6.7
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.04,0.03,300
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,11.95,0.65,5.75
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,2.24,0.55,32.54
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.26,-0.45,-26.32
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0,0,
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,2.66,0.26,10.83
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,3.23,0.11,3.53
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,21.38,1.15,5.68
Australia,AUS,01/07/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,19.96,0.31,1.58
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,7.62,0.42,5.83
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,12.34,-0.11,-0.88
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.81,0.02,1.12
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.16,-0.51,-30.54
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,7.62,0.42,5.83
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,6.46,0.93,16.82
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.04,-0.01,-20
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,10.53,-0.13,-1.22
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,1.81,0.02,1.12
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.12,-0.5,-30.86
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0,0,
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,3.24,0.18,5.88
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,3.22,0.75,30.36
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,19.96,0.31,1.58
Australia,AUS,01/08/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,18.54,0.59,3.29
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,8.43,0.89,11.8
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,10.11,-0.3,-2.88
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.05,-0.17,-13.93
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.22,-0.04,-3.17
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,8.43,0.89,11.8
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,7.21,0.93,14.81
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.06,0.01,20
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Coal,TWh,9.06,-0.13,-1.41
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Gas,TWh,1.05,-0.17,-13.93
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Hydro,TWh,1.16,-0.05,-4.13
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Other Fossil,TWh,0,0,
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Solar,TWh,3.84,0.04,1.05
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Fuel,Wind,TWh,3.37,0.89,35.89
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Total,Total Generation,TWh,18.54,0.59,3.29
Australia,AUS,01/09/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,0,
Australia,AUS,01/10/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity demand,Demand,Demand,TWh,18.76,0.17,0.91
Australia,AUS,01/10/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Clean,TWh,8.86,0.46,5.48
Australia,AUS,01/10/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,9.9,-0.29,-2.85
Australia,AUS,01/10/2024,Country or economy,Oceania,Oceania,0,1,1,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,1.01,0.14,16.09
