Area,ISO 3 code,Date,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.09,0.03,50
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,1.06,0.11,11.58
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.97,0.08,8.99
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,1.92,0.23,13.61
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,0.28,0,0
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.09,0.03,50
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.05,0,0
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.15,-0.02,-11.76
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.82,0.1,13.89
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,3.31,0.34,11.45
Morocco,MAR,01/04/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0.22,-0.05,-18.52
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.85,0.25,6.94
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,1,-0.18,-15.25
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,2.4,0.29,13.74
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,0.37,-0.02,-5.13
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.08,0.01,14.29
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,1,-0.18,-15.25
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.92,-0.19,-17.12
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,2.03,0.31,18.02
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,0.31,-0.02,-6.06
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.08,0.01,14.29
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.06,0,0
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.19,0.01,5.56
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.73,-0.2,-21.51
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,3.4,0.11,3.34
Morocco,MAR,01/05/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0.45,0.14,45.16
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.9,0.42,12.07
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,1.1,-0.06,-5.17
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,2.41,0.29,13.68
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,0.4,0.08,25
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.07,0.02,40
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,1.1,-0.06,-5.17
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,1.03,-0.08,-7.21
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,2.01,0.21,11.67
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,0.34,0.08,30.77
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.07,0.02,40
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.06,0,0
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.16,-0.03,-15.79
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.87,-0.05,-5.43
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,3.51,0.23,7.01
Morocco,MAR,01/06/2025,Country or economy,Africa,Africa,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0.39,0.19,95
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,7.58,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.72,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,3.86,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,2.82,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,2.62,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,2.9,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.28,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.06,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,1.04,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,2.81,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,2.56,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.82,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.01,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.15,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.13,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,7.58,,
Pakistan,PAK,01/11/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,7.81,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,2.64,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,5.17,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,3.59,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.4,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,1.74,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.34,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.07,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,1.58,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,2.64,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,1.33,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.9,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.95,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.17,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.17,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,7.81,,
Pakistan,PAK,01/12/2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,7.86,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,1.8,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,6.06,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,4.61,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,0.57,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,0.89,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.32,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.09,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,1.45,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,2.85,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,0.48,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.91,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,1.76,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.16,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.16,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,7.86,,
Pakistan,PAK,01/01/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,6.77,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,2.74,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,4.03,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,2.86,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.62,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,2,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.38,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.1,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,1.17,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,2.72,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,1.52,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.74,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.14,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.17,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.21,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,6.77,,
Pakistan,PAK,01/02/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,7.74,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,2.98,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,4.76,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,3.69,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,1.7,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,2.1,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.4,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.1,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,1.07,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,3.62,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,1.6,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.88,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.07,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.21,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.19,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,7.74,,
Pakistan,PAK,01/03/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,9.85,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,3.54,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,6.31,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,5.3,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,2.3,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,2.79,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.49,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.07,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,1.01,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,4.79,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,2.23,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.75,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.51,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.22,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.27,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,9.85,,
Pakistan,PAK,01/04/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,12.7,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,4.98,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,7.72,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,6.09,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,3.8,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,4.44,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.64,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.05,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,1.63,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,5.68,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,3.75,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.54,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.41,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.23,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.41,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,12.7,,
Pakistan,PAK,01/05/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,13.26,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,5.02,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,8.24,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,6.2,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,3.87,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,4.48,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.61,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.03,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,2.04,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,5.49,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,3.84,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.54,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.71,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.22,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.39,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,13.26,,
Pakistan,PAK,01/06/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity imports,Electricity imports,Net Imports,TWh,0,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,14.34,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Clean,TWh,6.31,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Fossil,TWh,8.03,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,5.99,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,4.67,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Renewables,TWh,5.48,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,0.81,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Bioenergy,TWh,0.04,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Coal,TWh,2.04,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Gas,TWh,5.2,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Hydro,TWh,4.63,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Nuclear,TWh,0.83,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Other Fossil,TWh,0.79,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Solar,TWh,0.21,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Fuel,Wind,TWh,0.6,,
Pakistan,PAK,01/07/2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity generation,Total,Total Generation,TWh,14.34,,
