entity,entity code,date,series,generation_TWh
Chile,CHL,2018-05-01,Bioenergy,0.25
Chile,CHL,2018-05-01,Coal,2.81
Chile,CHL,2018-05-01,Gas,1.31
Chile,CHL,2018-05-01,Hydro,1.45
Chile,CHL,2018-05-01,Other Fossil,0.05
Chile,CHL,2018-05-01,Other Renewables,0.02
Chile,CHL,2018-05-01,Solar,0.35
Chile,CHL,2018-05-01,Wind,0.26
Chile,CHL,2018-05-01,Total Generation,6.5
Chile,CHL,2018-05-01,Net Imports,0.0
Chile,CHL,2018-06-01,Demand,6.55
Chile,CHL,2018-06-01,Clean,2.48
Chile,CHL,2018-06-01,Fossil,4.07
Chile,CHL,2018-06-01,Gas and Other Fossil,1.48
Chile,CHL,2018-06-01,"Hydro, Bioenergy and Other Renewables",1.8
Chile,CHL,2018-06-01,Renewables,2.48
Chile,CHL,2018-06-01,Wind and Solar,0.68
Chile,CHL,2018-06-01,Bioenergy,0.21
Chile,CHL,2018-06-01,Coal,2.59
Chile,CHL,2018-06-01,Gas,1.4
Chile,CHL,2018-06-01,Hydro,1.57
Chile,CHL,2018-06-01,Other Fossil,0.08
Chile,CHL,2018-06-01,Other Renewables,0.02
Chile,CHL,2018-06-01,Solar,0.31
Chile,CHL,2018-06-01,Wind,0.37
Chile,CHL,2018-06-01,Total Generation,6.55
Chile,CHL,2018-06-01,Net Imports,0.0
Chile,CHL,2018-07-01,Demand,6.7
Chile,CHL,2018-07-01,Clean,2.96
Chile,CHL,2018-07-01,Fossil,3.74
Chile,CHL,2018-07-01,Gas and Other Fossil,0.98
Chile,CHL,2018-07-01,"Hydro, Bioenergy and Other Renewables",2.25
Chile,CHL,2018-07-01,Renewables,2.96
Chile,CHL,2018-07-01,Wind and Solar,0.71
Chile,CHL,2018-07-01,Bioenergy,0.21
Chile,CHL,2018-07-01,Coal,2.76
Chile,CHL,2018-07-01,Gas,0.9
Chile,CHL,2018-07-01,Hydro,2.03
Chile,CHL,2018-07-01,Other Fossil,0.08
Chile,CHL,2018-07-01,Other Renewables,0.01
Chile,CHL,2018-07-01,Solar,0.33
Chile,CHL,2018-07-01,Wind,0.38
Chile,CHL,2018-07-01,Total Generation,6.7
Chile,CHL,2018-07-01,Net Imports,0.0
Chile,CHL,2018-08-01,Demand,6.55
Chile,CHL,2018-08-01,Clean,2.5
Chile,CHL,2018-08-01,Fossil,4.05
Chile,CHL,2018-08-01,Gas and Other Fossil,1.35
Chile,CHL,2018-08-01,"Hydro, Bioenergy and Other Renewables",1.75
Chile,CHL,2018-08-01,Renewables,2.5
Chile,CHL,2018-08-01,Wind and Solar,0.75
Chile,CHL,2018-08-01,Bioenergy,0.21
Chile,CHL,2018-08-01,Coal,2.7
Chile,CHL,2018-08-01,Gas,1.23
Chile,CHL,2018-08-01,Hydro,1.52
Chile,CHL,2018-08-01,Other Fossil,0.12
Chile,CHL,2018-08-01,Other Renewables,0.02
Chile,CHL,2018-08-01,Solar,0.41
Chile,CHL,2018-08-01,Wind,0.34
Chile,CHL,2018-08-01,Total Generation,6.55
Chile,CHL,2018-08-01,Net Imports,0.0
Chile,CHL,2018-09-01,Demand,6.07
Chile,CHL,2018-09-01,Clean,2.65
Chile,CHL,2018-09-01,Fossil,3.42
Chile,CHL,2018-09-01,Gas and Other Fossil,0.88
Chile,CHL,2018-09-01,"Hydro, Bioenergy and Other Renewables",1.78
Chile,CHL,2018-09-01,Renewables,2.65
Chile,CHL,2018-09-01,Wind and Solar,0.87
Chile,CHL,2018-09-01,Bioenergy,0.2
Chile,CHL,2018-09-01,Coal,2.54
Chile,CHL,2018-09-01,Gas,0.82
Chile,CHL,2018-09-01,Hydro,1.56
Chile,CHL,2018-09-01,Other Fossil,0.06
Chile,CHL,2018-09-01,Other Renewables,0.02
Chile,CHL,2018-09-01,Solar,0.48
Chile,CHL,2018-09-01,Wind,0.39
Chile,CHL,2018-09-01,Total Generation,6.07
Chile,CHL,2018-09-01,Net Imports,0.0
Chile,CHL,2018-10-01,Demand,6.37
Chile,CHL,2018-10-01,Clean,3.92
Chile,CHL,2018-10-01,Fossil,2.45
Chile,CHL,2018-10-01,Gas and Other Fossil,0.57
Chile,CHL,2018-10-01,"Hydro, Bioenergy and Other Renewables",2.93
Chile,CHL,2018-10-01,Renewables,3.92
Chile,CHL,2018-10-01,Wind and Solar,0.99
Chile,CHL,2018-10-01,Bioenergy,0.17
Chile,CHL,2018-10-01,Coal,1.88
Chile,CHL,2018-10-01,Gas,0.51
Chile,CHL,2018-10-01,Hydro,2.74
Chile,CHL,2018-10-01,Other Fossil,0.06
Chile,CHL,2018-10-01,Other Renewables,0.02
Chile,CHL,2018-10-01,Solar,0.56
Chile,CHL,2018-10-01,Wind,0.43
Chile,CHL,2018-10-01,Total Generation,6.37
Chile,CHL,2018-10-01,Net Imports,0.0
Chile,CHL,2018-11-01,Demand,6.31
Chile,CHL,2018-11-01,Clean,4.06
Chile,CHL,2018-11-01,Fossil,2.25
Chile,CHL,2018-11-01,Gas and Other Fossil,0.62
Chile,CHL,2018-11-01,"Hydro, Bioenergy and Other Renewables",3.05
Chile,CHL,2018-11-01,Renewables,4.06
Chile,CHL,2018-11-01,Wind and Solar,1.01
Chile,CHL,2018-11-01,Bioenergy,0.12
Chile,CHL,2018-11-01,Coal,1.63
Chile,CHL,2018-11-01,Gas,0.54
Chile,CHL,2018-11-01,Hydro,2.91
Chile,CHL,2018-11-01,Other Fossil,0.08
Chile,CHL,2018-11-01,Other Renewables,0.02
Chile,CHL,2018-11-01,Solar,0.61
Chile,CHL,2018-11-01,Wind,0.4
Chile,CHL,2018-11-01,Total Generation,6.31
Chile,CHL,2018-11-01,Net Imports,0.0
Chile,CHL,2018-12-01,Demand,6.52
Chile,CHL,2018-12-01,Clean,3.61
Chile,CHL,2018-12-01,Fossil,2.91
Chile,CHL,2018-12-01,Gas and Other Fossil,0.85
Chile,CHL,2018-12-01,"Hydro, Bioenergy and Other Renewables",2.59
Chile,CHL,2018-12-01,Renewables,3.61
Chile,CHL,2018-12-01,Wind and Solar,1.02
Chile,CHL,2018-12-01,Bioenergy,0.15
Chile,CHL,2018-12-01,Coal,2.06
Chile,CHL,2018-12-01,Gas,0.78
Chile,CHL,2018-12-01,Hydro,2.42
Chile,CHL,2018-12-01,Other Fossil,0.07
Chile,CHL,2018-12-01,Other Renewables,0.02
Chile,CHL,2018-12-01,Solar,0.63
Chile,CHL,2018-12-01,Wind,0.39
Chile,CHL,2018-12-01,Total Generation,6.52
Chile,CHL,2018-12-01,Net Imports,0.0
Chile,CHL,2019-01-01,Demand,6.57
Chile,CHL,2019-01-01,Clean,3.24
Chile,CHL,2019-01-01,Fossil,3.33
Chile,CHL,2019-01-01,Gas and Other Fossil,1.16
Chile,CHL,2019-01-01,"Hydro, Bioenergy and Other Renewables",2.32
Chile,CHL,2019-01-01,Renewables,3.24
Chile,CHL,2019-01-01,Wind and Solar,0.92
Chile,CHL,2019-01-01,Bioenergy,0.14
Chile,CHL,2019-01-01,Coal,2.17
Chile,CHL,2019-01-01,Gas,1.1
Chile,CHL,2019-01-01,Hydro,2.16
Chile,CHL,2019-01-01,Other Fossil,0.06
Chile,CHL,2019-01-01,Other Renewables,0.02
Chile,CHL,2019-01-01,Solar,0.6
Chile,CHL,2019-01-01,Wind,0.32
Chile,CHL,2019-01-01,Total Generation,6.57
Chile,CHL,2019-01-01,Net Imports,0.0
Chile,CHL,2019-02-01,Demand,6.02
Chile,CHL,2019-02-01,Clean,2.56
Chile,CHL,2019-02-01,Fossil,3.46
Chile,CHL,2019-02-01,Gas and Other Fossil,1.4
Chile,CHL,2019-02-01,"Hydro, Bioenergy and Other Renewables",1.79
Chile,CHL,2019-02-01,Renewables,2.56
Chile,CHL,2019-02-01,Wind and Solar,0.77
Chile,CHL,2019-02-01,Bioenergy,0.14
Chile,CHL,2019-02-01,Coal,2.06
Chile,CHL,2019-02-01,Gas,1.3
Chile,CHL,2019-02-01,Hydro,1.63
Chile,CHL,2019-02-01,Other Fossil,0.1
Chile,CHL,2019-02-01,Other Renewables,0.02
Chile,CHL,2019-02-01,Solar,0.52
Chile,CHL,2019-02-01,Wind,0.25
Chile,CHL,2019-02-01,Total Generation,6.02
Chile,CHL,2019-02-01,Net Imports,0.0
Chile,CHL,2019-03-01,Demand,6.63
Chile,CHL,2019-03-01,Clean,2.55
Chile,CHL,2019-03-01,Fossil,4.08
Chile,CHL,2019-03-01,Gas and Other Fossil,1.65
Chile,CHL,2019-03-01,"Hydro, Bioenergy and Other Renewables",1.68
Chile,CHL,2019-03-01,Renewables,2.55
Chile,CHL,2019-03-01,Wind and Solar,0.87
Chile,CHL,2019-03-01,Bioenergy,0.17
Chile,CHL,2019-03-01,Coal,2.43
Chile,CHL,2019-03-01,Gas,1.54
Chile,CHL,2019-03-01,Hydro,1.49
Chile,CHL,2019-03-01,Other Fossil,0.11
Chile,CHL,2019-03-01,Other Renewables,0.02
Chile,CHL,2019-03-01,Solar,0.55
Chile,CHL,2019-03-01,Wind,0.32
Chile,CHL,2019-03-01,Total Generation,6.63
Chile,CHL,2019-03-01,Net Imports,0.0
Chile,CHL,2019-04-01,Demand,6.19
Chile,CHL,2019-04-01,Clean,2.22
Chile,CHL,2019-04-01,Fossil,3.97
Chile,CHL,2019-04-01,Gas and Other Fossil,1.68
Chile,CHL,2019-04-01,"Hydro, Bioenergy and Other Renewables",1.51
Chile,CHL,2019-04-01,Renewables,2.22
Chile,CHL,2019-04-01,Wind and Solar,0.71
Chile,CHL,2019-04-01,Bioenergy,0.19
Chile,CHL,2019-04-01,Coal,2.29
Chile,CHL,2019-04-01,Gas,1.59
Chile,CHL,2019-04-01,Hydro,1.3
Chile,CHL,2019-04-01,Other Fossil,0.09
Chile,CHL,2019-04-01,Other Renewables,0.02
Chile,CHL,2019-04-01,Solar,0.44
Chile,CHL,2019-04-01,Wind,0.27
Chile,CHL,2019-04-01,Total Generation,6.19
Chile,CHL,2019-04-01,Net Imports,0.0
Chile,CHL,2019-05-01,Demand,6.59
Chile,CHL,2019-05-01,Clean,2.37
Chile,CHL,2019-05-01,Fossil,4.22
Chile,CHL,2019-05-01,Gas and Other Fossil,1.5
Chile,CHL,2019-05-01,"Hydro, Bioenergy and Other Renewables",1.66
Chile,CHL,2019-05-01,Renewables,2.37
Chile,CHL,2019-05-01,Wind and Solar,0.71
Chile,CHL,2019-05-01,Bioenergy,0.19
Chile,CHL,2019-05-01,Coal,2.72
Chile,CHL,2019-05-01,Gas,1.4
Chile,CHL,2019-05-01,Hydro,1.45
Chile,CHL,2019-05-01,Other Fossil,0.1
Chile,CHL,2019-05-01,Other Renewables,0.02
Chile,CHL,2019-05-01,Solar,0.37
Chile,CHL,2019-05-01,Wind,0.34
Chile,CHL,2019-05-01,Total Generation,6.59
Chile,CHL,2019-05-01,Net Imports,0.0
Chile,CHL,2019-06-01,Demand,6.51
Chile,CHL,2019-06-01,Clean,2.61
Chile,CHL,2019-06-01,Fossil,3.9
Chile,CHL,2019-06-01,Gas and Other Fossil,1.27
Chile,CHL,2019-06-01,"Hydro, Bioenergy and Other Renewables",1.81
Chile,CHL,2019-06-01,Renewables,2.61
Chile,CHL,2019-06-01,Wind and Solar,0.8
Chile,CHL,2019-06-01,Bioenergy,0.17
Chile,CHL,2019-06-01,Coal,2.63
Chile,CHL,2019-06-01,Gas,1.2
Chile,CHL,2019-06-01,Hydro,1.62
Chile,CHL,2019-06-01,Other Fossil,0.07
Chile,CHL,2019-06-01,Other Renewables,0.02
Chile,CHL,2019-06-01,Solar,0.36
Chile,CHL,2019-06-01,Wind,0.44
Chile,CHL,2019-06-01,Total Generation,6.51
Chile,CHL,2019-06-01,Net Imports,0.0
Chile,CHL,2019-07-01,Demand,6.82
Chile,CHL,2019-07-01,Clean,2.63
Chile,CHL,2019-07-01,Fossil,4.19
Chile,CHL,2019-07-01,Gas and Other Fossil,1.59
Chile,CHL,2019-07-01,"Hydro, Bioenergy and Other Renewables",1.76
Chile,CHL,2019-07-01,Renewables,2.63
Chile,CHL,2019-07-01,Wind and Solar,0.87
Chile,CHL,2019-07-01,Bioenergy,0.15
Chile,CHL,2019-07-01,Coal,2.6
Chile,CHL,2019-07-01,Gas,1.52
Chile,CHL,2019-07-01,Hydro,1.59
Chile,CHL,2019-07-01,Other Fossil,0.07
Chile,CHL,2019-07-01,Other Renewables,0.02
Chile,CHL,2019-07-01,Solar,0.4
Chile,CHL,2019-07-01,Wind,0.47
Chile,CHL,2019-07-01,Total Generation,6.82
Chile,CHL,2019-07-01,Net Imports,0.0
Chile,CHL,2019-08-01,Demand,6.6
Chile,CHL,2019-08-01,Clean,3.14
Chile,CHL,2019-08-01,Fossil,3.46
Chile,CHL,2019-08-01,Gas and Other Fossil,1.1
Chile,CHL,2019-08-01,"Hydro, Bioenergy and Other Renewables",2.13
Chile,CHL,2019-08-01,Renewables,3.14
Chile,CHL,2019-08-01,Wind and Solar,1.01
Chile,CHL,2019-08-01,Bioenergy,0.15
Chile,CHL,2019-08-01,Coal,2.36
Chile,CHL,2019-08-01,Gas,1.04
Chile,CHL,2019-08-01,Hydro,1.96
Chile,CHL,2019-08-01,Other Fossil,0.06
Chile,CHL,2019-08-01,Other Renewables,0.02
Chile,CHL,2019-08-01,Solar,0.5
Chile,CHL,2019-08-01,Wind,0.51
Chile,CHL,2019-08-01,Total Generation,6.6
Chile,CHL,2019-08-01,Net Imports,0.0
Chile,CHL,2019-09-01,Demand,6.1
Chile,CHL,2019-09-01,Clean,2.85
Chile,CHL,2019-09-01,Fossil,3.25
Chile,CHL,2019-09-01,Gas and Other Fossil,0.94
Chile,CHL,2019-09-01,"Hydro, Bioenergy and Other Renewables",1.92
Chile,CHL,2019-09-01,Renewables,2.85
Chile,CHL,2019-09-01,Wind and Solar,0.93
Chile,CHL,2019-09-01,Bioenergy,0.14
Chile,CHL,2019-09-01,Coal,2.31
Chile,CHL,2019-09-01,Gas,0.9
Chile,CHL,2019-09-01,Hydro,1.77
Chile,CHL,2019-09-01,Other Fossil,0.04
Chile,CHL,2019-09-01,Other Renewables,0.01
Chile,CHL,2019-09-01,Solar,0.56
Chile,CHL,2019-09-01,Wind,0.37
Chile,CHL,2019-09-01,Total Generation,6.1
Chile,CHL,2019-09-01,Net Imports,0.0
Chile,CHL,2019-10-01,Demand,6.25
Chile,CHL,2019-10-01,Clean,3.29
Chile,CHL,2019-10-01,Fossil,2.96
Chile,CHL,2019-10-01,Gas and Other Fossil,0.88
Chile,CHL,2019-10-01,"Hydro, Bioenergy and Other Renewables",2.12
Chile,CHL,2019-10-01,Renewables,3.29
Chile,CHL,2019-10-01,Wind and Solar,1.17
Chile,CHL,2019-10-01,Bioenergy,0.13
Chile,CHL,2019-10-01,Coal,2.08
Chile,CHL,2019-10-01,Gas,0.84
Chile,CHL,2019-10-01,Hydro,1.98
Chile,CHL,2019-10-01,Other Fossil,0.04
Chile,CHL,2019-10-01,Other Renewables,0.01
Chile,CHL,2019-10-01,Solar,0.65
Chile,CHL,2019-10-01,Wind,0.52
Chile,CHL,2019-10-01,Total Generation,6.25
Chile,CHL,2019-10-01,Net Imports,0.0
Chile,CHL,2019-11-01,Demand,6.31
Chile,CHL,2019-11-01,Clean,3.3
Chile,CHL,2019-11-01,Fossil,3.01
Chile,CHL,2019-11-01,Gas and Other Fossil,0.83
Chile,CHL,2019-11-01,"Hydro, Bioenergy and Other Renewables",2.13
Chile,CHL,2019-11-01,Renewables,3.3
Chile,CHL,2019-11-01,Wind and Solar,1.17
Chile,CHL,2019-11-01,Bioenergy,0.11
Chile,CHL,2019-11-01,Coal,2.18
Chile,CHL,2019-11-01,Gas,0.8
Chile,CHL,2019-11-01,Hydro,2.0
Chile,CHL,2019-11-01,Other Fossil,0.03
Chile,CHL,2019-11-01,Other Renewables,0.02
Chile,CHL,2019-11-01,Solar,0.69
Chile,CHL,2019-11-01,Wind,0.48
Chile,CHL,2019-11-01,Total Generation,6.31
Chile,CHL,2019-11-01,Net Imports,0.0
Chile,CHL,2019-12-01,Demand,6.79
Chile,CHL,2019-12-01,Clean,3.28
Chile,CHL,2019-12-01,Fossil,3.51
Chile,CHL,2019-12-01,Gas and Other Fossil,0.96
Chile,CHL,2019-12-01,"Hydro, Bioenergy and Other Renewables",2.03
Chile,CHL,2019-12-01,Renewables,3.28
Chile,CHL,2019-12-01,Wind and Solar,1.25
Chile,CHL,2019-12-01,Bioenergy,0.14
Chile,CHL,2019-12-01,Coal,2.55
Chile,CHL,2019-12-01,Gas,0.91
Chile,CHL,2019-12-01,Hydro,1.87
Chile,CHL,2019-12-01,Other Fossil,0.05
Chile,CHL,2019-12-01,Other Renewables,0.02
Chile,CHL,2019-12-01,Solar,0.74
Chile,CHL,2019-12-01,Wind,0.51
Chile,CHL,2019-12-01,Total Generation,6.79
Chile,CHL,2019-12-01,Net Imports,0.0
Chile,CHL,2020-01-01,Demand,6.81
Chile,CHL,2020-01-01,Clean,3.24
Chile,CHL,2020-01-01,Fossil,3.57
Chile,CHL,2020-01-01,Gas and Other Fossil,1.36
Chile,CHL,2020-01-01,"Hydro, Bioenergy and Other Renewables",2.16
Chile,CHL,2020-01-01,Renewables,3.24
Chile,CHL,2020-01-01,Wind and Solar,1.08
Chile,CHL,2020-01-01,Bioenergy,0.15
Chile,CHL,2020-01-01,Coal,2.21
Chile,CHL,2020-01-01,Gas,1.31
Chile,CHL,2020-01-01,Hydro,1.99
Chile,CHL,2020-01-01,Other Fossil,0.05
Chile,CHL,2020-01-01,Other Renewables,0.02
Chile,CHL,2020-01-01,Solar,0.68
Chile,CHL,2020-01-01,Wind,0.4
Chile,CHL,2020-01-01,Total Generation,6.81
Chile,CHL,2020-01-01,Net Imports,0.0
Chile,CHL,2020-02-01,Demand,6.37
Chile,CHL,2020-02-01,Clean,2.77
Chile,CHL,2020-02-01,Fossil,3.6
Chile,CHL,2020-02-01,Gas and Other Fossil,1.34
Chile,CHL,2020-02-01,"Hydro, Bioenergy and Other Renewables",1.76
Chile,CHL,2020-02-01,Renewables,2.77
Chile,CHL,2020-02-01,Wind and Solar,1.01
Chile,CHL,2020-02-01,Bioenergy,0.17
Chile,CHL,2020-02-01,Coal,2.26
Chile,CHL,2020-02-01,Gas,1.28
Chile,CHL,2020-02-01,Hydro,1.57
Chile,CHL,2020-02-01,Other Fossil,0.06
Chile,CHL,2020-02-01,Other Renewables,0.02
Chile,CHL,2020-02-01,Solar,0.63
Chile,CHL,2020-02-01,Wind,0.38
Chile,CHL,2020-02-01,Total Generation,6.37
Chile,CHL,2020-02-01,Net Imports,0.0
Chile,CHL,2020-03-01,Demand,6.76
Chile,CHL,2020-03-01,Clean,2.48
Chile,CHL,2020-03-01,Fossil,4.28
Chile,CHL,2020-03-01,Gas and Other Fossil,1.7
Chile,CHL,2020-03-01,"Hydro, Bioenergy and Other Renewables",1.49
Chile,CHL,2020-03-01,Renewables,2.48
Chile,CHL,2020-03-01,Wind and Solar,0.99
Chile,CHL,2020-03-01,Bioenergy,0.19
Chile,CHL,2020-03-01,Coal,2.58
Chile,CHL,2020-03-01,Gas,1.55
Chile,CHL,2020-03-01,Hydro,1.28
Chile,CHL,2020-03-01,Other Fossil,0.15
Chile,CHL,2020-03-01,Other Renewables,0.02
Chile,CHL,2020-03-01,Solar,0.63
Chile,CHL,2020-03-01,Wind,0.36
Chile,CHL,2020-03-01,Total Generation,6.76
Chile,CHL,2020-03-01,Net Imports,0.0
Chile,CHL,2020-04-01,Demand,6.19
Chile,CHL,2020-04-01,Clean,1.99
Chile,CHL,2020-04-01,Fossil,4.2
Chile,CHL,2020-04-01,Gas and Other Fossil,1.72
Chile,CHL,2020-04-01,"Hydro, Bioenergy and Other Renewables",1.1
Chile,CHL,2020-04-01,Renewables,1.99
Chile,CHL,2020-04-01,Wind and Solar,0.89
Chile,CHL,2020-04-01,Bioenergy,0.18
Chile,CHL,2020-04-01,Coal,2.48
Chile,CHL,2020-04-01,Gas,1.66
Chile,CHL,2020-04-01,Hydro,0.9
Chile,CHL,2020-04-01,Other Fossil,0.06
Chile,CHL,2020-04-01,Other Renewables,0.02
Chile,CHL,2020-04-01,Solar,0.54
Chile,CHL,2020-04-01,Wind,0.35
Chile,CHL,2020-04-01,Total Generation,6.19
Chile,CHL,2020-04-01,Net Imports,0.0
Chile,CHL,2020-05-01,Demand,6.43
Chile,CHL,2020-05-01,Clean,2.14
Chile,CHL,2020-05-01,Fossil,4.29
Chile,CHL,2020-05-01,Gas and Other Fossil,1.65
Chile,CHL,2020-05-01,"Hydro, Bioenergy and Other Renewables",1.32
Chile,CHL,2020-05-01,Renewables,2.14
Chile,CHL,2020-05-01,Wind and Solar,0.82
Chile,CHL,2020-05-01,Bioenergy,0.17
Chile,CHL,2020-05-01,Coal,2.64
Chile,CHL,2020-05-01,Gas,1.49
Chile,CHL,2020-05-01,Hydro,1.12
Chile,CHL,2020-05-01,Other Fossil,0.16
Chile,CHL,2020-05-01,Other Renewables,0.03
Chile,CHL,2020-05-01,Solar,0.47
Chile,CHL,2020-05-01,Wind,0.35
Chile,CHL,2020-05-01,Total Generation,6.43
Chile,CHL,2020-05-01,Net Imports,0.0
Chile,CHL,2020-06-01,Demand,6.42
Chile,CHL,2020-06-01,Clean,2.2
Chile,CHL,2020-06-01,Fossil,4.22
Chile,CHL,2020-06-01,Gas and Other Fossil,1.69
Chile,CHL,2020-06-01,"Hydro, Bioenergy and Other Renewables",1.36
Chile,CHL,2020-06-01,Renewables,2.2
Chile,CHL,2020-06-01,Wind and Solar,0.84
Chile,CHL,2020-06-01,Bioenergy,0.16
Chile,CHL,2020-06-01,Coal,2.53
Chile,CHL,2020-06-01,Gas,1.48
Chile,CHL,2020-06-01,Hydro,1.18
Chile,CHL,2020-06-01,Other Fossil,0.21
Chile,CHL,2020-06-01,Other Renewables,0.02
Chile,CHL,2020-06-01,Solar,0.38
Chile,CHL,2020-06-01,Wind,0.46
Chile,CHL,2020-06-01,Total Generation,6.42
Chile,CHL,2020-06-01,Net Imports,0.0
Chile,CHL,2020-07-01,Demand,6.47
Chile,CHL,2020-07-01,Clean,2.94
Chile,CHL,2020-07-01,Fossil,3.53
Chile,CHL,2020-07-01,Gas and Other Fossil,1.34
Chile,CHL,2020-07-01,"Hydro, Bioenergy and Other Renewables",2.04
Chile,CHL,2020-07-01,Renewables,2.94
Chile,CHL,2020-07-01,Wind and Solar,0.9
Chile,CHL,2020-07-01,Bioenergy,0.15
Chile,CHL,2020-07-01,Coal,2.19
Chile,CHL,2020-07-01,Gas,1.28
Chile,CHL,2020-07-01,Hydro,1.88
Chile,CHL,2020-07-01,Other Fossil,0.06
Chile,CHL,2020-07-01,Other Renewables,0.01
Chile,CHL,2020-07-01,Solar,0.47
Chile,CHL,2020-07-01,Wind,0.43
Chile,CHL,2020-07-01,Total Generation,6.47
Chile,CHL,2020-07-01,Net Imports,0.0
Chile,CHL,2020-08-01,Demand,6.46
Chile,CHL,2020-08-01,Clean,3.05
Chile,CHL,2020-08-01,Fossil,3.41
Chile,CHL,2020-08-01,Gas and Other Fossil,1.41
Chile,CHL,2020-08-01,"Hydro, Bioenergy and Other Renewables",1.88
Chile,CHL,2020-08-01,Renewables,3.05
Chile,CHL,2020-08-01,Wind and Solar,1.17
Chile,CHL,2020-08-01,Bioenergy,0.13
Chile,CHL,2020-08-01,Coal,2.0
Chile,CHL,2020-08-01,Gas,1.35
Chile,CHL,2020-08-01,Hydro,1.73
Chile,CHL,2020-08-01,Other Fossil,0.06
Chile,CHL,2020-08-01,Other Renewables,0.02
Chile,CHL,2020-08-01,Solar,0.57
Chile,CHL,2020-08-01,Wind,0.6
Chile,CHL,2020-08-01,Total Generation,6.46
Chile,CHL,2020-08-01,Net Imports,0.0
Chile,CHL,2020-09-01,Demand,6.17
Chile,CHL,2020-09-01,Clean,3.03
Chile,CHL,2020-09-01,Fossil,3.14
Chile,CHL,2020-09-01,Gas and Other Fossil,1.03
Chile,CHL,2020-09-01,"Hydro, Bioenergy and Other Renewables",1.89
Chile,CHL,2020-09-01,Renewables,3.03
Chile,CHL,2020-09-01,Wind and Solar,1.14
Chile,CHL,2020-09-01,Bioenergy,0.14
Chile,CHL,2020-09-01,Coal,2.11
Chile,CHL,2020-09-01,Gas,0.98
Chile,CHL,2020-09-01,Hydro,1.73
Chile,CHL,2020-09-01,Other Fossil,0.05
Chile,CHL,2020-09-01,Other Renewables,0.02
Chile,CHL,2020-09-01,Solar,0.66
Chile,CHL,2020-09-01,Wind,0.48
Chile,CHL,2020-09-01,Total Generation,6.17
Chile,CHL,2020-09-01,Net Imports,0.0
Chile,CHL,2020-10-01,Demand,6.45
Chile,CHL,2020-10-01,Clean,3.96
Chile,CHL,2020-10-01,Fossil,2.49
Chile,CHL,2020-10-01,Gas and Other Fossil,0.57
Chile,CHL,2020-10-01,"Hydro, Bioenergy and Other Renewables",2.49
Chile,CHL,2020-10-01,Renewables,3.96
Chile,CHL,2020-10-01,Wind and Solar,1.47
Chile,CHL,2020-10-01,Bioenergy,0.14
Chile,CHL,2020-10-01,Coal,1.92
Chile,CHL,2020-10-01,Gas,0.5
Chile,CHL,2020-10-01,Hydro,2.33
Chile,CHL,2020-10-01,Other Fossil,0.07
Chile,CHL,2020-10-01,Other Renewables,0.02
Chile,CHL,2020-10-01,Solar,0.82
Chile,CHL,2020-10-01,Wind,0.65
Chile,CHL,2020-10-01,Total Generation,6.45
Chile,CHL,2020-10-01,Net Imports,0.0
Chile,CHL,2020-11-01,Demand,6.36
Chile,CHL,2020-11-01,Clean,4.12
Chile,CHL,2020-11-01,Fossil,2.24
Chile,CHL,2020-11-01,Gas and Other Fossil,0.32
Chile,CHL,2020-11-01,"Hydro, Bioenergy and Other Renewables",2.73
Chile,CHL,2020-11-01,Renewables,4.12
Chile,CHL,2020-11-01,Wind and Solar,1.39
Chile,CHL,2020-11-01,Bioenergy,0.15
Chile,CHL,2020-11-01,Coal,1.92
Chile,CHL,2020-11-01,Gas,0.26
Chile,CHL,2020-11-01,Hydro,2.56
Chile,CHL,2020-11-01,Other Fossil,0.06
Chile,CHL,2020-11-01,Other Renewables,0.02
Chile,CHL,2020-11-01,Solar,0.85
Chile,CHL,2020-11-01,Wind,0.54
Chile,CHL,2020-11-01,Total Generation,6.36
Chile,CHL,2020-11-01,Net Imports,0.0
Chile,CHL,2020-12-01,Demand,6.88
Chile,CHL,2020-12-01,Clean,4.05
Chile,CHL,2020-12-01,Fossil,2.83
Chile,CHL,2020-12-01,Gas and Other Fossil,0.67
Chile,CHL,2020-12-01,"Hydro, Bioenergy and Other Renewables",2.56
Chile,CHL,2020-12-01,Renewables,4.05
Chile,CHL,2020-12-01,Wind and Solar,1.49
Chile,CHL,2020-12-01,Bioenergy,0.16
Chile,CHL,2020-12-01,Coal,2.16
Chile,CHL,2020-12-01,Gas,0.58
Chile,CHL,2020-12-01,Hydro,2.37
Chile,CHL,2020-12-01,Other Fossil,0.09
Chile,CHL,2020-12-01,Other Renewables,0.03
Chile,CHL,2020-12-01,Solar,0.94
Chile,CHL,2020-12-01,Wind,0.55
Chile,CHL,2020-12-01,Total Generation,6.88
Chile,CHL,2020-12-01,Net Imports,0.0
Chile,CHL,2021-01-01,Demand,6.78
Chile,CHL,2021-01-01,Clean,3.52
Chile,CHL,2021-01-01,Fossil,3.26
Chile,CHL,2021-01-01,Gas and Other Fossil,0.9
Chile,CHL,2021-01-01,"Hydro, Bioenergy and Other Renewables",2.05
Chile,CHL,2021-01-01,Renewables,3.52
Chile,CHL,2021-01-01,Wind and Solar,1.47
Chile,CHL,2021-01-01,Bioenergy,0.16
Chile,CHL,2021-01-01,Coal,2.36
Chile,CHL,2021-01-01,Gas,0.72
