entity,entity_code,is_aggregate_entity,date,series,is_aggregate_series,generation_twh,generation_share_pct,generation_kwh_per_capita,generation_yoy_change_twh,generation_yoy_change_pct,generation_share_yoy_change_pct_points,generation_yoy_change_kwh_per_capita,generation_ytd_twh,generation_ytd_share_pct,generation_ytd_kwh_per_capita
"Viet Nam","VNM",false,"2021-07","Wind",false,0.14,0.62,1.42,0.07,100,0.31,0.71,1.24,0.83,12.53
"Viet Nam","VNM",false,"2021-08","Coal",false,8.37,38.75,84.6,0.37,4.63,1.23,3.74,85.23,49.6,861.47
"Viet Nam","VNM",false,"2021-08","Gas",false,1.84,8.52,18.6,-0.72,-28.13,-3.49,-7.28,19.8,11.52,200.13
"Viet Nam","VNM",false,"2021-08","Hydro",false,8.21,38.01,82.98,-1.6,-16.31,-8,-16.17,46.5,27.06,470.01
"Viet Nam","VNM",false,"2021-08","Other fossil",false,0,0,0,-0.01,-100,-0.05,-0.1,0,0,0
"Viet Nam","VNM",false,"2021-08","Solar",false,3.18,14.72,32.14,2.35,283.13,10.83,23.75,19.06,11.09,192.65
"Viet Nam","VNM",false,"2021-08","Total generation",true,21.6,100,218.32,0.28,1.31,0,2.83,171.83,100,1736.8
"Viet Nam","VNM",false,"2021-08","Wind",false,0,0,0,-0.11,-100,-0.52,-1.11,1.24,0.72,12.53
"Viet Nam","VNM",false,"2021-09","Coal",false,7.44,39.64,75.2,-0.98,-11.64,-0.23,-9.91,92.67,48.62,936.67
"Viet Nam","VNM",false,"2021-09","Gas",false,1.13,6.02,11.42,-1.33,-54.07,-5.63,-13.44,20.93,10.98,211.55
"Viet Nam","VNM",false,"2021-09","Hydro",false,8.18,43.58,82.68,-1.17,-12.51,-0.69,-11.83,54.68,28.69,552.69
"Viet Nam","VNM",false,"2021-09","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2021-09","Solar",false,1.4,7.46,14.15,0.56,66.67,3.48,5.66,20.46,10.73,206.8
"Viet Nam","VNM",false,"2021-09","Total generation",true,18.77,100,189.72,-2.35,-11.13,0,-23.75,190.6,100,1926.52
"Viet Nam","VNM",false,"2021-09","Wind",false,0.62,3.3,6.27,0.57,1140,3.06,5.76,1.86,0.98,18.8
"Viet Nam","VNM",false,"2021-10","Coal",false,8.11,38.73,81.97,1.66,25.74,6.56,16.78,100.78,47.64,1018.65
"Viet Nam","VNM",false,"2021-10","Gas",false,1.52,7.26,15.36,-0.75,-33.04,-4.06,-7.58,22.45,10.61,226.92
"Viet Nam","VNM",false,"2021-10","Hydro",false,8.81,42.07,89.05,-1.73,-16.41,-10.5,-17.49,63.49,30.01,641.73
"Viet Nam","VNM",false,"2021-10","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2021-10","Solar",false,2.29,10.94,23.15,1.57,218.06,7.35,15.87,22.75,10.75,229.95
"Viet Nam","VNM",false,"2021-10","Total generation",true,20.94,100,211.65,0.89,4.44,0,9,211.54,100,2138.17
"Viet Nam","VNM",false,"2021-10","Wind",false,0.21,1,2.12,0.14,200,0.65,1.42,2.07,0.98,20.92
"Viet Nam","VNM",false,"2021-11","Coal",false,7.54,37.87,76.21,-2.46,-24.6,-5.2,-24.86,108.32,46.8,1094.86
"Viet Nam","VNM",false,"2021-11","Gas",false,1.92,9.64,19.41,-2.1,-52.24,-7.67,-21.23,24.37,10.53,246.32
"Viet Nam","VNM",false,"2021-11","Hydro",false,8.55,42.94,86.42,0.61,7.68,8.75,6.17,72.04,31.13,728.15
"Viet Nam","VNM",false,"2021-11","Other fossil",false,0,0,0,-0.28,-100,-1.21,-2.83,0,0,0
"Viet Nam","VNM",false,"2021-11","Solar",false,1.69,8.49,17.08,0.86,103.61,4.92,8.69,24.44,10.56,247.03
"Viet Nam","VNM",false,"2021-11","Total generation",true,19.91,100,201.24,-3.31,-14.25,0,-33.46,231.45,100,2339.41
"Viet Nam","VNM",false,"2021-11","Wind",false,0.21,1.05,2.12,0.06,40,0.4,0.61,2.28,0.99,23.05
"Viet Nam","VNM",false,"2021-12","Coal",false,9.38,41.86,94.81,1.05,12.61,3.22,10.61,117.7,46.36,1189.67
"Viet Nam","VNM",false,"2021-12","Gas",false,3.41,15.22,34.47,0.4,13.29,1.26,4.04,27.78,10.94,280.79
"Viet Nam","VNM",false,"2021-12","Hydro",false,6.71,29.94,67.82,-2.54,-27.46,-12.96,-25.67,78.75,31.02,795.98
"Viet Nam","VNM",false,"2021-12","Other fossil",false,0,0,0,-0.08,-100,-0.37,-0.81,0,0,0
"Viet Nam","VNM",false,"2021-12","Solar",false,2.89,12.9,29.21,2.09,261.25,9.19,21.12,27.33,10.77,276.24
"Viet Nam","VNM",false,"2021-12","Total generation",true,22.41,100,226.51,0.85,3.94,0,8.59,253.86,100,2565.92
"Viet Nam","VNM",false,"2021-12","Wind",false,0.02,0.09,0.2,-0.07,-77.78,-0.33,-0.71,2.3,0.91,23.25
"Viet Nam","VNM",false,"2022-01","Coal",false,9.69,46.9,97.21,0.46,4.98,-3.29,4.61,9.69,46.9,97.21
"Viet Nam","VNM",false,"2022-01","Gas",false,2.66,12.88,26.69,-0.73,-21.53,-5.55,-7.32,2.66,12.88,26.69
"Viet Nam","VNM",false,"2022-01","Hydro",false,4.64,22.46,46.55,1.2,34.88,3.75,12.04,4.64,22.46,46.55
"Viet Nam","VNM",false,"2022-01","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-01","Solar",false,2.33,11.28,23.37,0.2,9.39,-0.3,2.01,2.33,11.28,23.37
"Viet Nam","VNM",false,"2022-01","Total generation",true,20.66,100,207.26,2.27,12.34,0,22.77,20.66,100,207.26
"Viet Nam","VNM",false,"2022-01","Wind",false,1.34,6.49,13.44,1.14,570,5.4,11.44,1.34,6.49,13.44
"Viet Nam","VNM",false,"2022-02","Coal",false,7.58,41.24,76.04,-0.92,-10.82,-5.03,-9.23,17.27,44.24,173.25
"Viet Nam","VNM",false,"2022-02","Gas",false,1.72,9.36,17.26,-0.5,-22.52,-2.72,-5.02,4.38,11.22,43.94
"Viet Nam","VNM",false,"2022-02","Hydro",false,6.21,33.79,62.3,0.32,5.43,1.73,3.21,10.85,27.79,108.85
"Viet Nam","VNM",false,"2022-02","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-02","Solar",false,2,10.88,20.06,0.48,31.58,2.61,4.82,4.33,11.09,43.44
"Viet Nam","VNM",false,"2022-02","Total generation",true,18.38,100,184.39,0.01,0.05,0,0.1,39.04,100,391.65
"Viet Nam","VNM",false,"2022-02","Wind",false,0.87,4.73,8.73,0.63,262.5,3.42,6.32,2.21,5.66,22.17
"Viet Nam","VNM",false,"2022-03","Coal",false,11.1,47.89,111.36,-0.92,-7.65,-6.52,-9.23,28.37,45.6,284.61
"Viet Nam","VNM",false,"2022-03","Gas",false,3.18,13.72,31.9,1.34,72.83,5.39,13.44,7.56,12.15,75.84
"Viet Nam","VNM",false,"2022-03","Hydro",false,5.63,24.29,56.48,1.1,24.28,3.78,11.04,16.48,26.49,165.33
"Viet Nam","VNM",false,"2022-03","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-03","Solar",false,2.53,10.91,25.38,-0.95,-27.3,-4.84,-9.53,6.86,11.03,68.82
"Viet Nam","VNM",false,"2022-03","Total generation",true,23.18,100,232.54,1.09,4.93,0,10.93,62.22,100,624.19
"Viet Nam","VNM",false,"2022-03","Wind",false,0.74,3.19,7.42,0.52,236.36,2.19,5.22,2.95,4.74,29.59
"Viet Nam","VNM",false,"2022-04","Coal",false,10.72,47.79,107.54,-1.01,-8.61,-7.86,-10.13,39.09,46.18,392.15
"Viet Nam","VNM",false,"2022-04","Gas",false,2.86,12.75,28.69,-0.25,-8.04,-2,-2.51,10.42,12.31,104.53
"Viet Nam","VNM",false,"2022-04","Hydro",false,5.74,25.59,57.58,1.21,26.71,4.1,12.14,22.22,26.25,222.91
"Viet Nam","VNM",false,"2022-04","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-04","Solar",false,2.45,10.92,24.58,0.85,53.13,3.33,8.53,9.31,11,93.4
"Viet Nam","VNM",false,"2022-04","Total generation",true,22.43,100,225.02,1.35,6.4,0,13.54,84.65,100,849.21
"Viet Nam","VNM",false,"2022-04","Wind",false,0.66,2.94,6.62,0.55,500,2.42,5.52,3.61,4.26,36.22
"Viet Nam","VNM",false,"2022-05","Coal",false,9.03,39.45,90.59,-3.62,-28.62,-15.98,-36.32,48.12,44.75,482.74
"Viet Nam","VNM",false,"2022-05","Gas",false,2.55,11.14,25.58,0.85,50,3.69,8.53,12.97,12.06,130.12
"Viet Nam","VNM",false,"2022-05","Hydro",false,8.31,36.3,83.37,2.69,47.86,11.67,26.99,30.53,28.39,306.28
"Viet Nam","VNM",false,"2022-05","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-05","Solar",false,2.42,10.57,24.28,-0.33,-12,-1.48,-3.31,11.73,10.91,117.68
"Viet Nam","VNM",false,"2022-05","Total generation",true,22.89,100,229.63,0.07,0.31,0,0.7,107.54,100,1078.84
"Viet Nam","VNM",false,"2022-05","Wind",false,0.58,2.53,5.82,0.48,480,2.09,4.82,4.19,3.9,42.03
"Viet Nam","VNM",false,"2022-06","Coal",false,7.67,32,76.95,-4.87,-38.84,-18.69,-48.86,55.79,42.42,559.69
"Viet Nam","VNM",false,"2022-06","Gas",false,2.25,9.39,22.57,-1.16,-34.02,-4.39,-11.64,15.22,11.57,152.69
"Viet Nam","VNM",false,"2022-06","Hydro",false,11.05,46.1,110.85,4.6,71.32,20.03,46.15,41.58,31.62,417.13
"Viet Nam","VNM",false,"2022-06","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-06","Solar",false,2.52,10.51,25.28,0.41,19.43,1.98,4.11,14.25,10.84,142.96
"Viet Nam","VNM",false,"2022-06","Total generation",true,23.97,100,240.47,-0.77,-3.11,0,-7.72,131.51,100,1319.31
"Viet Nam","VNM",false,"2022-06","Wind",false,0.48,2,4.82,0.25,108.7,1.07,2.51,4.67,3.55,46.85
"Viet Nam","VNM",false,"2022-07","Coal",false,8.15,33.71,81.76,-2.04,-20.02,-11.1,-20.47,63.94,41.07,641.45
"Viet Nam","VNM",false,"2022-07","Gas",false,2.17,8.97,21.77,-0.12,-5.24,-1.1,-1.2,17.39,11.17,174.46
"Viet Nam","VNM",false,"2022-07","Hydro",false,11,45.49,110.35,3.17,40.49,11.06,31.8,52.58,33.77,527.48
"Viet Nam","VNM",false,"2022-07","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-07","Solar",false,2.29,9.47,22.97,0,0,-0.6,0,16.54,10.62,165.93
"Viet Nam","VNM",false,"2022-07","Total generation",true,24.18,100,242.57,1.44,6.33,0,14.45,155.69,100,1561.89
"Viet Nam","VNM",false,"2022-07","Wind",false,0.57,2.36,5.72,0.43,307.14,1.74,4.31,5.24,3.37,52.57
"Viet Nam","VNM",false,"2022-08","Coal",false,7.73,32.81,77.55,-0.64,-7.65,-5.94,-6.42,71.67,39.98,719
"Viet Nam","VNM",false,"2022-08","Gas",false,2.28,9.68,22.87,0.44,23.91,1.16,4.41,19.67,10.97,197.33
"Viet Nam","VNM",false,"2022-08","Hydro",false,10.67,45.29,107.04,2.46,29.96,7.28,24.68,63.25,35.29,634.53
"Viet Nam","VNM",false,"2022-08","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-08","Solar",false,2.28,9.68,22.87,-0.9,-28.3,-5.04,-9.03,18.82,10.5,188.8
"Viet Nam","VNM",false,"2022-08","Total generation",true,23.56,100,236.35,1.96,9.07,0,19.66,179.25,100,1798.24
"Viet Nam","VNM",false,"2022-08","Wind",false,0.6,2.55,6.02,0.6,,2.55,6.02,5.84,3.26,58.59
"Viet Nam","VNM",false,"2022-09","Coal",false,8.16,36.59,81.86,0.72,9.68,-3.05,7.22,79.83,39.61,800.86
"Viet Nam","VNM",false,"2022-09","Gas",false,2.44,10.94,24.48,1.31,115.93,4.92,13.14,22.11,10.97,221.81
"Viet Nam","VNM",false,"2022-09","Hydro",false,8.89,39.87,89.18,0.71,8.68,-3.71,7.12,72.14,35.79,723.71
"Viet Nam","VNM",false,"2022-09","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-09","Solar",false,2.07,9.28,20.77,0.67,47.86,1.82,6.72,20.89,10.36,209.57
"Viet Nam","VNM",false,"2022-09","Total generation",true,22.3,100,223.71,3.53,18.81,0,35.41,201.55,100,2021.96
"Viet Nam","VNM",false,"2022-09","Wind",false,0.74,3.32,7.42,0.12,19.35,0.02,1.2,6.58,3.26,66.01
"Viet Nam","VNM",false,"2022-10","Coal",false,6.73,32.26,67.52,-1.38,-17.02,-6.47,-13.84,86.56,38.92,868.37
"Viet Nam","VNM",false,"2022-10","Gas",false,1.76,8.44,17.66,0.24,15.79,1.18,2.41,23.87,10.73,239.46
"Viet Nam","VNM",false,"2022-10","Hydro",false,10.28,49.28,103.13,1.47,16.69,7.21,14.75,82.42,37.06,826.84
"Viet Nam","VNM",false,"2022-10","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-10","Solar",false,1.76,8.44,17.66,-0.53,-23.14,-2.5,-5.32,22.65,10.18,227.23
"Viet Nam","VNM",false,"2022-10","Total generation",true,20.86,100,209.27,-0.08,-0.38,0,-0.8,222.41,100,2231.22
"Viet Nam","VNM",false,"2022-10","Wind",false,0.33,1.58,3.31,0.12,57.14,0.58,1.2,6.91,3.11,69.32
"Viet Nam","VNM",false,"2022-11","Coal",false,9.66,36.45,96.91,2.12,28.12,-1.42,21.27,96.22,38.66,965.28
"Viet Nam","VNM",false,"2022-11","Gas",false,3.11,11.74,31.2,1.19,61.98,2.1,11.94,26.98,10.84,270.66
"Viet Nam","VNM",false,"2022-11","Hydro",false,9.87,37.25,99.02,1.32,15.44,-5.69,13.24,92.29,37.08,925.86
"Viet Nam","VNM",false,"2022-11","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-11","Solar",false,2.88,10.87,28.89,1.19,70.41,2.38,11.94,25.53,10.26,256.12
"Viet Nam","VNM",false,"2022-11","Total generation",true,26.5,100,265.85,6.59,33.1,0,66.11,248.91,100,2497.07
"Viet Nam","VNM",false,"2022-11","Wind",false,0.98,3.7,9.83,0.77,366.67,2.65,7.72,7.89,3.17,79.15
"Viet Nam","VNM",false,"2022-12","Coal",false,8.2,34.64,82.26,-1.18,-12.58,-7.22,-11.84,104.42,38.31,1047.54
"Viet Nam","VNM",false,"2022-12","Gas",false,2.43,10.27,24.38,-0.98,-28.74,-4.95,-9.83,29.41,10.79,295.04
"Viet Nam","VNM",false,"2022-12","Hydro",false,10.07,42.54,101.02,3.36,50.07,12.6,33.71,102.36,37.55,1026.88
"Viet Nam","VNM",false,"2022-12","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2022-12","Solar",false,2.32,9.8,23.27,-0.57,-19.72,-3.1,-5.72,27.85,10.22,279.39
"Viet Nam","VNM",false,"2022-12","Total generation",true,23.67,100,237.46,1.26,5.62,0,12.64,272.58,100,2734.53
"Viet Nam","VNM",false,"2022-12","Wind",false,0.65,2.75,6.52,0.63,3150,2.66,6.32,8.54,3.13,85.67
"Viet Nam","VNM",false,"2023-01","Coal",false,7.58,42.09,75.53,-2.11,-21.78,-4.81,-21.03,7.58,42.09,75.53
"Viet Nam","VNM",false,"2023-01","Gas",false,1.88,10.44,18.73,-0.78,-29.32,-2.44,-7.77,1.88,10.44,18.73
"Viet Nam","VNM",false,"2023-01","Hydro",false,5.5,30.54,54.81,0.86,18.53,8.08,8.57,5.5,30.54,54.81
"Viet Nam","VNM",false,"2023-01","Other fossil",false,0.14,0.78,1.4,0.14,,0.78,1.4,0.14,0.78,1.4
"Viet Nam","VNM",false,"2023-01","Solar",false,1.7,9.44,16.94,-0.63,-27.04,-1.84,-6.28,1.7,9.44,16.94
"Viet Nam","VNM",false,"2023-01","Total generation",true,18.01,100,179.47,-2.65,-12.83,0,-26.41,18.01,100,179.47
"Viet Nam","VNM",false,"2023-01","Wind",false,1.21,6.72,12.06,-0.13,-9.7,0.23,-1.3,1.21,6.72,12.06
"Viet Nam","VNM",false,"2023-02","Coal",false,8.89,44.99,88.59,1.31,17.28,3.75,13.05,16.47,43.61,164.12
"Viet Nam","VNM",false,"2023-02","Gas",false,2.44,12.35,24.31,0.72,41.86,2.99,7.17,4.32,11.44,43.05
"Viet Nam","VNM",false,"2023-02","Hydro",false,5.07,25.66,50.52,-1.14,-18.36,-8.13,-11.36,10.57,27.99,105.33
"Viet Nam","VNM",false,"2023-02","Other fossil",false,0,0,0,0,,0,0,0.14,0.37,1.4
"Viet Nam","VNM",false,"2023-02","Solar",false,2.17,10.98,21.62,0.17,8.5,0.1,1.69,3.87,10.25,38.56
"Viet Nam","VNM",false,"2023-02","Total generation",true,19.76,100,196.91,1.38,7.51,0,13.75,37.77,100,376.38
"Viet Nam","VNM",false,"2023-02","Wind",false,1.19,6.02,11.86,0.32,36.78,1.29,3.19,2.4,6.35,23.92
"Viet Nam","VNM",false,"2023-03","Coal",false,11.56,50.61,115.19,0.46,4.14,2.72,4.58,28.03,46.25,279.32
"Viet Nam","VNM",false,"2023-03","Gas",false,2.82,12.35,28.1,-0.36,-11.32,-1.37,-3.59,7.14,11.78,71.15
"Viet Nam","VNM",false,"2023-03","Hydro",false,4.81,21.06,47.93,-0.82,-14.56,-3.23,-8.17,15.38,25.38,153.26
"Viet Nam","VNM",false,"2023-03","Other fossil",false,0,0,0,0,,0,0,0.14,0.23,1.4
"Viet Nam","VNM",false,"2023-03","Solar",false,2.58,11.3,25.71,0.05,1.98,0.39,0.5,6.45,10.64,64.27
"Viet Nam","VNM",false,"2023-03","Total generation",true,22.84,100,227.6,-0.34,-1.47,0,-3.39,60.61,100,603.97
"Viet Nam","VNM",false,"2023-03","Wind",false,1.07,4.68,10.66,0.33,44.59,1.49,3.29,3.47,5.73,34.58
"Viet Nam","VNM",false,"2023-04","Coal",false,11.89,51.74,118.48,1.17,10.91,3.95,11.66,39.92,47.76,397.8
"Viet Nam","VNM",false,"2023-04","Gas",false,2.85,12.4,28.4,-0.01,-0.35,-0.35,-0.1,9.99,11.95,99.55
"Viet Nam","VNM",false,"2023-04","Hydro",false,5.25,22.85,52.32,-0.49,-8.54,-2.74,-4.88,20.63,24.68,205.58
"Viet Nam","VNM",false,"2023-04","Other fossil",false,0,0,0,0,,0,0,0.14,0.17,1.4
"Viet Nam","VNM",false,"2023-04","Solar",false,2.45,10.66,24.41,0,0,-0.26,0,8.9,10.65,88.69
"Viet Nam","VNM",false,"2023-04","Total generation",true,22.98,100,228.99,0.55,2.45,0,5.48,83.59,100,832.97
"Viet Nam","VNM",false,"2023-04","Wind",false,0.54,2.35,5.38,-0.12,-18.18,-0.59,-1.2,4.01,4.8,39.96
"Viet Nam","VNM",false,"2023-05","Coal",false,14.24,58.19,141.9,5.21,57.7,18.74,51.92,54.16,50.12,539.7
"Viet Nam","VNM",false,"2023-05","Gas",false,1.88,7.68,18.73,-0.67,-26.27,-3.46,-6.68,11.87,10.98,118.28
"Viet Nam","VNM",false,"2023-05","Hydro",false,5,20.43,49.82,-3.31,-39.83,-15.87,-32.98,25.63,23.72,255.4
"Viet Nam","VNM",false,"2023-05","Other fossil",false,0.55,2.25,5.48,0.55,,2.25,5.48,0.69,0.64,6.88
"Viet Nam","VNM",false,"2023-05","Solar",false,2.16,8.83,21.52,-0.26,-10.74,-1.74,-2.59,11.06,10.24,110.21
"Viet Nam","VNM",false,"2023-05","Total generation",true,24.47,100,243.84,1.58,6.9,0,15.74,108.06,100,1076.81
"Viet Nam","VNM",false,"2023-05","Wind",false,0.64,2.62,6.38,0.06,10.34,0.09,0.6,4.65,4.3,46.34
"Viet Nam","VNM",false,"2023-06","Coal",false,12.6,52.24,125.56,4.93,64.28,20.24,49.13,66.76,50.51,665.26
"Viet Nam","VNM",false,"2023-06","Gas",false,3.56,14.76,35.48,1.31,58.22,5.37,13.05,15.43,11.67,153.76
"Viet Nam","VNM",false,"2023-06","Hydro",false,4.2,17.41,41.85,-6.85,-61.99,-28.69,-68.26,29.83,22.57,297.25
"Viet Nam","VNM",false,"2023-06","Other fossil",false,0.5,2.07,4.98,0.5,,2.07,4.98,1.19,0.9,11.86
"Viet Nam","VNM",false,"2023-06","Solar",false,2.62,10.86,26.11,0.1,3.97,0.35,1,13.68,10.35,136.32
"Viet Nam","VNM",false,"2023-06","Total generation",true,24.12,100,240.35,0.15,0.63,0,1.49,132.18,100,1317.16
"Viet Nam","VNM",false,"2023-06","Wind",false,0.64,2.65,6.38,0.16,33.33,0.65,1.59,5.29,4,52.71
"Viet Nam","VNM",false,"2023-07","Coal",false,13.19,52.03,131.44,5.04,61.84,18.32,50.22,79.95,50.75,796.7
"Viet Nam","VNM",false,"2023-07","Gas",false,2.58,10.18,25.71,0.41,18.89,1.21,4.09,18.01,11.43,179.47
"Viet Nam","VNM",false,"2023-07","Hydro",false,6.97,27.5,69.46,-4.03,-36.64,-17.99,-40.16,36.8,23.36,366.71
"Viet Nam","VNM",false,"2023-07","Other fossil",false,0.04,0.16,0.4,0.04,,0.16,0.4,1.23,0.78,12.26
"Viet Nam","VNM",false,"2023-07","Solar",false,1.8,7.1,17.94,-0.49,-21.4,-2.37,-4.88,15.48,9.83,154.26
"Viet Nam","VNM",false,"2023-07","Total generation",true,25.35,100,252.61,1.17,4.84,0,11.66,157.53,100,1569.77
"Viet Nam","VNM",false,"2023-07","Wind",false,0.77,3.04,7.67,0.2,35.09,0.68,1.99,6.06,3.85,60.39
"Viet Nam","VNM",false,"2023-08","Coal",false,8.13,32.26,81.01,0.4,5.17,-0.55,3.99,88.08,48.2,877.71
"Viet Nam","VNM",false,"2023-08","Gas",false,1.25,4.96,12.46,-1.03,-45.18,-4.72,-10.26,19.26,10.54,191.92
"Viet Nam","VNM",false,"2023-08","Hydro",false,11.65,46.23,116.09,0.98,9.18,0.94,9.77,48.45,26.51,482.8
"Viet Nam","VNM",false,"2023-08","Other fossil",false,0,0,0,0,,0,0,1.23,0.67,12.26
"Viet Nam","VNM",false,"2023-08","Solar",false,2.85,11.31,28.4,0.57,25,1.63,5.68,18.33,10.03,182.66
"Viet Nam","VNM",false,"2023-08","Total generation",true,25.2,100,251.12,1.64,6.96,0,16.34,182.73,100,1820.89
"Viet Nam","VNM",false,"2023-08","Wind",false,1.32,5.24,13.15,0.72,120,2.69,7.17,7.38,4.04,73.54
"Viet Nam","VNM",false,"2023-09","Coal",false,9.12,39.6,90.88,0.96,11.76,3.01,9.57,97.2,47.24,968.59
"Viet Nam","VNM",false,"2023-09","Gas",false,1.56,6.77,15.55,-0.88,-36.07,-4.17,-8.77,20.82,10.12,207.47
"Viet Nam","VNM",false,"2023-09","Hydro",false,9.6,41.68,95.66,0.71,7.99,1.81,7.08,58.05,28.21,578.46
"Viet Nam","VNM",false,"2023-09","Other fossil",false,0,0,0,0,,0,0,1.23,0.6,12.26
"Viet Nam","VNM",false,"2023-09","Solar",false,2.12,9.21,21.13,0.05,2.42,-0.07,0.5,20.45,9.94,203.78
"Viet Nam","VNM",false,"2023-09","Total generation",true,23.03,100,229.49,0.73,3.27,0,7.27,205.76,100,2050.38
"Viet Nam","VNM",false,"2023-09","Wind",false,0.63,2.74,6.28,-0.11,-14.86,-0.58,-1.1,8.01,3.89,79.82
"Viet Nam","VNM",false,"2023-10","Coal",false,10.54,44.44,105.03,3.81,56.61,12.18,37.97,107.74,46.95,1073.62
"Viet Nam","VNM",false,"2023-10","Gas",false,2.08,8.77,20.73,0.32,18.18,0.33,3.19,22.9,9.98,228.2
"Viet Nam","VNM",false,"2023-10","Hydro",false,8.69,36.64,86.6,-1.59,-15.47,-12.64,-15.84,66.74,29.08,665.06
"Viet Nam","VNM",false,"2023-10","Other fossil",false,0,0,0,0,,0,0,1.23,0.54,12.26
"Viet Nam","VNM",false,"2023-10","Solar",false,1.9,8.01,18.93,0.14,7.95,-0.43,1.4,22.35,9.74,222.72
"Viet Nam","VNM",false,"2023-10","Total generation",true,23.72,100,236.37,2.86,13.71,0,28.5,229.48,100,2286.75
"Viet Nam","VNM",false,"2023-10","Wind",false,0.51,2.15,5.08,0.18,54.55,0.57,1.79,8.52,3.71,84.9
"Viet Nam","VNM",false,"2023-11","Coal",false,9.93,43.67,98.95,0.27,2.8,7.22,2.69,117.67,46.65,1172.57
"Viet Nam","VNM",false,"2023-11","Gas",false,1.9,8.36,18.93,-1.21,-38.91,-3.38,-12.06,24.8,9.83,247.13
"Viet Nam","VNM",false,"2023-11","Hydro",false,7.83,34.43,78.03,-2.04,-20.67,-2.82,-20.33,74.57,29.57,743.08
"Viet Nam","VNM",false,"2023-11","Other fossil",false,0.01,0.04,0.1,0.01,,0.04,0.1,1.24,0.49,12.36
"Viet Nam","VNM",false,"2023-11","Solar",false,1.75,7.7,17.44,-1.13,-39.24,-3.17,-11.26,24.1,9.56,240.15
"Viet Nam","VNM",false,"2023-11","Total generation",true,22.74,100,226.6,-3.76,-14.19,0,-37.47,252.22,100,2513.35
"Viet Nam","VNM",false,"2023-11","Wind",false,1.32,5.8,13.15,0.34,34.69,2.1,3.39,9.84,3.9,98.05
"Viet Nam","VNM",false,"2023-12","Coal",false,10.28,39.31,102.44,2.08,25.37,4.67,20.73,127.95,45.96,1275.01
"Viet Nam","VNM",false,"2023-12","Gas",false,3.36,12.85,33.48,0.93,38.27,2.58,9.27,28.16,10.12,280.61
"Viet Nam","VNM",false,"2023-12","Hydro",false,8.62,32.96,85.9,-1.45,-14.4,-9.58,-14.45,83.19,29.88,828.98
"Viet Nam","VNM",false,"2023-12","Other fossil",false,0.37,1.41,3.69,0.37,,1.41,3.69,1.61,0.58,16.04
"Viet Nam","VNM",false,"2023-12","Solar",false,2.84,10.86,28.3,0.52,22.41,1.06,5.18,26.94,9.68,268.46
"Viet Nam","VNM",false,"2023-12","Total generation",true,26.15,100,260.58,2.48,10.48,0,24.71,278.37,100,2773.94
"Viet Nam","VNM",false,"2023-12","Wind",false,0.68,2.6,6.78,0.03,4.62,-0.15,0.3,10.52,3.78,104.83
"Viet Nam","VNM",false,"2024-01","Coal",false,12.75,54.6,126.25,5.17,68.21,12.51,51.19,12.75,54.6,126.25
"Viet Nam","VNM",false,"2024-01","Gas",false,1.85,7.92,18.32,-0.03,-1.6,-2.52,-0.3,1.85,7.92,18.32
"Viet Nam","VNM",false,"2024-01","Hydro",false,4.79,20.51,47.43,-0.71,-12.91,-10.03,-7.03,4.79,20.51,47.43
"Viet Nam","VNM",false,"2024-01","Other fossil",false,0,0,0,-0.14,-100,-0.78,-1.39,0,0,0
"Viet Nam","VNM",false,"2024-01","Solar",false,2.12,9.08,20.99,0.42,24.71,-0.36,4.16,2.12,9.08,20.99
"Viet Nam","VNM",false,"2024-01","Total generation",true,23.35,100,231.22,5.34,29.65,0,52.88,23.35,100,231.22
"Viet Nam","VNM",false,"2024-01","Wind",false,1.84,7.88,18.22,0.63,52.07,1.16,6.24,1.84,7.88,18.22
"Viet Nam","VNM",false,"2024-02","Coal",false,14.48,63.37,143.38,5.59,62.88,18.38,55.35,27.23,58.94,269.64
"Viet Nam","VNM",false,"2024-02","Gas",false,2.54,11.12,25.15,0.1,4.1,-1.23,0.99,4.39,9.5,43.47
