entity,entity_code,is_aggregate_entity,date,series,is_aggregate_series,generation_twh,generation_share_pct,generation_kwh_per_capita,generation_yoy_change_twh,generation_yoy_change_pct,generation_share_yoy_change_pct_points,generation_yoy_change_kwh_per_capita,generation_ytd_twh,generation_ytd_share_pct,generation_ytd_kwh_per_capita
"Viet Nam","VNM",false,"2024-02","Hydro",false,2.56,11.2,25.35,-2.51,-49.51,-14.46,-24.85,7.35,15.91,72.78
"Viet Nam","VNM",false,"2024-02","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2024-02","Solar",false,2.45,10.72,24.26,0.28,12.9,-0.26,2.77,4.57,9.89,45.25
"Viet Nam","VNM",false,"2024-02","Total generation",true,22.85,100,226.26,3.09,15.64,0,30.6,46.2,100,457.48
"Viet Nam","VNM",false,"2024-02","Wind",false,0.82,3.59,8.12,-0.37,-31.09,-2.43,-3.66,2.66,5.76,26.34
"Viet Nam","VNM",false,"2024-03","Coal",false,12.76,59.32,126.35,1.2,10.38,8.71,11.88,39.99,59.06,395.99
"Viet Nam","VNM",false,"2024-03","Gas",false,1.67,7.76,16.54,-1.15,-40.78,-4.59,-11.39,6.06,8.95,60.01
"Viet Nam","VNM",false,"2024-03","Hydro",false,3.27,15.2,32.38,-1.54,-32.02,-5.86,-15.25,10.62,15.68,105.16
"Viet Nam","VNM",false,"2024-03","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2024-03","Solar",false,2.04,9.48,20.2,-0.54,-20.93,-1.82,-5.35,6.61,9.76,65.45
"Viet Nam","VNM",false,"2024-03","Total generation",true,21.51,100,213,-1.33,-5.82,0,-13.17,67.71,100,670.48
"Viet Nam","VNM",false,"2024-03","Wind",false,1.77,8.23,17.53,0.7,65.42,3.55,6.93,4.43,6.54,43.87
"Viet Nam","VNM",false,"2024-04","Coal",false,16.9,64.63,167.35,5.01,42.14,12.89,49.61,56.89,60.61,563.33
"Viet Nam","VNM",false,"2024-04","Gas",false,2.46,9.41,24.36,-0.39,-13.68,-2.99,-3.86,8.52,9.08,84.37
"Viet Nam","VNM",false,"2024-04","Hydro",false,3.79,14.49,37.53,-1.46,-27.81,-8.36,-14.46,14.41,15.35,142.69
"Viet Nam","VNM",false,"2024-04","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2024-04","Solar",false,2.65,10.13,26.24,0.2,8.16,-0.53,1.98,9.26,9.87,91.69
"Viet Nam","VNM",false,"2024-04","Total generation",true,26.15,100,258.94,3.17,13.79,0,31.39,93.86,100,929.42
"Viet Nam","VNM",false,"2024-04","Wind",false,0.35,1.34,3.47,-0.19,-35.19,-1.01,-1.88,4.78,5.09,47.33
"Viet Nam","VNM",false,"2024-05","Coal",false,17.08,62.38,169.13,2.84,19.94,4.19,28.12,73.97,61.01,732.46
"Viet Nam","VNM",false,"2024-05","Gas",false,2.65,9.68,26.24,0.77,40.96,2,7.62,11.17,9.21,110.61
"Viet Nam","VNM",false,"2024-05","Hydro",false,4.67,17.06,46.24,-0.33,-6.6,-3.37,-3.27,19.08,15.74,188.93
"Viet Nam","VNM",false,"2024-05","Other fossil",false,0,0,0,-0.55,-100,-2.25,-5.45,0,0,0
"Viet Nam","VNM",false,"2024-05","Solar",false,2.38,8.69,23.57,0.22,10.19,-0.14,2.18,11.64,9.6,115.26
"Viet Nam","VNM",false,"2024-05","Total generation",true,27.38,100,271.12,2.91,11.89,0,28.82,121.24,100,1200.54
"Viet Nam","VNM",false,"2024-05","Wind",false,0.6,2.19,5.94,-0.04,-6.25,-0.43,-0.4,5.38,4.44,53.27
"Viet Nam","VNM",false,"2024-06","Coal",false,12.37,45.97,122.49,-0.23,-1.83,-6.27,-2.28,86.34,58.28,854.95
"Viet Nam","VNM",false,"2024-06","Gas",false,1.95,7.25,19.31,-1.61,-45.22,-7.51,-15.94,13.12,8.86,129.92
"Viet Nam","VNM",false,"2024-06","Hydro",false,9.55,35.49,94.57,5.35,127.38,18.08,52.98,28.63,19.33,283.5
"Viet Nam","VNM",false,"2024-06","Other fossil",false,0,0,0,-0.5,-100,-2.07,-4.95,0,0,0
"Viet Nam","VNM",false,"2024-06","Solar",false,2.27,8.44,22.48,-0.35,-13.36,-2.42,-3.47,13.91,9.39,137.74
"Viet Nam","VNM",false,"2024-06","Total generation",true,26.91,100,266.47,2.79,11.57,0,27.63,148.15,100,1467.01
"Viet Nam","VNM",false,"2024-06","Wind",false,0.77,2.86,7.62,0.13,20.31,0.21,1.29,6.15,4.15,60.9
"Viet Nam","VNM",false,"2024-07","Coal",false,10.06,37.12,99.62,-3.13,-23.73,-14.91,-30.99,96.4,55.01,954.57
"Viet Nam","VNM",false,"2024-07","Gas",false,1.53,5.65,15.15,-1.05,-40.7,-4.53,-10.4,14.65,8.36,145.07
"Viet Nam","VNM",false,"2024-07","Hydro",false,12.27,45.28,121.5,5.3,76.04,17.78,52.48,40.9,23.34,405
"Viet Nam","VNM",false,"2024-07","Other fossil",false,0,0,0,-0.04,-100,-0.16,-0.4,0,0,0
"Viet Nam","VNM",false,"2024-07","Solar",false,2.09,7.71,20.7,0.29,16.11,0.61,2.87,16,9.13,158.43
"Viet Nam","VNM",false,"2024-07","Total generation",true,27.1,100,268.35,1.75,6.9,0,17.33,175.25,100,1735.35
"Viet Nam","VNM",false,"2024-07","Wind",false,1.15,4.24,11.39,0.38,49.35,1.2,3.76,7.3,4.17,72.29
"Viet Nam","VNM",false,"2024-08","Coal",false,9.17,36.16,90.8,1.04,12.79,3.9,10.3,105.57,52.62,1045.37
"Viet Nam","VNM",false,"2024-08","Gas",false,1.18,4.65,11.68,-0.07,-5.6,-0.31,-0.69,15.83,7.89,156.75
"Viet Nam","VNM",false,"2024-08","Hydro",false,12.06,47.56,119.42,0.41,3.52,1.33,4.06,52.96,26.4,524.42
"Viet Nam","VNM",false,"2024-08","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2024-08","Solar",false,2.18,8.6,21.59,-0.67,-23.51,-2.71,-6.63,18.18,9.06,180.02
"Viet Nam","VNM",false,"2024-08","Total generation",true,25.36,100,251.12,0.16,0.63,0,1.58,200.61,100,1986.47
"Viet Nam","VNM",false,"2024-08","Wind",false,0.77,3.04,7.62,-0.55,-41.67,-2.2,-5.45,8.07,4.02,79.91
"Viet Nam","VNM",false,"2024-09","Coal",false,9.7,36.37,96.05,0.58,6.36,-3.23,5.74,115.27,50.72,1141.42
"Viet Nam","VNM",false,"2024-09","Gas",false,1.36,5.1,13.47,-0.2,-12.82,-1.67,-1.98,17.19,7.56,170.22
"Viet Nam","VNM",false,"2024-09","Hydro",false,12.61,47.28,124.87,3.01,31.35,5.6,29.81,65.57,28.85,649.29
"Viet Nam","VNM",false,"2024-09","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2024-09","Solar",false,2.22,8.32,21.98,0.1,4.72,-0.89,0.99,20.4,8.98,202
"Viet Nam","VNM",false,"2024-09","Total generation",true,26.67,100,264.09,3.64,15.81,0,36.04,227.28,100,2250.56
"Viet Nam","VNM",false,"2024-09","Wind",false,0.78,2.92,7.72,0.15,23.81,0.18,1.49,8.85,3.89,87.63
"Viet Nam","VNM",false,"2024-10","Coal",false,10.72,42.07,106.15,0.18,1.71,-2.37,1.78,125.99,49.85,1247.57
"Viet Nam","VNM",false,"2024-10","Gas",false,1.27,4.98,12.58,-0.81,-38.94,-3.79,-8.02,18.46,7.3,182.79
"Viet Nam","VNM",false,"2024-10","Hydro",false,10.74,42.15,106.35,2.05,23.59,5.51,20.3,76.31,30.19,755.63
"Viet Nam","VNM",false,"2024-10","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2024-10","Solar",false,2.04,8.01,20.2,0.14,7.37,0,1.39,22.44,8.88,222.2
"Viet Nam","VNM",false,"2024-10","Total generation",true,25.48,100,252.31,1.76,7.42,0,17.43,252.76,100,2502.87
"Viet Nam","VNM",false,"2024-10","Wind",false,0.71,2.79,7.03,0.2,39.22,0.64,1.98,9.56,3.78,94.66
"Viet Nam","VNM",false,"2024-11","Coal",false,11.19,39.14,110.81,1.26,12.69,-4.53,12.48,137.18,48.76,1358.38
"Viet Nam","VNM",false,"2024-11","Gas",false,3.1,10.84,30.7,1.2,63.16,2.48,11.88,21.56,7.66,213.49
"Viet Nam","VNM",false,"2024-11","Hydro",false,10.53,36.83,104.27,2.7,34.48,2.4,26.74,86.84,30.87,859.9
"Viet Nam","VNM",false,"2024-11","Other fossil",false,0,0,0,-0.01,-100,-0.04,-0.1,0,0,0
"Viet Nam","VNM",false,"2024-11","Solar",false,2.55,8.92,25.25,0.8,45.71,1.22,7.92,24.99,8.88,247.46
"Viet Nam","VNM",false,"2024-11","Total generation",true,28.59,100,283.1,5.85,25.73,0,57.93,281.35,100,2785.97
"Viet Nam","VNM",false,"2024-11","Wind",false,1.22,4.27,12.08,-0.1,-7.58,-1.53,-0.99,10.78,3.83,106.75
"Viet Nam","VNM",false,"2024-12","Coal",false,10.54,39.17,104.37,0.26,2.53,-0.14,2.57,147.72,47.92,1462.75
"Viet Nam","VNM",false,"2024-12","Gas",false,1.91,7.1,18.91,-1.45,-43.15,-5.75,-14.36,23.47,7.61,232.4
"Viet Nam","VNM",false,"2024-12","Hydro",false,11.29,41.95,111.8,2.67,30.97,8.99,26.44,98.13,31.83,971.7
"Viet Nam","VNM",false,"2024-12","Other fossil",false,0,0,0,-0.37,-100,-1.41,-3.66,0,0,0
"Viet Nam","VNM",false,"2024-12","Solar",false,2.27,8.44,22.48,-0.57,-20.07,-2.42,-5.64,27.26,8.84,269.93
"Viet Nam","VNM",false,"2024-12","Total generation",true,26.91,100,266.47,0.76,2.91,0,7.53,308.26,100,3052.44
"Viet Nam","VNM",false,"2024-12","Wind",false,0.9,3.34,8.91,0.22,32.35,0.74,2.18,11.68,3.79,115.66
"Viet Nam","VNM",false,"2025-01","Coal",false,12.93,57.36,127.27,0.18,1.41,2.76,1.77,12.93,57.36,127.27
"Viet Nam","VNM",false,"2025-01","Gas",false,1.51,6.7,14.86,-0.34,-18.38,-1.22,-3.35,1.51,6.7,14.86
"Viet Nam","VNM",false,"2025-01","Hydro",false,3.8,16.86,37.4,-0.99,-20.67,-3.65,-9.74,3.8,16.86,37.4
"Viet Nam","VNM",false,"2025-01","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-01","Solar",false,2.54,11.27,25,0.42,19.81,2.19,4.13,2.54,11.27,25
"Viet Nam","VNM",false,"2025-01","Total generation",true,22.54,100,221.85,-0.81,-3.47,0,-7.97,22.54,100,221.85
"Viet Nam","VNM",false,"2025-01","Wind",false,1.76,7.81,17.32,-0.08,-4.35,-0.07,-0.79,1.76,7.81,17.32
"Viet Nam","VNM",false,"2025-02","Coal",false,11.89,55.61,117.03,-2.59,-17.89,-7.76,-25.49,24.82,56.51,244.29
"Viet Nam","VNM",false,"2025-02","Gas",false,1.19,5.57,11.71,-1.35,-53.15,-5.55,-13.29,2.7,6.15,26.58
"Viet Nam","VNM",false,"2025-02","Hydro",false,5.49,25.68,54.04,2.93,114.45,14.48,28.84,9.29,21.15,91.44
"Viet Nam","VNM",false,"2025-02","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-02","Solar",false,1.53,7.16,15.06,-0.92,-37.55,-3.56,-9.06,4.07,9.27,40.06
"Viet Nam","VNM",false,"2025-02","Total generation",true,21.38,100,210.44,-1.47,-6.43,0,-14.47,43.92,100,432.29
"Viet Nam","VNM",false,"2025-02","Wind",false,1.28,5.99,12.6,0.46,56.1,2.4,4.53,3.04,6.92,29.92
"Viet Nam","VNM",false,"2025-03","Coal",false,15.98,60.48,157.29,3.22,25.24,1.16,31.69,40.8,58,401.58
"Viet Nam","VNM",false,"2025-03","Gas",false,1.9,7.19,18.7,0.23,13.77,-0.57,2.26,4.6,6.54,45.28
"Viet Nam","VNM",false,"2025-03","Hydro",false,4.51,17.07,44.39,1.24,37.92,1.87,12.2,13.8,19.62,135.83
"Viet Nam","VNM",false,"2025-03","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-03","Solar",false,2.62,9.92,25.79,0.58,28.43,0.44,5.71,6.69,9.51,65.85
"Viet Nam","VNM",false,"2025-03","Total generation",true,26.42,100,260.04,4.91,22.83,0,48.33,70.34,100,692.33
"Viet Nam","VNM",false,"2025-03","Wind",false,1.41,5.34,13.88,-0.36,-20.34,-2.89,-3.54,4.45,6.33,43.8
"Viet Nam","VNM",false,"2025-04","Coal",false,15.8,59.98,155.51,-1.1,-6.51,-4.65,-10.83,56.6,58.54,557.09
"Viet Nam","VNM",false,"2025-04","Gas",false,2.3,8.73,22.64,-0.16,-6.5,-0.68,-1.57,6.9,7.14,67.91
"Viet Nam","VNM",false,"2025-04","Hydro",false,4.7,17.84,46.26,0.91,24.01,3.35,8.96,18.5,19.14,182.09
"Viet Nam","VNM",false,"2025-04","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-04","Solar",false,2.62,9.95,25.79,-0.03,-1.13,-0.18,-0.3,9.31,9.63,91.63
"Viet Nam","VNM",false,"2025-04","Total generation",true,26.34,100,259.25,0.19,0.73,0,1.87,96.68,100,951.58
"Viet Nam","VNM",false,"2025-04","Wind",false,0.92,3.49,9.06,0.57,162.86,2.15,5.61,5.37,5.55,52.85
"Viet Nam","VNM",false,"2025-05","Coal",false,15.8,56.96,155.51,-1.28,-7.49,-5.42,-12.6,72.4,58.19,712.61
"Viet Nam","VNM",false,"2025-05","Gas",false,1.8,6.49,17.72,-0.85,-32.08,-3.19,-8.37,8.7,6.99,85.63
"Viet Nam","VNM",false,"2025-05","Hydro",false,7.2,25.96,70.87,2.53,54.18,8.9,24.9,25.7,20.66,252.96
"Viet Nam","VNM",false,"2025-05","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-05","Solar",false,2.46,8.87,24.21,0.08,3.36,0.18,0.79,11.77,9.46,115.85
"Viet Nam","VNM",false,"2025-05","Total generation",true,27.74,100,273.03,0.36,1.31,0,3.54,124.42,100,1224.62
"Viet Nam","VNM",false,"2025-05","Wind",false,0.48,1.73,4.72,-0.12,-20,-0.46,-1.18,5.85,4.7,57.58
"Viet Nam","VNM",false,"2025-06","Coal",false,12.2,44.71,120.08,-0.17,-1.37,-1.26,-1.67,84.6,55.76,832.69
"Viet Nam","VNM",false,"2025-06","Gas",false,1.57,5.75,15.45,-0.38,-19.49,-1.5,-3.74,10.27,6.77,101.08
"Viet Nam","VNM",false,"2025-06","Hydro",false,10.8,39.57,106.3,1.25,13.09,4.08,12.3,36.5,24.06,359.26
"Viet Nam","VNM",false,"2025-06","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-06","Solar",false,1.86,6.82,18.31,-0.41,-18.06,-1.62,-4.04,13.63,8.98,134.15
"Viet Nam","VNM",false,"2025-06","Total generation",true,27.29,100,268.61,0.38,1.41,0,3.74,151.71,100,1493.22
"Viet Nam","VNM",false,"2025-06","Wind",false,0.86,3.15,8.46,0.09,11.69,0.29,0.89,6.71,4.42,66.04
"Viet Nam","VNM",false,"2025-07","Coal",false,9.45,34.81,93.01,-0.61,-6.06,-2.31,-6,94.05,52.58,925.7
"Viet Nam","VNM",false,"2025-07","Gas",false,1.46,5.38,14.37,-0.07,-4.58,-0.27,-0.69,11.73,6.56,115.45
"Viet Nam","VNM",false,"2025-07","Hydro",false,13.35,49.17,131.4,1.08,8.8,3.89,10.63,49.85,27.87,490.65
"Viet Nam","VNM",false,"2025-07","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-07","Solar",false,1.55,5.71,15.26,-0.54,-25.84,-2,-5.32,15.18,8.49,149.41
"Viet Nam","VNM",false,"2025-07","Total generation",true,27.15,100,267.23,0.05,0.18,0,0.49,178.86,100,1760.45
"Viet Nam","VNM",false,"2025-07","Wind",false,1.34,4.94,13.19,0.19,16.52,0.7,1.87,8.05,4.5,79.23
"Viet Nam","VNM",false,"2025-08","Coal",false,11.66,39.86,114.76,2.49,27.15,3.7,24.51,105.71,50.8,1040.46
"Viet Nam","VNM",false,"2025-08","Gas",false,1.64,5.61,16.14,0.46,38.98,0.96,4.53,13.37,6.42,131.6
"Viet Nam","VNM",false,"2025-08","Hydro",false,12.6,43.08,124.02,0.54,4.48,-4.48,5.32,62.45,30.01,614.67
"Viet Nam","VNM",false,"2025-08","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-08","Solar",false,2.26,7.73,22.24,0.08,3.67,-0.87,0.79,17.44,8.38,171.66
"Viet Nam","VNM",false,"2025-08","Total generation",true,29.25,100,287.9,3.89,15.34,0,38.29,208.11,100,2048.35
"Viet Nam","VNM",false,"2025-08","Wind",false,1.09,3.73,10.73,0.32,41.56,0.69,3.15,9.14,4.39,89.96
"Viet Nam","VNM",false,"2025-09","Coal",false,9.17,35.6,90.26,-0.53,-5.46,-0.77,-5.22,114.88,49.12,1130.72
"Viet Nam","VNM",false,"2025-09","Gas",false,1.77,6.87,17.42,0.41,30.15,1.77,4.04,15.14,6.47,149.02
"Viet Nam","VNM",false,"2025-09","Hydro",false,11.86,46.04,116.73,-0.75,-5.95,-1.24,-7.38,74.31,31.77,731.4
"Viet Nam","VNM",false,"2025-09","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-09","Solar",false,1.95,7.57,19.19,-0.27,-12.16,-0.75,-2.66,19.39,8.29,190.85
"Viet Nam","VNM",false,"2025-09","Total generation",true,25.76,100,253.55,-0.91,-3.41,0,-8.96,233.87,100,2301.89
"Viet Nam","VNM",false,"2025-09","Wind",false,1.01,3.92,9.94,0.23,29.49,1,2.26,10.15,4.34,99.9
"Viet Nam","VNM",false,"2025-10","Coal",false,9.38,35.82,92.32,-1.34,-12.5,-6.25,-13.19,124.26,47.78,1223.04
"Viet Nam","VNM",false,"2025-10","Gas",false,1.5,5.73,14.76,0.23,18.11,0.75,2.26,16.64,6.4,163.78
"Viet Nam","VNM",false,"2025-10","Hydro",false,13.27,50.67,130.61,2.53,23.56,8.52,24.9,87.58,33.68,862.02
"Viet Nam","VNM",false,"2025-10","Other fossil",false,0,0,0,0,,0,0,0,0,0
"Viet Nam","VNM",false,"2025-10","Solar",false,1.2,4.58,11.81,-0.84,-41.18,-3.43,-8.27,20.59,7.92,202.66
"Viet Nam","VNM",false,"2025-10","Total generation",true,26.19,100,257.78,0.71,2.79,0,6.99,260.06,100,2559.67
"Viet Nam","VNM",false,"2025-10","Wind",false,0.84,3.21,8.27,0.13,18.31,0.42,1.28,10.99,4.23,108.17
