date,value
2019-01-31,26.360268817204304
2019-02-28,26.37142857142857
2019-03-31,26.835516129032257
2019-04-30,27.71333333333333
2019-05-31,27.983860215053763
2019-06-30,27.638033333333333
2019-07-31,27.292247311827957
2019-08-31,27.255548387096773
2019-09-30,27.2608
2019-10-31,27.0467311827957
2019-11-30,26.941744444444446
2019-12-31,26.22275268817204
2020-01-31,26.337419354838712
2020-02-29,26.373310344827583
2020-03-31,26.961075268817204
2020-04-30,27.537444444444443
2020-05-31,28.006838709677417
2020-06-30,27.38917777777778
2020-07-31,27.000881720430108
2020-08-31,27.302204301075268
2020-09-30,27.03042222222222
2020-10-31,26.83579569892473
2020-11-30,26.671611111111112
2020-12-31,26.244559139784947
2021-01-31,25.606290322580644
2021-02-28,25.690654761904764
2021-03-31,26.41169892473118
2021-04-30,27.154766666666667
2021-05-31,27.610806451612902
2021-06-30,27.371533333333332
2021-07-31,27.217397849462365
2021-08-31,26.935709677419354
2021-09-30,26.940566666666665
2021-10-31,27.198193548387096
2021-11-30,26.8472
2021-12-31,26.406795698924732
2022-01-31,26.01009677419355
2022-02-28,26.238642857142857
2022-03-31,26.76112903225806
2022-04-30,27.178855555555558
2022-05-31,27.678505376344088
2022-06-30,27.279733333333336
2022-07-31,27.354548387096774
2022-08-31,27.16316129032258
2022-09-30,27.023044444444444
2022-10-31,26.73479569892473
2022-11-30,26.681
2022-12-31,26.183021505376345
2023-01-31,25.844430107526883
2023-02-28,25.95954761904762
2023-03-31,26.202602150537633
2023-04-30,27.586299999999998
2023-05-31,28.11905376344086
2023-06-30,27.802744444444446
2023-07-31,27.525881720430107
2023-08-31,27.63575268817204
2023-09-30,27.506155555555555
2023-10-31,27.742290322580644
2023-11-30,27.52602222222222
2023-12-31,27.12786021505376
2024-01-31,26.750559139784947
2024-02-29,26.959275862068964
2024-03-31,27.36330107526882
2024-04-30,28.34287777777778
2024-05-31,28.676494623655913
2024-06-30,28.00301111111111
2024-07-31,27.794225806451614
2024-08-31,27.580666666666666
2024-09-30,27.61768888888889
2024-10-31,27.47364516129032
2024-11-30,27.289577777777776
2024-12-31,26.77374193548387
2025-01-31,26.02431182795699
2025-02-28,25.993261904761905
2025-03-31,26.645172043010756
2025-04-30,27.19703333333333
2025-05-31,27.969731182795698
2025-06-30,27.6114
2025-07-31,27.618666666666666
2025-08-31,27.185086021505377
2025-09-30,27.07122222222222
2025-10-31,27.216301075268817
2025-11-30,26.9072
2025-12-31,26.445150537634408
2026-01-31,25.644709677419353
2026-02-28,25.95272619047619
2026-03-31,26.599612903225804
2026-04-30,27.661244444444446
2026-05-31,
