date,value
2019-01-31,2.977247311827957
2019-02-28,3.5760714285714283
2019-03-31,4.500043010752687
2019-04-30,5.389733333333334
2019-05-31,6.415720430107528
2019-06-30,10.242822222222223
2019-07-31,9.173032258064515
2019-08-31,9.872430107526883
2019-09-30,7.392422222222223
2019-10-31,6.675419354838709
2019-11-30,5.291733333333334
2019-12-31,4.051806451612903
2020-01-31,3.5596344086021507
2020-02-29,4.193885057471264
2020-03-31,4.133354838709677
2020-04-30,4.921488888888889
2020-05-31,6.063247311827957
2020-06-30,9.270777777777777
2020-07-31,9.163075268817204
2020-08-31,10.196623655913978
2020-09-30,7.967644444444445
2020-10-31,6.450021505376345
2020-11-30,4.863444444444444
2020-12-31,3.8363225806451613
2021-01-31,3.095247311827957
2021-02-28,3.6051904761904763
2021-03-31,3.8937849462365595
2021-04-30,4.498777777777778
2021-05-31,6.371440860215054
2021-06-30,9.944844444444444
2021-07-31,10.550172043010754
2021-08-31,9.206387096774195
2021-09-30,8.000533333333333
2021-10-31,5.590494623655913
2021-11-30,4.5624
2021-12-31,3.5167526881720432
2022-01-31,3.4400430107526883
2022-02-28,3.8640714285714286
2022-03-31,3.5206666666666666
2022-04-30,4.804555555555555
2022-05-31,7.358559139784946
2022-06-30,9.231955555555555
2022-07-31,8.642172043010753
2022-08-31,9.738537634408603
2022-09-30,7.4898444444444445
2022-10-31,7.467806451612904
2022-11-30,5.022288888888889
2022-12-31,3.7319354838709677
2023-01-31,4.023956989247312
2023-02-28,3.69547619047619
2023-03-31,4.6706021505376345
2023-04-30,5.119955555555555
2023-05-31,7.224903225806452
2023-06-30,9.281688888888889
2023-07-31,9.704967741935484
2023-08-31,10.588516129032259
2023-09-30,9.017422222222223
2023-10-31,7.118451612903225
2023-11-30,4.788311111111112
2023-12-31,4.086408602150538
2024-01-31,3.418451612903226
2024-02-29,5.1178160919540225
2024-03-31,5.340365591397849
2024-04-30,6.151022222222222
2024-05-31,7.990258064516129
2024-06-30,9.9818
2024-07-31,10.610086021505376
2024-08-31,10.59679569892473
2024-09-30,8.198733333333333
2024-10-31,7.012301075268818
2024-11-30,4.351466666666667
2024-12-31,3.6473333333333335
2025-01-31,3.6567311827956988
2025-02-28,3.2896428571428573
2025-03-31,4.541978494623656
2025-04-30,5.98588888888889
2025-05-31,6.4099784946236555
2025-06-30,9.094155555555554
2025-07-31,9.207505376344086
2025-08-31,8.66563440860215
2025-09-30,8.12271111111111
2025-10-31,5.902903225806452
2025-11-30,4.591177777777777
2025-12-31,3.9495698924731184
2026-01-31,2.840215053763441
2026-02-28,3.913190476190476
2026-03-31,4.464666666666666
2026-04-30,4.8637999999999995
2026-05-31,
