Date;Country;Region;Export;Import
02/2024;Crô-a-ti-a;EU;8,952.81;1,019.86
03/2024;Crô-a-ti-a;EU;11,025.60;2,997.97
04/2024;Crô-a-ti-a;EU;8,000.82;2,606.18
05/2024;Crô-a-ti-a;EU;5,589.01;4,864.88
06/2024;Crô-a-ti-a;EU;6,842.17;4,444.81
07/2024;Crô-a-ti-a;EU;4,387.56;5,448.06
08/2024;Crô-a-ti-a;EU;5,720.22;4,645.92
09/2024;Crô-a-ti-a;EU;3,966.18;4,785.21
10/2024;Crô-a-ti-a;EU;11,441.69;3,472.24
11/2024;Crô-a-ti-a;EU;8,199.48;2,221.40
12/2024;Crô-a-ti-a;EU;8,478.76;4,385.13
01/2025;Crô-a-ti-a;EU;5,046.72;3,661.80
02/2025;Crô-a-ti-a;EU;6,004.52;3,851.61
03/2025;Crô-a-ti-a;EU;7,872.00;7,301.76
04/2025;Crô-a-ti-a;EU;6,349.74;4,356.75
05/2025;Crô-a-ti-a;EU;5,735.18;6,368.48
06/2025;Crô-a-ti-a;EU;3,940.47;7,591.11
07/2025;Crô-a-ti-a;EU;4,160.84;6,659.95
08/2025;Crô-a-ti-a;EU;5,920.78;5,109.75
09/2025;Crô-a-ti-a;EU;5,572.77;4,424.21
10/2025;Crô-a-ti-a;EU;9,962.42;13,961.84
11/2025;Crô-a-ti-a;EU;7,890.92;4,848.53
01/2019;Cô-oét;Others;6,560.17;372,475.93
02/2019;Cô-oét;Others;2,806.51;254,749.33
03/2019;Cô-oét;Others;5,239.52;272,896.54
04/2019;Cô-oét;Others;5,925.52;428,616.67
05/2019;Cô-oét;Others;6,014.41;442,606.60
06/2019;Cô-oét;Others;4,795.32;284,717.87
07/2019;Cô-oét;Others;4,126.87;261,400.79
08/2019;Cô-oét;Others;5,580.07;304,089.02
09/2019;Cô-oét;Others;4,059.23;487,546.75
10/2019;Cô-oét;Others;4,087.61;130,108.15
11/2019;Cô-oét;Others;5,754.38;20,338.57
12/2019;Cô-oét;Others;6,707.99;274,412.98
01/2020;Cô-oét;Others;4,687.47;424,029.39
02/2020;Cô-oét;Others;4,507.57;420,549.20
03/2020;Cô-oét;Others;4,767.94;452,274.95
04/2020;Cô-oét;Others;5,562.61;125,294.95
05/2020;Cô-oét;Others;3,859.34;45,909.32
06/2020;Cô-oét;Others;3,581.07;89,363.61
07/2020;Cô-oét;Others;5,157.76;237,757.53
08/2020;Cô-oét;Others;4,582.94;296,217.34
09/2020;Cô-oét;Others;5,551.74;282,696.88
10/2020;Cô-oét;Others;7,144.21;253,072.18
11/2020;Cô-oét;Others;6,456.35;221,891.02
12/2020;Cô-oét;Others;7,153.92;319,021.71
01/2021;Cô-oét;Others;5,624.53;105,259.57
02/2021;Cô-oét;Others;4,230.34;337,420.14
03/2021;Cô-oét;Others;5,036.25;269,838.35
04/2021;Cô-oét;Others;5,456.38;413,277.20
05/2021;Cô-oét;Others;5,678.90;408,645.11
06/2021;Cô-oét;Others;5,860.53;434,807.05
07/2021;Cô-oét;Others;3,655.08;632,256.26
08/2021;Cô-oét;Others;3,070.59;312,034.33
09/2021;Cô-oét;Others;3,779.34;301,802.80
10/2021;Cô-oét;Others;4,940.81;318,311.84
11/2021;Cô-oét;Others;5,708.93;556,056.86
12/2021;Cô-oét;Others;7,171.17;631,933.76
01/2022;Cô-oét;Others;5,217.76;346,839.20
02/2022;Cô-oét;Others;2,783.63;209,829.08
03/2022;Cô-oét;Others;4,028.10;495,554.89
04/2022;Cô-oét;Others;5,925.82;617,324.87
05/2022;Cô-oét;Others;5,397.56;424,236.84
06/2022;Cô-oét;Others;5,391.64;717,944.04
07/2022;Cô-oét;Others;5,541.53;471,382.14
08/2022;Cô-oét;Others;4,864.90;933,709.05
09/2022;Cô-oét;Others;4,515.42;643,473.10
10/2022;Cô-oét;Others;5,411.31;612,701.79
11/2022;Cô-oét;Others;5,340.18;585,162.45
12/2022;Cô-oét;Others;5,265.59;523,808.92
01/2023;Cô-oét;Others;2,854.91;495,969.46
02/2023;Cô-oét;Others;6,814.56;517,695.97
03/2023;Cô-oét;Others;6,032.75;335,740.04
04/2023;Cô-oét;Others;5,626.42;493,511.24
05/2023;Cô-oét;Others;5,927.48;706,414.02
06/2023;Cô-oét;Others;5,665.33;470,253.92
07/2023;Cô-oét;Others;6,308.63;500,403.01
08/2023;Cô-oét;Others;5,998.48;184,245.51
09/2023;Cô-oét;Others;4,680.85;231,988.90
10/2023;Cô-oét;Others;7,552.64;676,694.79
11/2023;Cô-oét;Others;6,625.16;571,521.96
12/2023;Cô-oét;Others;5,575.16;697,150.94
01/2024;Cô-oét;Others;5,862.48;655,003.93
02/2024;Cô-oét;Others;4,419.13;503,436.16
03/2024;Cô-oét;Others;7,025.92;669,702.56
04/2024;Cô-oét;Others;6,671.17;710,067.37
05/2024;Cô-oét;Others;5,551.41;768,109.26
06/2024;Cô-oét;Others;4,498.92;547,408.37
07/2024;Cô-oét;Others;6,350.37;706,753.93
08/2024;Cô-oét;Others;5,707.78;560,302.63
09/2024;Cô-oét;Others;7,304.69;607,827.32
10/2024;Cô-oét;Others;5,874.31;462,652.93
11/2024;Cô-oét;Others;8,043.79;468,452.95
12/2024;Cô-oét;Others;7,827.45;590,613.68
01/2025;Cô-oét;Others;7,636.59;492,013.14
02/2025;Cô-oét;Others;5,240.68;664,832.04
03/2025;Cô-oét;Others;6,495.14;647,038.39
04/2025;Cô-oét;Others;6,002.14;586,884.66
05/2025;Cô-oét;Others;8,236.48;411,302.89
06/2025;Cô-oét;Others;6,792.68;547,393.67
07/2025;Cô-oét;Others;6,876.03;471,297.73
08/2025;Cô-oét;Others;8,742.58;581,732.39
09/2025;Cô-oét;Others;6,544.55;574,454.17
10/2025;Cô-oét;Others;9,090.79;544,227.91
11/2025;Cô-oét;Others;8,362.05;276,569.22
01/2019;Cốt-đi-voa;Others;12,632.12;28,470.49
02/2019;Cốt-đi-voa;Others;21,100.31;23,585.28
03/2019;Cốt-đi-voa;Others;26,135.97;13,151.50
04/2019;Cốt-đi-voa;Others;10,805.69;23,223.94
05/2019;Cốt-đi-voa;Others;24,494.32;93,926.62
06/2019;Cốt-đi-voa;Others;24,983.70;144,129.91
07/2019;Cốt-đi-voa;Others;39,015.56;109,086.80
08/2019;Cốt-đi-voa;Others;6,091.04;100,905.43
09/2019;Cốt-đi-voa;Others;33,411.11;69,380.22
10/2019;Cốt-đi-voa;Others;41,656.58;57,071.63
11/2019;Cốt-đi-voa;Others;10,187.86;26,165.44
12/2019;Cốt-đi-voa;Others;22,481.42;12,779.54
01/2020;Cốt-đi-voa;Others;6,009.23;12,763.57
02/2020;Cốt-đi-voa;Others;10,088.83;15,257.61
03/2020;Cốt-đi-voa;Others;25,121.05;18,847.96
04/2020;Cốt-đi-voa;Others;6,964.39;8,092.98
05/2020;Cốt-đi-voa;Others;31,723.99;33,283.80
06/2020;Cốt-đi-voa;Others;31,015.92;96,189.32
07/2020;Cốt-đi-voa;Others;31,790.59;58,824.42
08/2020;Cốt-đi-voa;Others;40,217.25;100,683.54
09/2020;Cốt-đi-voa;Others;19,057.86;87,109.79
10/2020;Cốt-đi-voa;Others;23,549.14;57,402.52
11/2020;Cốt-đi-voa;Others;27,978.25;80,992.91
12/2020;Cốt-đi-voa;Others;9,474.85;74,929.78
01/2021;Cốt-đi-voa;Others;9,254.05;36,520.52
02/2021;Cốt-đi-voa;Others;11,297.25;28,137.78
03/2021;Cốt-đi-voa;Others;29,968.07;44,992.38
04/2021;Cốt-đi-voa;Others;24,417.02;27,884.65
05/2021;Cốt-đi-voa;Others;39,802.31;93,684.81
06/2021;Cốt-đi-voa;Others;7,073.26;105,050.29
07/2021;Cốt-đi-voa;Others;37,042.45;125,240.89
08/2021;Cốt-đi-voa;Others;3,231.43;122,655.02
09/2021;Cốt-đi-voa;Others;12,508.78;162,068.35
10/2021;Cốt-đi-voa;Others;20,272.07;124,166.02
11/2021;Cốt-đi-voa;Others;27,602.84;65,112.39
12/2021;Cốt-đi-voa;Others;43,732.16;69,352.56
01/2022;Cốt-đi-voa;Others;28,141.57;38,876.98
02/2022;Cốt-đi-voa;Others;21,775.27;31,441.64
03/2022;Cốt-đi-voa;Others;44,382.87;16,988.50
04/2022;Cốt-đi-voa;Others;16,123.06;22,119.70
05/2022;Cốt-đi-voa;Others;32,008.34;55,063.20
06/2022;Cốt-đi-voa;Others;30,569.16;128,725.49
07/2022;Cốt-đi-voa;Others;39,979.55;100,590.51
08/2022;Cốt-đi-voa;Others;48,338.54;96,620.67
09/2022;Cốt-đi-voa;Others;27,811.96;76,146.98
10/2022;Cốt-đi-voa;Others;21,814.91;61,025.26
11/2022;Cốt-đi-voa;Others;34,088.01;38,005.94
12/2022;Cốt-đi-voa;Others;5,712.10;31,427.59
01/2023;Cốt-đi-voa;Others;17,322.02;29,995.04
02/2023;Cốt-đi-voa;Others;3,609.92;12,634.36
03/2023;Cốt-đi-voa;Others;10,209.94;11,249.65
04/2023;Cốt-đi-voa;Others;26,706.14;16,512.94
05/2023;Cốt-đi-voa;Others;33,746.43;131,630.53
06/2023;Cốt-đi-voa;Others;32,213.65;126,572.73
07/2023;Cốt-đi-voa;Others;52,458.08;173,327.62
08/2023;Cốt-đi-voa;Others;25,355.72;167,022.22
09/2023;Cốt-đi-voa;Others;41,207.57;133,757.82
10/2023;Cốt-đi-voa;Others;41,248.60;88,429.55
11/2023;Cốt-đi-voa;Others;37,035.80;72,424.13
12/2023;Cốt-đi-voa;Others;9,708.16;57,750.94
01/2024;Cốt-đi-voa;Others;13,074.81;28,413.19
02/2024;Cốt-đi-voa;Others;6,926.57;17,888.61
03/2024;Cốt-đi-voa;Others;53,625.79;16,201.13
04/2024;Cốt-đi-voa;Others;20,851.47;15,879.16
05/2024;Cốt-đi-voa;Others;50,121.53;96,356.27
06/2024;Cốt-đi-voa;Others;16,254.01;113,676.30
07/2024;Cốt-đi-voa;Others;32,355.54;130,802.08
08/2024;Cốt-đi-voa;Others;21,940.30;114,964.11
09/2024;Cốt-đi-voa;Others;30,910.48;127,133.80
10/2024;Cốt-đi-voa;Others;36,685.51;107,763.54
11/2024;Cốt-đi-voa;Others;34,006.46;57,328.11
12/2024;Cốt-đi-voa;Others;32,980.92;52,549.82
01/2025;Cốt-đi-voa;Others;62,599.20;18,588.66
02/2025;Cốt-đi-voa;Others;65,578.62;20,611.57
03/2025;Cốt-đi-voa;Others;58,476.36;13,575.15
04/2025;Cốt-đi-voa;Others;88,789.51;21,238.94
05/2025;Cốt-đi-voa;Others;36,670.40;84,468.32
06/2025;Cốt-đi-voa;Others;39,331.38;159,197.64
07/2025;Cốt-đi-voa;Others;71,894.36;204,717.31
08/2025;Cốt-đi-voa;Others;66,601.60;192,438.00
09/2025;Cốt-đi-voa;Others;58,576.96;217,807.01
10/2025;Cốt-đi-voa;Others;46,400.32;119,241.50
11/2025;Cốt-đi-voa;Others;48,406.36;115,841.33
01/2019;Hung-ga-ri;EU;29,566.62;35,930.16
02/2019;Hung-ga-ri;EU;15,708.50;20,300.43
03/2019;Hung-ga-ri;EU;27,250.58;28,330.96
04/2019;Hung-ga-ri;EU;30,250.00;20,806.91
05/2019;Hung-ga-ri;EU;31,046.87;21,873.18
06/2019;Hung-ga-ri;EU;37,503.53;20,581.41
07/2019;Hung-ga-ri;EU;50,044.17;26,964.93
08/2019;Hung-ga-ri;EU;44,593.41;27,411.89
09/2019;Hung-ga-ri;EU;44,893.11;33,733.35
10/2019;Hung-ga-ri;EU;29,939.53;34,881.93
11/2019;Hung-ga-ri;EU;22,601.20;32,889.25
12/2019;Hung-ga-ri;EU;44,681.41;34,103.26
01/2020;Hung-ga-ri;EU;40,337.82;21,889.83
02/2020;Hung-ga-ri;EU;49,587.21;19,903.12
03/2020;Hung-ga-ri;EU;54,877.38;26,572.72
04/2020;Hung-ga-ri;EU;35,167.20;23,777.58
05/2020;Hung-ga-ri;EU;42,209.07;24,261.68
06/2020;Hung-ga-ri;EU;90,334.00;27,844.97
07/2020;Hung-ga-ri;EU;112,177.93;36,925.48
08/2020;Hung-ga-ri;EU;112,217.03;41,646.71
09/2020;Hung-ga-ri;EU;116,482.95;32,308.52
10/2020;Hung-ga-ri;EU;100,840.46;38,418.85
11/2020;Hung-ga-ri;EU;60,724.50;37,848.32
12/2020;Hung-ga-ri;EU;110,137.75;40,437.51
01/2021;Hung-ga-ri;EU;69,635.54;66,023.31
02/2021;Hung-ga-ri;EU;38,076.01;40,980.57
03/2021;Hung-ga-ri;EU;72,406.71;48,074.20
04/2021;Hung-ga-ri;EU;61,606.22;39,749.54
05/2021;Hung-ga-ri;EU;42,255.28;44,673.71
06/2021;Hung-ga-ri;EU;37,820.98;40,958.21
07/2021;Hung-ga-ri;EU;42,545.27;33,493.62
08/2021;Hung-ga-ri;EU;32,406.22;31,436.50
09/2021;Hung-ga-ri;EU;35,463.80;42,494.39
10/2021;Hung-ga-ri;EU;28,879.79;53,052.11
11/2021;Hung-ga-ri;EU;34,019.96;47,746.53
12/2021;Hung-ga-ri;EU;75,110.94;40,702.12
01/2022;Hung-ga-ri;EU;65,921.91;46,745.71
02/2022;Hung-ga-ri;EU;40,039.75;49,926.16
03/2022;Hung-ga-ri;EU;72,878.32;46,437.23
04/2022;Hung-ga-ri;EU;52,642.85;45,663.11
05/2022;Hung-ga-ri;EU;48,918.38;54,999.12
06/2022;Hung-ga-ri;EU;32,994.08;55,113.09
07/2022;Hung-ga-ri;EU;31,923.47;51,140.20
08/2022;Hung-ga-ri;EU;49,690.01;59,822.21
09/2022;Hung-ga-ri;EU;48,925.01;49,680.65
10/2022;Hung-ga-ri;EU;42,273.24;48,395.48
11/2022;Hung-ga-ri;EU;45,019.75;49,320.64
12/2022;Hung-ga-ri;EU;46,360.06;71,338.27
01/2023;Hung-ga-ri;EU;26,571.04;56,330.85
02/2023;Hung-ga-ri;EU;29,802.85;50,776.13
03/2023;Hung-ga-ri;EU;39,785.19;58,622.67
04/2023;Hung-ga-ri;EU;32,579.46;50,407.64
05/2023;Hung-ga-ri;EU;36,308.83;61,090.45
06/2023;Hung-ga-ri;EU;34,139.52;28,810.33
07/2023;Hung-ga-ri;EU;36,992.17;31,501.18
08/2023;Hung-ga-ri;EU;40,952.01;17,083.52
09/2023;Hung-ga-ri;EU;40,657.65;16,046.69
10/2023;Hung-ga-ri;EU;33,782.83;22,051.62
11/2023;Hung-ga-ri;EU;26,283.50;15,429.07
12/2023;Hung-ga-ri;EU;40,674.73;21,567.62
01/2024;Hung-ga-ri;EU;38,751.38;16,012.07
02/2024;Hung-ga-ri;EU;39,958.92;9,655.90
03/2024;Hung-ga-ri;EU;55,599.41;16,901.75
04/2024;Hung-ga-ri;EU;57,229.52;20,051.14
05/2024;Hung-ga-ri;EU;53,169.32;17,058.37
06/2024;Hung-ga-ri;EU;70,044.16;16,593.00
07/2024;Hung-ga-ri;EU;77,633.22;18,893.53
08/2024;Hung-ga-ri;EU;74,532.75;21,620.09
09/2024;Hung-ga-ri;EU;54,462.54;20,259.80
10/2024;Hung-ga-ri;EU;60,307.34;23,371.92
11/2024;Hung-ga-ri;EU;63,059.84;27,163.59
12/2024;Hung-ga-ri;EU;61,279.72;18,438.43
01/2025;Hung-ga-ri;EU;45,946.86;18,058.92
02/2025;Hung-ga-ri;EU;44,529.94;14,419.95
03/2025;Hung-ga-ri;EU;53,542.43;18,372.15
04/2025;Hung-ga-ri;EU;61,548.48;14,221.47
05/2025;Hung-ga-ri;EU;64,027.99;25,014.27
06/2025;Hung-ga-ri;EU;67,762.92;23,971.76
07/2025;Hung-ga-ri;EU;82,257.99;20,452.61
08/2025;Hung-ga-ri;EU;90,830.04;21,198.89
09/2025;Hung-ga-ri;EU;75,391.40;16,841.46
10/2025;Hung-ga-ri;EU;68,065.00;21,906.54
11/2025;Hung-ga-ri;EU;74,405.72;19,774.07
01/2019;Hy Lạp;EU;23,775.27;12,889.81
02/2019;Hy Lạp;EU;15,504.46;9,360.35
03/2019;Hy Lạp;EU;28,647.43;11,172.65
04/2019;Hy Lạp;EU;21,196.02;14,058.44
05/2019;Hy Lạp;EU;22,725.77;8,129.97
06/2019;Hy Lạp;EU;23,923.12;7,181.38
07/2019;Hy Lạp;EU;18,074.18;7,544.31
08/2019;Hy Lạp;EU;22,751.75;5,623.98
09/2019;Hy Lạp;EU;25,221.88;4,006.46
10/2019;Hy Lạp;EU;26,544.69;5,517.66
11/2019;Hy Lạp;EU;26,269.52;8,913.90
12/2019;Hy Lạp;EU;17,775.45;9,421.67
01/2020;Hy Lạp;EU;17,354.00;6,921.68
02/2020;Hy Lạp;EU;23,025.17;9,054.12
03/2020;Hy Lạp;EU;30,077.94;6,837.05
04/2020;Hy Lạp;EU;11,072.13;5,451.09
05/2020;Hy Lạp;EU;19,616.33;3,630.06
06/2020;Hy Lạp;EU;19,489.22;6,032.15
07/2020;Hy Lạp;EU;25,067.19;6,770.32
08/2020;Hy Lạp;EU;23,116.39;7,866.00
09/2020;Hy Lạp;EU;19,616.65;5,446.73
10/2020;Hy Lạp;EU;28,182.66;7,069.29
11/2020;Hy Lạp;EU;27,281.66;5,216.70
12/2020;Hy Lạp;EU;15,392.07;7,397.01
01/2021;Hy Lạp;EU;29,755.22;9,715.51
02/2021;Hy Lạp;EU;21,278.21;2,482.05
03/2021;Hy Lạp;EU;36,521.04;10,630.64
04/2021;Hy Lạp;EU;27,723.07;5,913.82
05/2021;Hy Lạp;EU;24,793.97;4,996.20
06/2021;Hy Lạp;EU;26,039.40;7,917.05
07/2021;Hy Lạp;EU;23,654.88;7,350.90
08/2021;Hy Lạp;EU;25,608.89;10,057.23
09/2021;Hy Lạp;EU;33,397.26;10,172.11
10/2021;Hy Lạp;EU;31,265.69;7,308.47
11/2021;Hy Lạp;EU;34,314.33;5,606.84
12/2021;Hy Lạp;EU;44,325.48;6,043.13
01/2022;Hy Lạp;EU;32,813.42;5,751.78
02/2022;Hy Lạp;EU;29,247.71;5,673.61
03/2022;Hy Lạp;EU;41,434.93;5,480.01
04/2022;Hy Lạp;EU;29,798.36;4,315.59
05/2022;Hy Lạp;EU;29,115.58;8,396.98
06/2022;Hy Lạp;EU;39,789.65;4,941.72
07/2022;Hy Lạp;EU;31,094.12;8,728.83
08/2022;Hy Lạp;EU;33,118.41;8,256.87
09/2022;Hy Lạp;EU;27,122.47;7,768.39
10/2022;Hy Lạp;EU;39,635.47;4,890.85
11/2022;Hy Lạp;EU;29,838.51;6,631.64
12/2022;Hy Lạp;EU;30,472.41;7,710.08
01/2023;Hy Lạp;EU;32,206.63;12,787.68
02/2023;Hy Lạp;EU;36,380.27;6,493.59
03/2023;Hy Lạp;EU;36,036.06;6,380.32
04/2023;Hy Lạp;EU;33,664.89;5,713.47
05/2023;Hy Lạp;EU;33,367.28;6,760.69
06/2023;Hy Lạp;EU;34,890.08;8,325.37
07/2023;Hy Lạp;EU;34,044.55;6,463.17
08/2023;Hy Lạp;EU;26,986.80;8,255.69
09/2023;Hy Lạp;EU;24,485.83;3,952.16
10/2023;Hy Lạp;EU;34,863.33;5,926.84
11/2023;Hy Lạp;EU;33,329.08;10,516.55
12/2023;Hy Lạp;EU;31,585.75;12,324.90
01/2024;Hy Lạp;EU;34,707.03;8,301.66
02/2024;Hy Lạp;EU;26,106.36;5,981.92
03/2024;Hy Lạp;EU;32,696.46;9,410.44
04/2024;Hy Lạp;EU;37,036.63;15,355.08
05/2024;Hy Lạp;EU;27,645.65;9,307.99
06/2024;Hy Lạp;EU;45,889.52;7,989.68
07/2024;Hy Lạp;EU;38,294.03;10,399.27
08/2024;Hy Lạp;EU;31,168.11;7,494.76
09/2024;Hy Lạp;EU;24,159.03;9,777.68
10/2024;Hy Lạp;EU;30,922.35;8,661.85
11/2024;Hy Lạp;EU;27,889.26;8,536.38
12/2024;Hy Lạp;EU;35,524.40;10,667.09
01/2025;Hy Lạp;EU;36,117.10;5,305.46
02/2025;Hy Lạp;EU;38,467.74;12,650.44
03/2025;Hy Lạp;EU;42,905.95;11,347.02
04/2025;Hy Lạp;EU;38,544.42;10,671.78
05/2025;Hy Lạp;EU;39,567.00;10,526.33
06/2025;Hy Lạp;EU;38,386.06;11,932.62
07/2025;Hy Lạp;EU;40,306.17;10,333.55
08/2025;Hy Lạp;EU;43,783.27;7,095.18
09/2025;Hy Lạp;EU;36,231.54;11,734.74
10/2025;Hy Lạp;EU;34,431.50;7,176.35
11/2025;Hy Lạp;EU;37,365.96;6,890.90
01/2019;Hà Lan;EU;595,233.34;63,662.19
02/2019;Hà Lan;EU;363,191.17;52,789.35
03/2019;Hà Lan;EU;629,032.03;50,993.29
04/2019;Hà Lan;EU;533,356.03;45,498.33
05/2019;Hà Lan;EU;559,852.37;72,884.86
06/2019;Hà Lan;EU;560,825.92;51,128.05
07/2019;Hà Lan;EU;575,352.69;49,454.59
08/2019;Hà Lan;EU;618,320.91;62,478.40
09/2019;Hà Lan;EU;526,877.01;50,944.78
10/2019;Hà Lan;EU;619,882.95;56,283.15
11/2019;Hà Lan;EU;671,378.76;51,432.56
12/2019;Hà Lan;EU;627,209.00;53,478.26
01/2020;Hà Lan;EU;475,840.92;41,761.27
02/2020;Hà Lan;EU;513,474.08;53,743.29
03/2020;Hà Lan;EU;634,325.87;49,873.94
04/2020;Hà Lan;EU;486,076.28;55,001.37
05/2020;Hà Lan;EU;529,011.46;49,166.05
06/2020;Hà Lan;EU;597,664.97;55,169.05
07/2020;Hà Lan;EU;597,939.94;51,850.13
08/2020;Hà Lan;EU;588,497.57;56,155.10
09/2020;Hà Lan;EU;607,285.10;55,198.50
10/2020;Hà Lan;EU;670,091.07;60,952.41
11/2020;Hà Lan;EU;566,787.43;53,567.99
12/2020;Hà Lan;EU;732,298.19;74,511.21
01/2021;Hà Lan;EU;710,647.23;46,359.73
02/2021;Hà Lan;EU;480,463.01;49,803.94
03/2021;Hà Lan;EU;719,945.10;59,289.95
04/2021;Hà Lan;EU;719,945.10;59,425.57
05/2021;Hà Lan;EU;635,724.97;58,134.97
06/2021;Hà Lan;EU;618,670.96;67,041.64
07/2021;Hà Lan;EU;640,321.00;61,163.18
08/2021;Hà Lan;EU;529,289.32;44,874.65
09/2021;Hà Lan;EU;525,020.20;65,665.42
10/2021;Hà Lan;EU;622,095.67;76,458.38
11/2021;Hà Lan;EU;660,123.25;50,972.87
12/2021;Hà Lan;EU;824,046.48;47,837.65
01/2022;Hà Lan;EU;837,204.97;41,173.01
02/2022;Hà Lan;EU;568,172.37;46,847.67
03/2022;Hà Lan;EU;849,711.97;51,916.69
04/2022;Hà Lan;EU;865,555.41;51,883.99
05/2022;Hà Lan;EU;915,050.08;56,410.41
06/2022;Hà Lan;EU;1,006,930.84;53,066.09
07/2022;Hà Lan;EU;911,925.33;50,546.00
08/2022;Hà Lan;EU;998,547.03;53,523.53
09/2022;Hà Lan;EU;864,178.41;74,979.65
10/2022;Hà Lan;EU;860,135.59;68,638.47
11/2022;Hà Lan;EU;893,501.82;56,669.82
12/2022;Hà Lan;EU;859,534.50;63,191.80
01/2023;Hà Lan;EU;684,247.31;47,649.57
02/2023;Hà Lan;EU;795,874.03;45,837.91
03/2023;Hà Lan;EU;880,253.50;47,973.00
04/2023;Hà Lan;EU;794,374.36;43,366.08
05/2023;Hà Lan;EU;832,407.10;72,733.11
06/2023;Hà Lan;EU;846,275.58;62,694.78
07/2023;Hà Lan;EU;797,046.38;59,513.21
08/2023;Hà Lan;EU;896,096.06;54,249.48
09/2023;Hà Lan;EU;888,028.90;53,608.56
10/2023;Hà Lan;EU;924,789.75;66,939.83
11/2023;Hà Lan;EU;938,704.22;72,663.99
12/2023;Hà Lan;EU;963,435.23;39,495.06
01/2024;Hà Lan;EU;1,055,816.09;48,834.70
02/2024;Hà Lan;EU;702,567.42;57,970.49
03/2024;Hà Lan;EU;1,182,648.01;44,091.37
04/2024;Hà Lan;EU;1,053,727.79;76,182.22
05/2024;Hà Lan;EU;1,010,507.23;66,254.07
06/2024;Hà Lan;EU;1,147,818.13;54,463.66
07/2024;Hà Lan;EU;1,115,832.73;70,954.05
08/2024;Hà Lan;EU;1,178,119.87;88,234.91
09/2024;Hà Lan;EU;1,013,843.54;60,462.65
10/2024;Hà Lan;EU;1,234,587.20;78,462.62
11/2024;Hà Lan;EU;1,133,688.02;66,856.87
12/2024;Hà Lan;EU;1,164,496.03;71,361.00
01/2025;Hà Lan;EU;1,047,917.23;58,526.20
02/2025;Hà Lan;EU;910,739.63;65,352.82
03/2025;Hà Lan;EU;1,113,836.52;68,136.08
04/2025;Hà Lan;EU;1,082,964.48;69,721.21
05/2025;Hà Lan;EU;1,042,957.09;80,116.83
06/2025;Hà Lan;EU;1,058,513.48;64,317.00
07/2025;Hà Lan;EU;1,194,393.12;57,913.15
08/2025;Hà Lan;EU;1,199,104.56;58,953.50
09/2025;Hà Lan;EU;1,141,565.31;64,133.74
10/2025;Hà Lan;EU;1,232,296.26;76,887.04
11/2025;Hà Lan;EU;1,165,408.37;60,825.86
01/2019;Hàn Quốc;Others;1,839,886.57;4,104,729.86
02/2019;Hàn Quốc;Others;1,084,977.24;3,229,061.77
03/2019;Hàn Quốc;Others;1,702,743.05;4,116,752.51
04/2019;Hàn Quốc;Others;1,593,359.14;3,677,097.78
05/2019;Hàn Quốc;Others;1,494,958.33;3,967,592.12
06/2019;Hàn Quốc;Others;1,403,949.36;3,430,344.53
07/2019;Hàn Quốc;Others;1,692,784.84;4,245,074.60
08/2019;Hàn Quốc;Others;2,035,106.80;4,430,123.85
09/2019;Hàn Quốc;Others;1,947,395.87;4,095,122.63
10/2019;Hàn Quốc;Others;1,895,905.85;4,130,445.88
11/2019;Hàn Quốc;Others;1,559,216.84;3,763,682.07
12/2019;Hàn Quốc;Others;1,469,799.51;3,744,548.15
01/2020;Hàn Quốc;Others;1,384,322.55;3,944,292.67
02/2020;Hàn Quốc;Others;1,567,341.22;3,905,011.84
03/2020;Hàn Quốc;Others;1,757,538.51;3,960,933.70
04/2020;Hàn Quốc;Others;1,466,221.17;2,613,670.18
05/2020;Hàn Quốc;Others;1,496,261.74;2,888,576.89
06/2020;Hàn Quốc;Others;1,467,903.44;3,472,950.84
07/2020;Hàn Quốc;Others;1,709,168.41;3,971,740.54
08/2020;Hàn Quốc;Others;1,839,407.78;3,933,555.36
09/2020;Hàn Quốc;Others;1,788,788.05;4,337,639.83
10/2020;Hàn Quốc;Others;1,618,834.39;4,442,356.37
11/2020;Hàn Quốc;Others;1,341,334.09;4,326,963.88
12/2020;Hàn Quốc;Others;1,670,139.84;5,097,743.94
01/2021;Hàn Quốc;Others;1,837,912.04;4,753,474.64
02/2021;Hàn Quốc;Others;1,324,252.19;3,645,945.43
03/2021;Hàn Quốc;Others;2,012,077.72;4,244,423.97
04/2021;Hàn Quốc;Others;1,885,928.40;4,000,262.65
05/2021;Hàn Quốc;Others;1,689,260.98;4,322,314.80
06/2021;Hàn Quốc;Others;1,573,849.83;4,403,785.56
07/2021;Hàn Quốc;Others;1,827,950.73;4,702,075.69
08/2021;Hàn Quốc;Others;1,967,535.52;4,979,168.63
09/2021;Hàn Quốc;Others;1,874,090.88;5,346,889.77
10/2021;Hàn Quốc;Others;1,953,264.69;4,668,981.48
11/2021;Hàn Quốc;Others;1,929,338.97;5,428,516.83
12/2021;Hàn Quốc;Others;2,069,641.68;5,659,380.00
01/2022;Hàn Quốc;Others;1,971,326.81;5,095,335.71
02/2022;Hàn Quốc;Others;1,688,637.64;5,006,427.36
03/2022;Hàn Quốc;Others;2,485,811.27;6,664,322.17
04/2022;Hàn Quốc;Others;2,179,471.71;5,598,660.76
05/2022;Hàn Quốc;Others;1,896,697.00;5,415,542.07
06/2022;Hàn Quốc;Others;1,880,153.50;4,758,332.06
