Date;Country;Region;Export;Import
03/2024;Mê-hi-cô;Others;516,262.38;82,994.09
04/2024;Mê-hi-cô;Others;464,803.58;62,244.44
05/2024;Mê-hi-cô;Others;425,714.91;78,232.99
06/2024;Mê-hi-cô;Others;405,207.93;75,632.95
07/2024;Mê-hi-cô;Others;532,444.13;79,387.02
08/2024;Mê-hi-cô;Others;496,485.20;77,378.43
09/2024;Mê-hi-cô;Others;420,422.37;78,721.99
10/2024;Mê-hi-cô;Others;488,952.73;88,933.60
11/2024;Mê-hi-cô;Others;455,985.35;87,863.71
12/2024;Mê-hi-cô;Others;434,554.38;81,493.75
01/2025;Mê-hi-cô;Others;470,567.77;71,426.82
02/2025;Mê-hi-cô;Others;459,636.38;87,235.53
03/2025;Mê-hi-cô;Others;529,522.74;84,657.66
04/2025;Mê-hi-cô;Others;596,851.42;86,960.52
05/2025;Mê-hi-cô;Others;518,634.48;100,185.23
06/2025;Mê-hi-cô;Others;509,526.67;87,877.42
07/2025;Mê-hi-cô;Others;690,013.66;98,568.36
08/2025;Mê-hi-cô;Others;731,684.91;102,660.62
09/2025;Mê-hi-cô;Others;619,346.15;96,082.00
10/2025;Mê-hi-cô;Others;665,903.22;110,012.17
11/2025;Mê-hi-cô;Others;579,129.92;107,324.70
01/2019;Mỹ;Others;5,151,429.60;1,075,581.24
02/2019;Mỹ;Others;3,026,552.51;752,585.57
03/2019;Mỹ;Others;5,139,453.22;1,194,571.26
04/2019;Mỹ;Others;4,555,468.87;1,381,408.73
05/2019;Mỹ;Others;4,850,273.22;1,307,560.97
06/2019;Mỹ;Others;4,784,904.44;1,205,880.91
07/2019;Mỹ;Others;5,477,029.04;1,234,783.72
08/2019;Mỹ;Others;6,274,792.72;1,286,804.39
09/2019;Mỹ;Others;5,391,016.20;1,248,880.81
10/2019;Mỹ;Others;5,645,658.45;1,154,074.36
11/2019;Mỹ;Others;5,311,619.64;1,223,351.72
12/2019;Mỹ;Others;5,738,391.65;1,299,908.76
01/2020;Mỹ;Others;4,765,545.62;988,009.78
02/2020;Mỹ;Others;5,496,334.64;1,193,038.36
03/2020;Mỹ;Others;5,688,886.09;1,364,369.63
04/2020;Mỹ;Others;4,205,621.55;1,219,377.18
05/2020;Mỹ;Others;4,951,233.52;1,238,167.55
06/2020;Mỹ;Others;6,395,931.73;1,039,545.81
07/2020;Mỹ;Others;7,506,326.32;1,085,868.18
08/2020;Mỹ;Others;7,974,957.35;1,109,740.60
09/2020;Mỹ;Others;7,757,059.74;1,144,024.69
10/2020;Mỹ;Others;7,622,404.36;1,047,029.81
11/2020;Mỹ;Others;7,015,078.51;1,024,254.76
12/2020;Mỹ;Others;7,697,937.36;1,259,737.39
01/2021;Mỹ;Others;8,183,255.33;1,130,741.83
02/2021;Mỹ;Others;5,646,118.58;1,129,799.81
03/2021;Mỹ;Others;8,405,756.87;1,462,375.98
04/2021;Mỹ;Others;7,696,532.65;1,305,602.19
05/2021;Mỹ;Others;7,506,377.78;1,409,795.64
06/2021;Mỹ;Others;8,138,853.24;1,189,458.63
07/2021;Mỹ;Others;8,379,800.11;1,390,206.12
08/2021;Mỹ;Others;7,902,062.52;1,303,732.91
09/2021;Mỹ;Others;7,011,722.81;1,335,124.29
10/2021;Mỹ;Others;7,875,265.50;1,193,423.03
11/2021;Mỹ;Others;9,285,966.15;1,279,263.88
12/2021;Mỹ;Others;10,261,300.60;1,140,957.96
01/2022;Mỹ;Others;9,737,392.69;1,057,628.75
02/2022;Mỹ;Others;6,484,877.92;1,107,065.40
03/2022;Mỹ;Others;9,736,274.93;1,273,024.41
04/2022;Mỹ;Others;10,245,295.03;1,163,462.13
05/2022;Mỹ;Others;9,685,458.30;1,506,984.58
06/2022;Mỹ;Others;10,710,626.94;1,438,226.62
07/2022;Mỹ;Others;10,386,308.02;1,144,170.35
08/2022;Mỹ;Others;10,016,302.00;1,230,287.43
09/2022;Mỹ;Others;8,165,678.10;1,227,441.96
10/2022;Mỹ;Others;8,205,939.34;1,176,792.87
11/2022;Mỹ;Others;7,842,374.98;1,139,234.56
12/2022;Mỹ;Others;8,172,360.76;1,006,241.98
01/2023;Mỹ;Others;6,150,865.07;923,515.37
02/2023;Mỹ;Others;6,876,398.66;948,188.35
03/2023;Mỹ;Others;7,736,925.75;1,151,440.75
04/2023;Mỹ;Others;7,879,481.99;1,301,450.49
05/2023;Mỹ;Others;7,673,966.58;1,327,244.96
06/2023;Mỹ;Others;8,103,661.60;1,218,245.96
07/2023;Mỹ;Others;8,674,976.96;1,182,237.26
08/2023;Mỹ;Others;9,022,098.62;1,097,304.74
09/2023;Mỹ;Others;8,115,916.95;1,115,925.92
10/2023;Mỹ;Others;9,015,154.42;1,075,356.99
11/2023;Mỹ;Others;8,629,265.73;1,221,538.65
12/2023;Mỹ;Others;9,141,463.76;1,259,944.98
01/2024;Mỹ;Others;10,050,254.89;1,235,390.46
02/2024;Mỹ;Others;6,758,417.63;966,170.06
03/2024;Mỹ;Others;8,963,403.73;1,183,391.69
04/2024;Mỹ;Others;9,163,105.17;1,193,918.08
05/2024;Mỹ;Others;9,723,744.80;1,309,741.31
06/2024;Mỹ;Others;10,482,150.90;1,228,443.69
07/2024;Mỹ;Others;11,288,614.61;1,339,796.22
08/2024;Mỹ;Others;11,810,494.14;1,284,285.55
09/2024;Mỹ;Others;9,932,684.57;1,244,795.09
10/2024;Mỹ;Others;10,651,462.55;1,305,141.30
11/2024;Mỹ;Others;10,146,039.45;1,276,598.47
12/2024;Mỹ;Others;10,531,112.52;1,534,997.25
01/2025;Mỹ;Others;10,492,419.28;1,155,670.95
02/2025;Mỹ;Others;9,058,688.65;1,437,414.90
03/2025;Mỹ;Others;11,843,077.14;1,504,742.16
04/2025;Mỹ;Others;12,007,539.57;1,569,516.02
05/2025;Mỹ;Others;13,735,629.25;1,596,674.46
06/2025;Mỹ;Others;13,767,246.92;1,605,158.69
07/2025;Mỹ;Others;14,212,185.09;1,671,913.59
08/2025;Mỹ;Others;13,928,903.14;1,594,195.92
09/2025;Mỹ;Others;13,712,566.69;1,526,287.18
10/2025;Mỹ;Others;13,403,399.78;1,569,974.87
11/2025;Mỹ;Others;12,448,983.95;1,766,587.96
01/2019;Na Uy;Others;15,007.85;28,970.92
02/2019;Na Uy;Others;5,356.90;21,458.65
03/2019;Na Uy;Others;24,769.68;27,029.87
04/2019;Na Uy;Others;7,983.65;19,668.59
05/2019;Na Uy;Others;10,743.86;36,697.71
06/2019;Na Uy;Others;12,363.76;18,458.48
07/2019;Na Uy;Others;8,743.13;32,244.52
08/2019;Na Uy;Others;10,561.81;24,716.12
09/2019;Na Uy;Others;6,817.54;18,750.88
10/2019;Na Uy;Others;7,102.05;23,964.43
11/2019;Na Uy;Others;9,005.51;30,894.81
12/2019;Na Uy;Others;11,055.14;29,892.69
01/2020;Na Uy;Others;12,573.73;26,446.79
02/2020;Na Uy;Others;11,974.88;22,754.26
03/2020;Na Uy;Others;14,490.19;23,076.03
04/2020;Na Uy;Others;6,357.91;33,466.23
05/2020;Na Uy;Others;9,187.16;26,334.23
06/2020;Na Uy;Others;9,263.97;29,972.50
07/2020;Na Uy;Others;9,107.25;26,100.77
08/2020;Na Uy;Others;76,606.18;31,307.53
09/2020;Na Uy;Others;5,966.42;24,324.54
10/2020;Na Uy;Others;8,919.43;18,002.89
11/2020;Na Uy;Others;40,939.25;21,823.32
12/2020;Na Uy;Others;11,527.06;28,056.27
01/2021;Na Uy;Others;14,144.71;27,855.81
02/2021;Na Uy;Others;6,923.29;17,048.49
03/2021;Na Uy;Others;10,986.81;37,342.19
04/2021;Na Uy;Others;8,849.54;31,530.86
05/2021;Na Uy;Others;11,671.80;34,556.59
06/2021;Na Uy;Others;14,023.25;31,994.64
07/2021;Na Uy;Others;13,912.08;27,338.95
08/2021;Na Uy;Others;9,887.28;27,626.48
09/2021;Na Uy;Others;13,354.29;26,516.87
10/2021;Na Uy;Others;9,501.29;24,292.42
11/2021;Na Uy;Others;9,809.02;31,112.54
12/2021;Na Uy;Others;12,436.48;35,070.51
01/2022;Na Uy;Others;12,485.67;26,759.64
02/2022;Na Uy;Others;6,384.25;23,815.86
03/2022;Na Uy;Others;13,367.54;40,793.70
04/2022;Na Uy;Others;13,156.88;37,601.54
05/2022;Na Uy;Others;11,334.44;29,763.51
06/2022;Na Uy;Others;14,868.72;32,580.71
07/2022;Na Uy;Others;11,855.39;32,392.97
08/2022;Na Uy;Others;10,661.05;41,692.99
09/2022;Na Uy;Others;17,086.65;33,107.29
10/2022;Na Uy;Others;11,673.67;34,164.05
11/2022;Na Uy;Others;49,885.18;39,954.30
12/2022;Na Uy;Others;17,288.90;46,949.84
01/2023;Na Uy;Others;9,137.82;27,264.20
02/2023;Na Uy;Others;25,623.55;34,068.71
03/2023;Na Uy;Others;55,200.66;41,496.71
04/2023;Na Uy;Others;10,536.64;34,900.81
05/2023;Na Uy;Others;9,892.02;33,022.82
06/2023;Na Uy;Others;9,979.87;39,363.04
07/2023;Na Uy;Others;49,669.96;36,679.92
08/2023;Na Uy;Others;9,770.19;39,262.09
09/2023;Na Uy;Others;6,917.95;27,307.17
10/2023;Na Uy;Others;8,106.75;31,792.88
11/2023;Na Uy;Others;9,771.68;51,331.99
12/2023;Na Uy;Others;10,015.34;33,567.42
01/2024;Na Uy;Others;11,167.69;31,910.76
02/2024;Na Uy;Others;6,636.66;34,763.92
03/2024;Na Uy;Others;7,934.80;42,208.32
04/2024;Na Uy;Others;8,898.37;39,213.32
05/2024;Na Uy;Others;11,555.82;43,216.89
06/2024;Na Uy;Others;16,846.62;44,941.71
07/2024;Na Uy;Others;9,512.89;38,340.36
08/2024;Na Uy;Others;13,784.75;48,888.69
09/2024;Na Uy;Others;8,271.36;36,052.48
10/2024;Na Uy;Others;10,889.82;47,133.66
11/2024;Na Uy;Others;15,484.39;48,714.19
12/2024;Na Uy;Others;15,379.04;61,522.38
01/2025;Na Uy;Others;13,916.25;47,242.56
02/2025;Na Uy;Others;7,745.95;48,653.99
03/2025;Na Uy;Others;13,944.27;60,779.71
04/2025;Na Uy;Others;14,115.56;44,051.96
05/2025;Na Uy;Others;13,852.28;48,312.11
06/2025;Na Uy;Others;14,317.29;65,524.96
07/2025;Na Uy;Others;30,435.53;47,836.03
08/2025;Na Uy;Others;11,786.27;49,243.65
09/2025;Na Uy;Others;20,886.53;45,225.41
10/2025;Na Uy;Others;30,519.93;46,581.74
11/2025;Na Uy;Others;15,229.86;63,468.05
01/2019;Nam Phi;Others;61,152.39;23,740.32
02/2019;Nam Phi;Others;50,403.86;21,087.62
03/2019;Nam Phi;Others;88,409.42;28,347.80
04/2019;Nam Phi;Others;87,348.62;16,569.46
05/2019;Nam Phi;Others;69,969.58;24,353.35
06/2019;Nam Phi;Others;63,514.87;36,864.31
07/2019;Nam Phi;Others;75,375.83;42,850.53
08/2019;Nam Phi;Others;89,192.70;43,465.68
09/2019;Nam Phi;Others;59,563.22;12,409.70
10/2019;Nam Phi;Others;68,567.75;36,186.72
11/2019;Nam Phi;Others;46,458.82;21,832.37
12/2019;Nam Phi;Others;40,063.05;22,015.47
01/2020;Nam Phi;Others;35,453.62;22,993.35
02/2020;Nam Phi;Others;60,290.19;56,216.00
03/2020;Nam Phi;Others;75,050.25;30,800.42
04/2020;Nam Phi;Others;46,515.45;95,374.74
05/2020;Nam Phi;Others;40,457.78;109,841.72
06/2020;Nam Phi;Others;61,595.34;115,706.88
07/2020;Nam Phi;Others;51,749.20;78,902.94
08/2020;Nam Phi;Others;81,905.40;58,289.92
09/2020;Nam Phi;Others;65,242.08;35,643.81
10/2020;Nam Phi;Others;65,539.92;34,302.10
11/2020;Nam Phi;Others;47,584.25;20,672.67
12/2020;Nam Phi;Others;49,753.27;49,371.45
01/2021;Nam Phi;Others;74,431.47;30,340.53
02/2021;Nam Phi;Others;70,374.02;19,343.22
03/2021;Nam Phi;Others;93,011.69;25,672.96
04/2021;Nam Phi;Others;73,573.94;72,909.58
05/2021;Nam Phi;Others;81,442.97;23,537.34
06/2021;Nam Phi;Others;60,912.18;81,827.95
07/2021;Nam Phi;Others;72,187.97;55,195.49
08/2021;Nam Phi;Others;51,519.47;53,938.60
09/2021;Nam Phi;Others;70,379.57;9,070.88
10/2021;Nam Phi;Others;62,217.56;15,489.77
11/2021;Nam Phi;Others;59,170.00;12,799.64
12/2021;Nam Phi;Others;78,118.36;26,443.34
01/2022;Nam Phi;Others;63,817.34;23,582.43
02/2022;Nam Phi;Others;56,912.71;17,487.06
03/2022;Nam Phi;Others;104,712.67;33,165.05
04/2022;Nam Phi;Others;122,997.95;47,303.41
05/2022;Nam Phi;Others;74,036.44;33,977.26
06/2022;Nam Phi;Others;58,766.99;31,111.07
07/2022;Nam Phi;Others;67,992.79;55,537.86
08/2022;Nam Phi;Others;103,898.93;59,305.59
09/2022;Nam Phi;Others;65,746.18;25,927.73
10/2022;Nam Phi;Others;64,013.49;11,737.76
11/2022;Nam Phi;Others;47,091.69;27,971.69
12/2022;Nam Phi;Others;49,009.96;32,271.05
01/2023;Nam Phi;Others;43,430.38;5,961.91
02/2023;Nam Phi;Others;78,550.16;12,188.68
03/2023;Nam Phi;Others;73,572.55;12,059.83
04/2023;Nam Phi;Others;66,069.20;32,878.67
05/2023;Nam Phi;Others;73,132.33;55,239.91
06/2023;Nam Phi;Others;58,076.26;79,526.52
07/2023;Nam Phi;Others;68,817.69;36,275.98
08/2023;Nam Phi;Others;70,803.18;61,695.32
09/2023;Nam Phi;Others;63,484.43;15,791.74
10/2023;Nam Phi;Others;63,410.50;9,644.43
11/2023;Nam Phi;Others;54,630.28;38,553.65
12/2023;Nam Phi;Others;49,689.52;44,266.09
01/2024;Nam Phi;Others;77,338.55;80,169.14
02/2024;Nam Phi;Others;53,301.97;56,625.24
03/2024;Nam Phi;Others;74,345.41;116,644.05
04/2024;Nam Phi;Others;60,573.29;96,516.41
05/2024;Nam Phi;Others;78,221.39;31,362.61
06/2024;Nam Phi;Others;56,127.13;120,465.61
07/2024;Nam Phi;Others;75,740.06;161,426.63
08/2024;Nam Phi;Others;64,811.58;114,604.36
09/2024;Nam Phi;Others;60,323.87;58,978.32
10/2024;Nam Phi;Others;56,069.38;57,256.55
11/2024;Nam Phi;Others;64,630.67;15,580.97
12/2024;Nam Phi;Others;51,774.03;36,645.97
01/2025;Nam Phi;Others;75,122.52;19,736.78
02/2025;Nam Phi;Others;72,919.76;60,734.03
03/2025;Nam Phi;Others;62,070.95;46,706.96
04/2025;Nam Phi;Others;78,875.74;66,573.95
05/2025;Nam Phi;Others;77,518.20;49,037.76
06/2025;Nam Phi;Others;62,860.34;50,316.93
07/2025;Nam Phi;Others;72,991.65;53,266.65
08/2025;Nam Phi;Others;64,578.94;35,464.65
09/2025;Nam Phi;Others;60,852.03;14,563.95
10/2025;Nam Phi;Others;77,352.95;36,496.00
11/2025;Nam Phi;Others;71,704.24;23,730.87
01/2019;Nhật Bản;Others;1,901,054.84;1,419,401.71
02/2019;Nhật Bản;Others;1,039,601.54;1,358,838.00
03/2019;Nhật Bản;Others;1,685,415.75;1,493,687.73
04/2019;Nhật Bản;Others;1,469,171.44;1,528,169.07
05/2019;Nhật Bản;Others;1,835,335.65;1,552,252.78
06/2019;Nhật Bản;Others;1,728,758.33;1,482,920.81
07/2019;Nhật Bản;Others;1,786,069.47;1,791,503.68
08/2019;Nhật Bản;Others;1,882,439.26;1,770,621.85
09/2019;Nhật Bản;Others;1,655,451.96;1,786,514.04
10/2019;Nhật Bản;Others;1,849,691.63;1,937,726.28
11/2019;Nhật Bản;Others;1,724,030.84;1,645,774.15
12/2019;Nhật Bản;Others;1,855,621.65;1,758,109.47
01/2020;Nhật Bản;Others;1,548,763.24;1,288,679.44
02/2020;Nhật Bản;Others;1,568,214.24;1,806,960.39
03/2020;Nhật Bản;Others;1,871,548.69;1,782,041.70
04/2020;Nhật Bản;Others;1,447,168.60;1,605,494.75
05/2020;Nhật Bản;Others;1,392,510.52;1,289,328.09
06/2020;Nhật Bản;Others;1,466,896.53;1,659,459.50
07/2020;Nhật Bản;Others;1,549,655.93;1,617,194.79
08/2020;Nhật Bản;Others;1,614,000.19;1,735,533.27
09/2020;Nhật Bản;Others;1,544,261.69;1,842,236.80
10/2020;Nhật Bản;Others;1,735,907.91;1,925,332.12
11/2020;Nhật Bản;Others;1,743,169.17;1,866,138.46
12/2020;Nhật Bản;Others;1,801,863.84;1,922,982.05
01/2021;Nhật Bản;Others;1,740,148.80;1,679,391.94
02/2021;Nhật Bản;Others;1,225,427.94;1,508,507.50
03/2021;Nhật Bản;Others;1,917,607.96;2,018,921.94
04/2021;Nhật Bản;Others;1,724,332.42;1,871,416.53
05/2021;Nhật Bản;Others;1,662,435.21;1,760,532.04
06/2021;Nhật Bản;Others;1,793,634.89;1,842,456.91
07/2021;Nhật Bản;Others;1,763,899.41;1,982,839.90
08/2021;Nhật Bản;Others;1,477,345.00;1,802,545.70
09/2021;Nhật Bản;Others;1,363,703.03;1,769,562.51
10/2021;Nhật Bản;Others;1,589,149.38;1,856,118.35
11/2021;Nhật Bản;Others;1,856,893.57;2,201,704.54
12/2021;Nhật Bản;Others;2,013,987.87;2,354,880.68
01/2022;Nhật Bản;Others;2,040,111.50;1,674,109.22
02/2022;Nhật Bản;Others;1,319,048.56;1,889,117.26
03/2022;Nhật Bản;Others;2,019,343.11;2,255,263.34
04/2022;Nhật Bản;Others;2,015,517.60;2,097,428.78
05/2022;Nhật Bản;Others;1,951,456.87;1,942,314.60
06/2022;Nhật Bản;Others;2,033,494.77;2,179,881.00
07/2022;Nhật Bản;Others;2,059,254.91;1,840,002.07
08/2022;Nhật Bản;Others;2,377,932.17;2,107,671.15
09/2022;Nhật Bản;Others;2,021,456.84;1,864,489.61
10/2022;Nhật Bản;Others;2,107,388.28;1,915,488.95
11/2022;Nhật Bản;Others;2,158,123.14;1,731,092.01
12/2022;Nhật Bản;Others;2,129,379.34;1,876,964.57
01/2023;Nhật Bản;Others;1,538,420.40;1,675,656.07
02/2023;Nhật Bản;Others;1,816,217.64;1,867,440.39
03/2023;Nhật Bản;Others;1,999,819.70;1,739,002.94
04/2023;Nhật Bản;Others;1,975,214.95;1,676,883.85
05/2023;Nhật Bản;Others;1,781,989.33;1,391,126.42
06/2023;Nhật Bản;Others;1,950,202.72;1,846,974.59
07/2023;Nhật Bản;Others;2,024,151.54;1,666,273.91
08/2023;Nhật Bản;Others;2,162,886.86;2,047,221.83
09/2023;Nhật Bản;Others;1,942,634.07;1,803,122.45
10/2023;Nhật Bản;Others;2,042,475.27;2,029,599.79
11/2023;Nhật Bản;Others;2,078,290.18;2,012,265.46
12/2023;Nhật Bản;Others;2,002,318.86;1,882,876.35
01/2024;Nhật Bản;Others;2,229,674.29;1,952,249.69
02/2024;Nhật Bản;Others;1,387,853.31;1,624,943.95
03/2024;Nhật Bản;Others;2,072,436.18;1,924,223.04
04/2024;Nhật Bản;Others;1,882,874.33;1,745,812.00
05/2024;Nhật Bản;Others;1,850,698.39;1,613,476.10
06/2024;Nhật Bản;Others;1,910,680.84;1,689,288.96
07/2024;Nhật Bản;Others;2,313,686.36;1,884,773.31
08/2024;Nhật Bản;Others;2,372,382.94;1,893,516.72
09/2024;Nhật Bản;Others;2,001,836.66;1,673,428.42
10/2024;Nhật Bản;Others;2,240,736.13;1,940,640.84
11/2024;Nhật Bản;Others;2,173,039.78;1,651,155.36
12/2024;Nhật Bản;Others;2,172,586.31;1,994,938.34
01/2025;Nhật Bản;Others;2,148,211.84;1,667,404.51
02/2025;Nhật Bản;Others;2,010,816.05;2,072,915.56
03/2025;Nhật Bản;Others;2,241,062.57;2,052,364.13
04/2025;Nhật Bản;Others;2,075,433.87;1,995,675.84
05/2025;Nhật Bản;Others;2,089,446.90;1,893,839.59
06/2025;Nhật Bản;Others;2,242,879.53;1,914,073.57
07/2025;Nhật Bản;Others;2,310,846.02;2,189,967.22
08/2025;Nhật Bản;Others;2,357,140.28;2,238,628.11
09/2025;Nhật Bản;Others;2,176,335.70;2,224,528.87
10/2025;Nhật Bản;Others;2,368,821.45;2,169,405.77
11/2025;Nhật Bản;Others;2,341,656.53;1,962,832.69
01/2019;Niu Di-lân;Others;32,276.48;35,548.07
02/2019;Niu Di-lân;Others;38,731.19;57,962.32
03/2019;Niu Di-lân;Others;56,538.98;45,037.76
04/2019;Niu Di-lân;Others;53,388.22;46,127.15
05/2019;Niu Di-lân;Others;39,188.81;48,033.83
06/2019;Niu Di-lân;Others;45,697.53;36,387.41
07/2019;Niu Di-lân;Others;42,997.05;56,448.79
08/2019;Niu Di-lân;Others;52,294.47;52,733.20
09/2019;Niu Di-lân;Others;43,786.99;39,031.48
10/2019;Niu Di-lân;Others;50,627.06;46,502.73
11/2019;Niu Di-lân;Others;52,801.66;44,316.13
12/2019;Niu Di-lân;Others;34,227.76;44,844.23
01/2020;Niu Di-lân;Others;26,592.90;43,506.59
02/2020;Niu Di-lân;Others;43,612.01;59,654.85
03/2020;Niu Di-lân;Others;44,260.12;51,051.32
04/2020;Niu Di-lân;Others;27,768.46;37,084.11
05/2020;Niu Di-lân;Others;31,069.53;41,432.22
06/2020;Niu Di-lân;Others;38,632.54;54,214.74
07/2020;Niu Di-lân;Others;46,171.12;58,228.35
08/2020;Niu Di-lân;Others;53,196.65;49,856.91
09/2020;Niu Di-lân;Others;42,671.47;34,665.00
10/2020;Niu Di-lân;Others;51,609.54;37,911.86
11/2020;Niu Di-lân;Others;48,665.60;42,376.07
12/2020;Niu Di-lân;Others;44,058.91;47,802.95
01/2021;Niu Di-lân;Others;57,001.82;45,849.75
02/2021;Niu Di-lân;Others;44,674.47;40,046.48
03/2021;Niu Di-lân;Others;62,476.07;56,754.60
04/2021;Niu Di-lân;Others;52,374.80;60,052.42
05/2021;Niu Di-lân;Others;44,939.68;59,531.40
06/2021;Niu Di-lân;Others;53,016.34;59,250.80
07/2021;Niu Di-lân;Others;63,554.51;70,464.12
08/2021;Niu Di-lân;Others;47,049.82;60,616.36
09/2021;Niu Di-lân;Others;56,678.88;47,184.86
10/2021;Niu Di-lân;Others;52,237.34;41,298.37
11/2021;Niu Di-lân;Others;80,976.47;44,021.40
12/2021;Niu Di-lân;Others;86,981.31;50,600.85
01/2022;Niu Di-lân;Others;60,499.12;67,631.52
02/2022;Niu Di-lân;Others;42,862.64;57,873.57
03/2022;Niu Di-lân;Others;62,107.78;49,496.71
04/2022;Niu Di-lân;Others;84,484.75;69,258.61
05/2022;Niu Di-lân;Others;52,704.18;91,388.98
06/2022;Niu Di-lân;Others;48,775.94;72,356.83
07/2022;Niu Di-lân;Others;57,003.68;57,874.14
08/2022;Niu Di-lân;Others;74,248.09;57,711.50
09/2022;Niu Di-lân;Others;57,382.15;50,069.30
10/2022;Niu Di-lân;Others;62,166.09;49,563.94
11/2022;Niu Di-lân;Others;54,792.51;47,632.64
12/2022;Niu Di-lân;Others;41,681.89;43,752.00
01/2023;Niu Di-lân;Others;58,890.18;58,671.07
02/2023;Niu Di-lân;Others;51,725.60;68,394.10
03/2023;Niu Di-lân;Others;53,807.41;76,014.20
04/2023;Niu Di-lân;Others;49,874.74;50,685.74
05/2023;Niu Di-lân;Others;52,873.26;66,973.71
06/2023;Niu Di-lân;Others;46,844.57;56,930.38
07/2023;Niu Di-lân;Others;59,667.18;62,491.10
08/2023;Niu Di-lân;Others;74,747.91;51,910.33
09/2023;Niu Di-lân;Others;55,784.50;33,438.77
10/2023;Niu Di-lân;Others;53,775.70;36,756.09
11/2023;Niu Di-lân;Others;47,053.07;54,054.02
12/2023;Niu Di-lân;Others;43,833.94;64,235.70
01/2024;Niu Di-lân;Others;71,749.13;41,356.07
02/2024;Niu Di-lân;Others;47,841.48;27,866.29
03/2024;Niu Di-lân;Others;57,358.98;38,915.63
04/2024;Niu Di-lân;Others;51,560.43;52,166.86
05/2024;Niu Di-lân;Others;48,835.76;63,692.49
06/2024;Niu Di-lân;Others;52,491.90;64,268.88
07/2024;Niu Di-lân;Others;66,776.65;54,491.29
08/2024;Niu Di-lân;Others;66,647.22;58,270.60
09/2024;Niu Di-lân;Others;60,228.51;51,258.71
10/2024;Niu Di-lân;Others;64,357.15;47,752.06
11/2024;Niu Di-lân;Others;52,739.44;43,061.85
12/2024;Niu Di-lân;Others;46,193.01;60,899.64
01/2025;Niu Di-lân;Others;61,068.98;61,220.18
02/2025;Niu Di-lân;Others;55,725.28;63,770.96
03/2025;Niu Di-lân;Others;57,506.00;66,576.61
04/2025;Niu Di-lân;Others;49,209.92;69,014.50
05/2025;Niu Di-lân;Others;53,125.44;62,830.80
06/2025;Niu Di-lân;Others;59,594.85;77,587.78
07/2025;Niu Di-lân;Others;64,564.14;73,802.36
08/2025;Niu Di-lân;Others;60,836.30;51,885.66
09/2025;Niu Di-lân;Others;66,508.88;60,315.48
10/2025;Niu Di-lân;Others;65,072.96;54,559.46
11/2025;Niu Di-lân;Others;55,928.02;60,450.23
01/2019;Pa-ki-xtan;Others;33,863.69;13,632.48
02/2019;Pa-ki-xtan;Others;27,077.40;9,772.94
03/2019;Pa-ki-xtan;Others;32,871.74;12,625.41
04/2019;Pa-ki-xtan;Others;25,442.58;15,472.80
05/2019;Pa-ki-xtan;Others;25,224.00;20,745.72
06/2019;Pa-ki-xtan;Others;23,425.64;12,603.66
07/2019;Pa-ki-xtan;Others;26,059.79;13,290.56
08/2019;Pa-ki-xtan;Others;29,151.35;11,249.37
09/2019;Pa-ki-xtan;Others;31,168.64;13,428.42
10/2019;Pa-ki-xtan;Others;31,258.42;12,845.84
11/2019;Pa-ki-xtan;Others;35,416.98;12,179.07
12/2019;Pa-ki-xtan;Others;37,155.60;12,169.36
01/2020;Pa-ki-xtan;Others;29,947.21;9,103.82
02/2020;Pa-ki-xtan;Others;31,431.80;8,777.41
03/2020;Pa-ki-xtan;Others;31,616.40;9,112.71
04/2020;Pa-ki-xtan;Others;16,287.53;7,830.48
05/2020;Pa-ki-xtan;Others;24,275.87;7,496.65
06/2020;Pa-ki-xtan;Others;22,771.19;6,522.76
07/2020;Pa-ki-xtan;Others;33,822.71;8,966.38
08/2020;Pa-ki-xtan;Others;36,505.09;7,130.39
09/2020;Pa-ki-xtan;Others;37,037.48;15,214.46
10/2020;Pa-ki-xtan;Others;49,661.39;12,576.32
11/2020;Pa-ki-xtan;Others;44,507.58;10,540.68
12/2020;Pa-ki-xtan;Others;39,044.87;14,277.00
01/2021;Pa-ki-xtan;Others;40,733.22;14,458.80
02/2021;Pa-ki-xtan;Others;35,503.14;10,177.06
03/2021;Pa-ki-xtan;Others;46,670.66;13,615.87
04/2021;Pa-ki-xtan;Others;43,504.88;14,626.60
05/2021;Pa-ki-xtan;Others;46,283.27;13,247.32
06/2021;Pa-ki-xtan;Others;48,838.05;11,231.30
07/2021;Pa-ki-xtan;Others;44,404.59;15,168.87
08/2021;Pa-ki-xtan;Others;40,160.84;28,052.49
09/2021;Pa-ki-xtan;Others;41,572.14;24,871.23
10/2021;Pa-ki-xtan;Others;65,566.68;20,060.72
11/2021;Pa-ki-xtan;Others;67,657.20;15,970.41
12/2021;Pa-ki-xtan;Others;77,161.14;14,795.46
01/2022;Pa-ki-xtan;Others;64,432.35;11,523.48
02/2022;Pa-ki-xtan;Others;56,498.60;12,969.07
03/2022;Pa-ki-xtan;Others;86,497.73;22,442.78
04/2022;Pa-ki-xtan;Others;78,293.25;27,267.33
05/2022;Pa-ki-xtan;Others;44,369.99;50,912.16
06/2022;Pa-ki-xtan;Others;33,468.79;34,589.11
07/2022;Pa-ki-xtan;Others;38,028.10;33,857.83
08/2022;Pa-ki-xtan;Others;37,699.43;38,424.90
09/2022;Pa-ki-xtan;Others;33,718.13;24,206.27
