entity,date,series,is_aggregate_series,generation_TWh,IPI_Value,CPI_Value,GDP_VND_Trillion,Oil_Price,FDI_Disbursed_Monthly(bilionUSD),FDI_Registered_Monthly(bilionUSD),gas_price,castlecoal_price,castlecoal_vol,humidity,precipitation,solar,temperature
Viet Nam,2024-09-01,Total generation,True,26.67,165.34,100.29,11511.9,74.29,3.15,4.256,45.52,145.1,0.13K,84.63333333333334,443.9666666666667,495.1033333333333,27.56777777777777
Viet Nam,2024-09-01,Wind,False,0.78,165.34,100.29,11511.9,74.29,3.15,4.256,45.52,145.1,0.13K,84.63333333333334,443.9666666666667,495.1033333333333,27.56777777777777
Viet Nam,2024-10-01,Coal,False,10.72,171.97,100.33,11511.9,75.66,2.28,2.48,48.38,144.05,0.51K,81.26881720430107,317.2333333333333,511.3033333333333,25.935483870967744
Viet Nam,2024-10-01,Gas,False,1.27,171.97,100.33,11511.9,75.66,2.28,2.48,48.38,144.05,0.51K,81.26881720430107,317.2333333333333,511.3033333333333,25.935483870967744
Viet Nam,2024-10-01,Hydro,False,10.74,171.97,100.33,11511.9,75.66,2.28,2.48,48.38,144.05,0.51K,81.26881720430107,317.2333333333333,511.3033333333333,25.935483870967744
Viet Nam,2024-10-01,Other fossil,False,0.0,171.97,100.33,11511.9,75.66,2.28,2.48,48.38,144.05,0.51K,81.26881720430107,317.2333333333333,511.3033333333333,25.935483870967744
Viet Nam,2024-10-01,Solar,False,2.04,171.97,100.33,11511.9,75.66,2.28,2.48,48.38,144.05,0.51K,81.26881720430107,317.2333333333333,511.3033333333333,25.935483870967744
Viet Nam,2024-10-01,Total generation,True,25.48,171.97,100.33,11511.9,75.66,2.28,2.48,48.38,144.05,0.51K,81.26881720430107,317.2333333333333,511.3033333333333,25.935483870967744
Viet Nam,2024-10-01,Wind,False,0.71,171.97,100.33,11511.9,75.66,2.28,2.48,48.38,144.05,0.51K,81.26881720430107,317.2333333333333,511.3033333333333,25.935483870967744
Viet Nam,2024-11-01,Coal,False,11.19,173.78,100.13,11511.9,74.4,2.1,4.12,42.34,141.5,0.01K,76.63333333333334,185.66666666666663,462.9533333333334,25.284444444444446
Viet Nam,2024-11-01,Gas,False,3.1,173.78,100.13,11511.9,74.4,2.1,4.12,42.34,141.5,0.01K,76.63333333333334,185.66666666666663,462.9533333333334,25.284444444444446
Viet Nam,2024-11-01,Hydro,False,10.53,173.78,100.13,11511.9,74.4,2.1,4.12,42.34,141.5,0.01K,76.63333333333334,185.66666666666663,462.9533333333334,25.284444444444446
Viet Nam,2024-11-01,Other fossil,False,0.0,173.78,100.13,11511.9,74.4,2.1,4.12,42.34,141.5,0.01K,76.63333333333334,185.66666666666663,462.9533333333334,25.284444444444446
Viet Nam,2024-11-01,Solar,False,2.55,173.78,100.13,11511.9,74.4,2.1,4.12,42.34,141.5,0.01K,76.63333333333334,185.66666666666663,462.9533333333334,25.284444444444446
Viet Nam,2024-11-01,Total generation,True,28.59,173.78,100.13,11511.9,74.4,2.1,4.12,42.34,141.5,0.01K,76.63333333333334,185.66666666666663,462.9533333333334,25.284444444444446
Viet Nam,2024-11-01,Wind,False,1.22,173.78,100.13,11511.9,74.4,2.1,4.12,42.34,141.5,0.01K,76.63333333333334,185.66666666666663,462.9533333333334,25.284444444444446
Viet Nam,2024-12-01,Coal,False,10.54,175.15,100.29,11511.9,73.83,3.67,6.85,63.12,125.25,0.18K,77.58064516129032,143.5,338.78000000000003,22.30322580645161
Viet Nam,2024-12-01,Gas,False,1.91,175.15,100.29,11511.9,73.83,3.67,6.85,63.12,125.25,0.18K,77.58064516129032,143.5,338.78000000000003,22.30322580645161
Viet Nam,2024-12-01,Hydro,False,11.29,175.15,100.29,11511.9,73.83,3.67,6.85,63.12,125.25,0.18K,77.58064516129032,143.5,338.78000000000003,22.30322580645161
Viet Nam,2024-12-01,Other fossil,False,0.0,175.15,100.29,11511.9,73.83,3.67,6.85,63.12,125.25,0.18K,77.58064516129032,143.5,338.78000000000003,22.30322580645161
Viet Nam,2024-12-01,Solar,False,2.27,175.15,100.29,11511.9,73.83,3.67,6.85,63.12,125.25,0.18K,77.58064516129032,143.5,338.78000000000003,22.30322580645161
Viet Nam,2024-12-01,Total generation,True,26.91,175.15,100.29,11511.9,73.83,3.67,6.85,63.12,125.25,0.18K,77.58064516129032,143.5,338.78000000000003,22.30322580645161
Viet Nam,2024-12-01,Wind,False,0.9,175.15,100.29,11511.9,73.83,3.67,6.85,63.12,125.25,0.18K,77.58064516129032,143.5,338.78000000000003,22.30322580645161
