entity;date;series;is_aggregate_series;generation_twh;IPI_Value;CPI_Value;GDP_VND_Trillion;Oil_Price;FDI_Disbursed_Monthly(bilionUSD);FDI_Registered_Monthly(bilionUSD);gas_price;castlecoal_price;castlecoal_vol
Viet Nam;5/1/2024;Total generation;TRUE;27.38;165.12;100.05;11511.9;82;1.97;1.801;46.65;142.4;0.15K
Viet Nam;5/1/2024;Wind;FALSE;0.6;165.12;100.05;11511.9;82;1.97;1.801;46.65;142.4;0.15K
Viet Nam;6/1/2024;Coal;FALSE;12.37;168.38;100.17;11511.9;82.56;2.592;4.113;48.18;133.45;0.18K
Viet Nam;6/1/2024;Gas;FALSE;1.95;168.38;100.17;11511.9;82.56;2.592;4.113;48.18;133.45;0.18K
Viet Nam;6/1/2024;Hydro;FALSE;9.55;168.38;100.17;11511.9;82.56;2.592;4.113;48.18;133.45;0.18K
Viet Nam;6/1/2024;Other fossil;FALSE;0;168.38;100.17;11511.9;82.56;2.592;4.113;48.18;133.45;0.18K
Viet Nam;6/1/2024;Solar;FALSE;2.27;168.38;100.17;11511.9;82.56;2.592;4.113;48.18;133.45;0.18K
Viet Nam;6/1/2024;Total generation;TRUE;26.91;168.38;100.17;11511.9;82.56;2.592;4.113;48.18;133.45;0.18K
Viet Nam;6/1/2024;Wind;FALSE;0.77;168.38;100.17;11511.9;82.56;2.592;4.113;48.18;133.45;0.18K
Viet Nam;7/1/2024;Coal;FALSE;10.06;169.53;100.48;11511.9;85.3;1.708;2.816;45.66;140.1;0.29K
Viet Nam;7/1/2024;Gas;FALSE;1.53;169.53;100.48;11511.9;85.3;1.708;2.816;45.66;140.1;0.29K
Viet Nam;7/1/2024;Hydro;FALSE;12.27;169.53;100.48;11511.9;85.3;1.708;2.816;45.66;140.1;0.29K
Viet Nam;7/1/2024;Other fossil;FALSE;0;169.53;100.48;11511.9;85.3;1.708;2.816;45.66;140.1;0.29K
Viet Nam;7/1/2024;Solar;FALSE;2.09;169.53;100.48;11511.9;85.3;1.708;2.816;45.66;140.1;0.29K
Viet Nam;7/1/2024;Total generation;TRUE;27.1;169.53;100.48;11511.9;85.3;1.708;2.816;45.66;140.1;0.29K
Viet Nam;7/1/2024;Wind;FALSE;1.15;169.53;100.48;11511.9;85.3;1.708;2.816;45.66;140.1;0.29K
Viet Nam;8/1/2024;Coal;FALSE;9.17;171.15;100;11511.9;80.86;1.6;2.52;43.79;146.2;0.07K
Viet Nam;8/1/2024;Gas;FALSE;1.18;171.15;100;11511.9;80.86;1.6;2.52;43.79;146.2;0.07K
Viet Nam;8/1/2024;Hydro;FALSE;12.06;171.15;100;11511.9;80.86;1.6;2.52;43.79;146.2;0.07K
Viet Nam;8/1/2024;Other fossil;FALSE;0;171.15;100;11511.9;80.86;1.6;2.52;43.79;146.2;0.07K
Viet Nam;8/1/2024;Solar;FALSE;2.18;171.15;100;11511.9;80.86;1.6;2.52;43.79;146.2;0.07K
Viet Nam;8/1/2024;Total generation;TRUE;25.36;171.15;100;11511.9;80.86;1.6;2.52;43.79;146.2;0.07K
Viet Nam;8/1/2024;Wind;FALSE;0.77;171.15;100;11511.9;80.86;1.6;2.52;43.79;146.2;0.07K
Viet Nam;9/1/2024;Coal;FALSE;9.7;165.34;100.29;11511.9;74.29;3.15;4.256;45.52;145.1;0.13K
Viet Nam;9/1/2024;Gas;FALSE;1.36;165.34;100.29;11511.9;74.29;3.15;4.256;45.52;145.1;0.13K
Viet Nam;9/1/2024;Hydro;FALSE;12.61;165.34;100.29;11511.9;74.29;3.15;4.256;45.52;145.1;0.13K
Viet Nam;9/1/2024;Other fossil;FALSE;0;165.34;100.29;11511.9;74.29;3.15;4.256;45.52;145.1;0.13K
Viet Nam;9/1/2024;Solar;FALSE;2.22;165.34;100.29;11511.9;74.29;3.15;4.256;45.52;145.1;0.13K
Viet Nam;9/1/2024;Total generation;TRUE;26.67;165.34;100.29;11511.9;74.29;3.15;4.256;45.52;145.1;0.13K
Viet Nam;9/1/2024;Wind;FALSE;0.78;165.34;100.29;11511.9;74.29;3.15;4.256;45.52;145.1;0.13K
Viet Nam;10/1/2024;Coal;FALSE;10.72;171.97;100.33;11511.9;75.66;2.28;2.48;48.38;144.05;0.51K
Viet Nam;10/1/2024;Gas;FALSE;1.27;171.97;100.33;11511.9;75.66;2.28;2.48;48.38;144.05;0.51K
Viet Nam;10/1/2024;Hydro;FALSE;10.74;171.97;100.33;11511.9;75.66;2.28;2.48;48.38;144.05;0.51K
Viet Nam;10/1/2024;Other fossil;FALSE;0;171.97;100.33;11511.9;75.66;2.28;2.48;48.38;144.05;0.51K
Viet Nam;10/1/2024;Solar;FALSE;2.04;171.97;100.33;11511.9;75.66;2.28;2.48;48.38;144.05;0.51K
Viet Nam;10/1/2024;Total generation;TRUE;25.48;171.97;100.33;11511.9;75.66;2.28;2.48;48.38;144.05;0.51K
Viet Nam;10/1/2024;Wind;FALSE;0.71;171.97;100.33;11511.9;75.66;2.28;2.48;48.38;144.05;0.51K
Viet Nam;11/1/2024;Coal;FALSE;11.19;173.78;100.13;11511.9;74.4;2.1;4.12;42.34;141.5;0.01K
Viet Nam;11/1/2024;Gas;FALSE;3.1;173.78;100.13;11511.9;74.4;2.1;4.12;42.34;141.5;0.01K
Viet Nam;11/1/2024;Hydro;FALSE;10.53;173.78;100.13;11511.9;74.4;2.1;4.12;42.34;141.5;0.01K
Viet Nam;11/1/2024;Other fossil;FALSE;0;173.78;100.13;11511.9;74.4;2.1;4.12;42.34;141.5;0.01K
Viet Nam;11/1/2024;Solar;FALSE;2.55;173.78;100.13;11511.9;74.4;2.1;4.12;42.34;141.5;0.01K
Viet Nam;11/1/2024;Total generation;TRUE;28.59;173.78;100.13;11511.9;74.4;2.1;4.12;42.34;141.5;0.01K
Viet Nam;11/1/2024;Wind;FALSE;1.22;173.78;100.13;11511.9;74.4;2.1;4.12;42.34;141.5;0.01K
Viet Nam;12/1/2024;Coal;FALSE;10.54;175.15;100.29;11511.9;73.83;3.67;6.85;63.12;125.25;0.18K
Viet Nam;12/1/2024;Gas;FALSE;1.91;175.15;100.29;11511.9;73.83;3.67;6.85;63.12;125.25;0.18K
Viet Nam;12/1/2024;Hydro;FALSE;11.29;175.15;100.29;11511.9;73.83;3.67;6.85;63.12;125.25;0.18K
Viet Nam;12/1/2024;Other fossil;FALSE;0;175.15;100.29;11511.9;73.83;3.67;6.85;63.12;125.25;0.18K
Viet Nam;12/1/2024;Solar;FALSE;2.27;175.15;100.29;11511.9;73.83;3.67;6.85;63.12;125.25;0.18K
Viet Nam;12/1/2024;Total generation;TRUE;26.91;175.15;100.29;11511.9;73.83;3.67;6.85;63.12;125.25;0.18K
Viet Nam;12/1/2024;Wind;FALSE;0.9;175.15;100.29;11511.9;73.83;3.67;6.85;63.12;125.25;0.18K
