entity;date;series;is_aggregate_series;generation_twh;IPI_Value;CPI_Value;GDP_VND_Trillion;Oil_Price;FDI_Disbursed_Monthly(bilionUSD);FDI_Registered_Monthly(bilionUSD);gas_price;castlecoal_price;castlecoal_vol
Viet Nam;11/1/2021;Coal;FALSE;7.54;160.06;100.32;8479.7;80.77;1.95;2.723;101.01;152;0.79K
Viet Nam;11/1/2021;Gas;FALSE;1.92;160.06;100.32;8479.7;80.77;1.95;2.723;101.01;152;0.79K
Viet Nam;11/1/2021;Hydro;FALSE;8.55;160.06;100.32;8479.7;80.77;1.95;2.723;101.01;152;0.79K
Viet Nam;11/1/2021;Other fossil;FALSE;0;160.06;100.32;8479.7;80.77;1.95;2.723;101.01;152;0.79K
Viet Nam;11/1/2021;Solar;FALSE;1.69;160.06;100.32;8479.7;80.77;1.95;2.723;101.01;152;0.79K
Viet Nam;11/1/2021;Total generation;TRUE;19.91;160.06;100.32;8479.7;80.77;1.95;2.723;101.01;152;0.79K
Viet Nam;11/1/2021;Wind;FALSE;0.21;160.06;100.32;8479.7;80.77;1.95;2.723;101.01;152;0.79K
Viet Nam;12/1/2021;Coal;FALSE;9.38;165.71;99.82;8479.7;74.31;2.64;4.69;82.67;169.6;0.40K
Viet Nam;12/1/2021;Gas;FALSE;3.41;165.71;99.82;8479.7;74.31;2.64;4.69;82.67;169.6;0.40K
Viet Nam;12/1/2021;Hydro;FALSE;6.71;165.71;99.82;8479.7;74.31;2.64;4.69;82.67;169.6;0.40K
Viet Nam;12/1/2021;Other fossil;FALSE;0;165.71;99.82;8479.7;74.31;2.64;4.69;82.67;169.6;0.40K
Viet Nam;12/1/2021;Solar;FALSE;2.89;165.71;99.82;8479.7;74.31;2.64;4.69;82.67;169.6;0.40K
Viet Nam;12/1/2021;Total generation;TRUE;22.41;165.71;99.82;8479.7;74.31;2.64;4.69;82.67;169.6;0.40K
Viet Nam;12/1/2021;Wind;FALSE;0.02;165.71;99.82;8479.7;74.31;2.64;4.69;82.67;169.6;0.40K
Viet Nam;1/1/2022;Coal;FALSE;9.69;159.65;100.19;9513.3;85.53;1.61;2.1;87.66;222.75;1.86K
Viet Nam;1/1/2022;Gas;FALSE;2.66;159.65;100.19;9513.3;85.53;1.61;2.1;87.66;222.75;1.86K
Viet Nam;1/1/2022;Hydro;FALSE;4.64;159.65;100.19;9513.3;85.53;1.61;2.1;87.66;222.75;1.86K
Viet Nam;1/1/2022;Other fossil;FALSE;0;159.65;100.19;9513.3;85.53;1.61;2.1;87.66;222.75;1.86K
Viet Nam;1/1/2022;Solar;FALSE;2.33;159.65;100.19;9513.3;85.53;1.61;2.1;87.66;222.75;1.86K
Viet Nam;1/1/2022;Total generation;TRUE;20.66;159.65;100.19;9513.3;85.53;1.61;2.1;87.66;222.75;1.86K
Viet Nam;1/1/2022;Wind;FALSE;1.34;159.65;100.19;9513.3;85.53;1.61;2.1;87.66;222.75;1.86K
Viet Nam;2/1/2022;Coal;FALSE;7.58;141.44;101;9513.3;95.76;1.07;2.896;89.14;274.5;0.53K
Viet Nam;2/1/2022;Gas;FALSE;1.72;141.44;101;9513.3;95.76;1.07;2.896;89.14;274.5;0.53K
Viet Nam;2/1/2022;Hydro;FALSE;6.21;141.44;101;9513.3;95.76;1.07;2.896;89.14;274.5;0.53K
Viet Nam;2/1/2022;Other fossil;FALSE;0;141.44;101;9513.3;95.76;1.07;2.896;89.14;274.5;0.53K
Viet Nam;2/1/2022;Solar;FALSE;2;141.44;101;9513.3;95.76;1.07;2.896;89.14;274.5;0.53K
Viet Nam;2/1/2022;Total generation;TRUE;18.38;141.44;101;9513.3;95.76;1.07;2.896;89.14;274.5;0.53K
Viet Nam;2/1/2022;Wind;FALSE;0.87;141.44;101;9513.3;95.76;1.07;2.896;89.14;274.5;0.53K
Viet Nam;3/1/2022;Coal;FALSE;11.1;165.37;100.7;9513.3;115.59;1.74;3.914;112.66;259;1.32K
Viet Nam;3/1/2022;Gas;FALSE;3.18;165.37;100.7;9513.3;115.59;1.74;3.914;112.66;259;1.32K
Viet Nam;3/1/2022;Hydro;FALSE;5.63;165.37;100.7;9513.3;115.59;1.74;3.914;112.66;259;1.32K
Viet Nam;3/1/2022;Other fossil;FALSE;0;165.37;100.7;9513.3;115.59;1.74;3.914;112.66;259;1.32K
Viet Nam;3/1/2022;Solar;FALSE;2.53;165.37;100.7;9513.3;115.59;1.74;3.914;112.66;259;1.32K
Viet Nam;3/1/2022;Total generation;TRUE;23.18;165.37;100.7;9513.3;115.59;1.74;3.914;112.66;259;1.32K
Viet Nam;3/1/2022;Wind;FALSE;0.74;165.37;100.7;9513.3;115.59;1.74;3.914;112.66;259;1.32K
Viet Nam;4/1/2022;Coal;FALSE;10.72;169.5;100.18;9513.3;105.78;1.5;1.89;131.92;326.6;0.65K
Viet Nam;4/1/2022;Gas;FALSE;2.86;169.5;100.18;9513.3;105.78;1.5;1.89;131.92;326.6;0.65K
Viet Nam;4/1/2022;Hydro;FALSE;5.74;169.5;100.18;9513.3;105.78;1.5;1.89;131.92;326.6;0.65K
Viet Nam;4/1/2022;Other fossil;FALSE;0;169.5;100.18;9513.3;105.78;1.5;1.89;131.92;326.6;0.65K
Viet Nam;4/1/2022;Solar;FALSE;2.45;169.5;100.18;9513.3;105.78;1.5;1.89;131.92;326.6;0.65K
Viet Nam;4/1/2022;Total generation;TRUE;22.43;169.5;100.18;9513.3;105.78;1.5;1.89;131.92;326.6;0.65K
Viet Nam;4/1/2022;Wind;FALSE;0.66;169.5;100.18;9513.3;105.78;1.5;1.89;131.92;326.6;0.65K
Viet Nam;5/1/2022;Coal;FALSE;9.03;174.91;100.38;9513.3;112.37;1.79;0.91;171.04;427;0.74K
Viet Nam;5/1/2022;Gas;FALSE;2.55;174.91;100.38;9513.3;112.37;1.79;0.91;171.04;427;0.74K
Viet Nam;5/1/2022;Hydro;FALSE;8.31;174.91;100.38;9513.3;112.37;1.79;0.91;171.04;427;0.74K
Viet Nam;5/1/2022;Other fossil;FALSE;0;174.91;100.38;9513.3;112.37;1.79;0.91;171.04;427;0.74K
Viet Nam;5/1/2022;Solar;FALSE;2.42;174.91;100.38;9513.3;112.37;1.79;0.91;171.04;427;0.74K
Viet Nam;5/1/2022;Total generation;TRUE;22.89;174.91;100.38;9513.3;112.37;1.79;0.91;171.04;427;0.74K
Viet Nam;5/1/2022;Wind;FALSE;0.58;174.91;100.38;9513.3;112.37;1.79;0.91;171.04;427;0.74K
Viet Nam;6/1/2022;Coal;FALSE;7.67;172.91;100.69;9513.3;120.08;1.53;2.32;161.77;385.95;0.24K
Viet Nam;6/1/2022;Gas;FALSE;2.25;172.91;100.69;9513.3;120.08;1.53;2.32;161.77;385.95;0.24K
Viet Nam;6/1/2022;Hydro;FALSE;11.05;172.91;100.69;9513.3;120.08;1.53;2.32;161.77;385.95;0.24K
Viet Nam;6/1/2022;Other fossil;FALSE;0;172.91;100.69;9513.3;120.08;1.53;2.32;161.77;385.95;0.24K
Viet Nam;6/1/2022;Solar;FALSE;2.52;172.91;100.69;9513.3;120.08;1.53;2.32;161.77;385.95;0.24K
Viet Nam;6/1/2022;Total generation;TRUE;23.97;172.91;100.69;9513.3;120.08;1.53;2.32;161.77;385.95;0.24K
Viet Nam;6/1/2022;Wind;FALSE;0.48;172.91;100.69;9513.3;120.08;1.53;2.32;161.77;385.95;0.24K
Viet Nam;7/1/2022;Coal;FALSE;8.15;173.64;100.4;9513.3;108.92;2.33;1.38;145.69;407.9;0.07K
Viet Nam;7/1/2022;Gas;FALSE;2.17;173.64;100.4;9513.3;108.92;2.33;1.38;145.69;407.9;0.07K
Viet Nam;7/1/2022;Hydro;FALSE;11;173.64;100.4;9513.3;108.92;2.33;1.38;145.69;407.9;0.07K
Viet Nam;7/1/2022;Other fossil;FALSE;0;173.64;100.4;9513.3;108.92;2.33;1.38;145.69;407.9;0.07K
Viet Nam;7/1/2022;Solar;FALSE;2.29;173.64;100.4;9513.3;108.92;2.33;1.38;145.69;407.9;0.07K
Viet Nam;7/1/2022;Total generation;TRUE;24.18;173.64;100.4;9513.3;108.92;2.33;1.38;145.69;407.9;0.07K
Viet Nam;7/1/2022;Wind;FALSE;0.57;173.64;100.4;9513.3;108.92;2.33;1.38;145.69;407.9;0.07K
Viet Nam;8/1/2022;Coal;FALSE;7.73;175.22;100;9513.3;98.6;1.23;1.37;202.53;425;0.10K
Viet Nam;8/1/2022;Gas;FALSE;2.28;175.22;100;9513.3;98.6;1.23;1.37;202.53;425;0.10K
Viet Nam;8/1/2022;Hydro;FALSE;10.67;175.22;100;9513.3;98.6;1.23;1.37;202.53;425;0.10K
Viet Nam;8/1/2022;Other fossil;FALSE;0;175.22;100;9513.3;98.6;1.23;1.37;202.53;425;0.10K
Viet Nam;8/1/2022;Solar;FALSE;2.28;175.22;100;9513.3;98.6;1.23;1.37;202.53;425;0.10K
Viet Nam;8/1/2022;Total generation;TRUE;23.56;175.22;100;9513.3;98.6;1.23;1.37;202.53;425;0.10K
Viet Nam;8/1/2022;Wind;FALSE;0.6;175.22;100;9513.3;98.6;1.23;1.37;202.53;425;0.10K
Viet Nam;9/1/2022;Coal;FALSE;8.16;172.11;100.4;9513.3;90.16;2.6;1.92;165.49;433.7;0.14K
Viet Nam;9/1/2022;Gas;FALSE;2.44;172.11;100.4;9513.3;90.16;2.6;1.92;165.49;433.7;0.14K
Viet Nam;9/1/2022;Hydro;FALSE;8.89;172.11;100.4;9513.3;90.16;2.6;1.92;165.49;433.7;0.14K
Viet Nam;9/1/2022;Other fossil;FALSE;0;172.11;100.4;9513.3;90.16;2.6;1.92;165.49;433.7;0.14K
Viet Nam;9/1/2022;Solar;FALSE;2.07;172.11;100.4;9513.3;90.16;2.6;1.92;165.49;433.7;0.14K
Viet Nam;9/1/2022;Total generation;TRUE;22.3;172.11;100.4;9513.3;90.16;2.6;1.92;165.49;433.7;0.14K
Viet Nam;9/1/2022;Wind;FALSE;0.74;172.11;100.4;9513.3;90.16;2.6;1.92;165.49;433.7;0.14K
Viet Nam;10/1/2022;Coal;FALSE;6.73;176.22;100.15;9513.3;93.13;2.05;3.76;113.21;356.3;0.41K
Viet Nam;10/1/2022;Gas;FALSE;1.76;176.22;100.15;9513.3;93.13;2.05;3.76;113.21;356.3;0.41K
Viet Nam;10/1/2022;Hydro;FALSE;10.28;176.22;100.15;9513.3;93.13;2.05;3.76;113.21;356.3;0.41K
Viet Nam;10/1/2022;Other fossil;FALSE;0;176.22;100.15;9513.3;93.13;2.05;3.76;113.21;356.3;0.41K
Viet Nam;10/1/2022;Solar;FALSE;1.76;176.22;100.15;9513.3;93.13;2.05;3.76;113.21;356.3;0.41K
Viet Nam;10/1/2022;Total generation;TRUE;20.86;176.22;100.15;9513.3;93.13;2.05;3.76;113.21;356.3;0.41K
Viet Nam;10/1/2022;Wind;FALSE;0.33;176.22;100.15;9513.3;93.13;2.05;3.76;113.21;356.3;0.41K
Viet Nam;11/1/2022;Coal;FALSE;9.66;171.14;100.39;9513.3;91.07;2.23;2.64;114.47;398.5;0.54K
Viet Nam;11/1/2022;Gas;FALSE;3.11;171.14;100.39;9513.3;91.07;2.23;2.64;114.47;398.5;0.54K
Viet Nam;11/1/2022;Hydro;FALSE;9.87;171.14;100.39;9513.3;91.07;2.23;2.64;114.47;398.5;0.54K
Viet Nam;11/1/2022;Other fossil;FALSE;0;171.14;100.39;9513.3;91.07;2.23;2.64;114.47;398.5;0.54K
Viet Nam;11/1/2022;Solar;FALSE;2.88;171.14;100.39;9513.3;91.07;2.23;2.64;114.47;398.5;0.54K
Viet Nam;11/1/2022;Total generation;TRUE;26.5;171.14;100.39;9513.3;91.07;2.23;2.64;114.47;398.5;0.54K
Viet Nam;11/1/2022;Wind;FALSE;0.98;171.14;100.39;9513.3;91.07;2.23;2.64;114.47;398.5;0.54K
Viet Nam;12/1/2022;Coal;FALSE;8.2;169.42;99.99;9513.3;80.9;2.72;2.62;116.12;404.15;0.25K
Viet Nam;12/1/2022;Gas;FALSE;2.43;169.42;99.99;9513.3;80.9;2.72;2.62;116.12;404.15;0.25K
Viet Nam;12/1/2022;Hydro;FALSE;10.07;169.42;99.99;9513.3;80.9;2.72;2.62;116.12;404.15;0.25K
Viet Nam;12/1/2022;Other fossil;FALSE;0;169.42;99.99;9513.3;80.9;2.72;2.62;116.12;404.15;0.25K
Viet Nam;12/1/2022;Solar;FALSE;2.32;169.42;99.99;9513.3;80.9;2.72;2.62;116.12;404.15;0.25K
Viet Nam;12/1/2022;Total generation;TRUE;23.67;169.42;99.99;9513.3;80.9;2.72;2.62;116.12;404.15;0.25K
Viet Nam;12/1/2022;Wind;FALSE;0.65;169.42;99.99;9513.3;80.9;2.72;2.62;116.12;404.15;0.25K
Viet Nam;1/1/2023;Coal;FALSE;7.58;128.34;100.52;10221.8;83.09;1.35;1.69;65.46;251.75;0.90K
Viet Nam;1/1/2023;Gas;FALSE;1.88;128.34;100.52;10221.8;83.09;1.35;1.69;65.46;251.75;0.90K
Viet Nam;1/1/2023;Hydro;FALSE;5.5;128.34;100.52;10221.8;83.09;1.35;1.69;65.46;251.75;0.90K
Viet Nam;1/1/2023;Other fossil;FALSE;0.14;128.34;100.52;10221.8;83.09;1.35;1.69;65.46;251.75;0.90K
Viet Nam;1/1/2023;Solar;FALSE;1.7;128.34;100.52;10221.8;83.09;1.35;1.69;65.46;251.75;0.90K
Viet Nam;1/1/2023;Total generation;TRUE;18.01;128.34;100.52;10221.8;83.09;1.35;1.69;65.46;251.75;0.90K
Viet Nam;1/1/2023;Wind;FALSE;1.21;128.34;100.52;10221.8;83.09;1.35;1.69;65.46;251.75;0.90K
Viet Nam;2/1/2023;Coal;FALSE;8.89;132.86;100.45;10221.8;82.71;1.2;1.403;45.23;192.85;0.37K
Viet Nam;2/1/2023;Gas;FALSE;2.44;132.86;100.45;10221.8;82.71;1.2;1.403;45.23;192.85;0.37K
Viet Nam;2/1/2023;Hydro;FALSE;5.07;132.86;100.45;10221.8;82.71;1.2;1.403;45.23;192.85;0.37K
Viet Nam;2/1/2023;Other fossil;FALSE;0;132.86;100.45;10221.8;82.71;1.2;1.403;45.23;192.85;0.37K
Viet Nam;2/1/2023;Solar;FALSE;2.17;132.86;100.45;10221.8;82.71;1.2;1.403;45.23;192.85;0.37K
Viet Nam;2/1/2023;Total generation;TRUE;19.76;132.86;100.45;10221.8;82.71;1.2;1.403;45.23;192.85;0.37K
Viet Nam;2/1/2023;Wind;FALSE;1.19;132.86;100.45;10221.8;82.71;1.2;1.403;45.23;192.85;0.37K
Viet Nam;3/1/2023;Coal;FALSE;11.56;145.35;99.77;10221.8;78.53;1.75;2.357;53.03;177.25;0.18K
Viet Nam;3/1/2023;Gas;FALSE;2.82;145.35;99.77;10221.8;78.53;1.75;2.357;53.03;177.25;0.18K
Viet Nam;3/1/2023;Hydro;FALSE;4.81;145.35;99.77;10221.8;78.53;1.75;2.357;53.03;177.25;0.18K
Viet Nam;3/1/2023;Other fossil;FALSE;0;145.35;99.77;10221.8;78.53;1.75;2.357;53.03;177.25;0.18K
Viet Nam;3/1/2023;Solar;FALSE;2.58;145.35;99.77;10221.8;78.53;1.75;2.357;53.03;177.25;0.18K
Viet Nam;3/1/2023;Total generation;TRUE;22.84;145.35;99.77;10221.8;78.53;1.75;2.357;53.03;177.25;0.18K
Viet Nam;3/1/2023;Wind;FALSE;1.07;145.35;99.77;10221.8;78.53;1.75;2.357;53.03;177.25;0.18K
Viet Nam;4/1/2023;Coal;FALSE;11.89;144;99.66;10221.8;84.11;1.55;3.35;41.1;189.7;0.10K
Viet Nam;4/1/2023;Gas;FALSE;2.85;144;99.66;10221.8;84.11;1.55;3.35;41.1;189.7;0.10K
Viet Nam;4/1/2023;Hydro;FALSE;5.25;144;99.66;10221.8;84.11;1.55;3.35;41.1;189.7;0.10K
Viet Nam;4/1/2023;Other fossil;FALSE;0;144;99.66;10221.8;84.11;1.55;3.35;41.1;189.7;0.10K
Viet Nam;4/1/2023;Solar;FALSE;2.45;144;99.66;10221.8;84.11;1.55;3.35;41.1;189.7;0.10K
Viet Nam;4/1/2023;Total generation;TRUE;22.98;144;99.66;10221.8;84.11;1.55;3.35;41.1;189.7;0.10K
Viet Nam;4/1/2023;Wind;FALSE;0.54;144;99.66;10221.8;84.11;1.55;3.35;41.1;189.7;0.10K
Viet Nam;5/1/2023;Coal;FALSE;14.24;146.35;100.01;10221.8;75.7;1.8;2.06;47.23;135;0.27K
Viet Nam;5/1/2023;Gas;FALSE;1.88;146.35;100.01;10221.8;75.7;1.8;2.06;47.23;135;0.27K
Viet Nam;5/1/2023;Hydro;FALSE;5;146.35;100.01;10221.8;75.7;1.8;2.06;47.23;135;0.27K
Viet Nam;5/1/2023;Other fossil;FALSE;0.55;146.35;100.01;10221.8;75.7;1.8;2.06;47.23;135;0.27K
Viet Nam;5/1/2023;Solar;FALSE;2.16;146.35;100.01;10221.8;75.7;1.8;2.06;47.23;135;0.27K
Viet Nam;5/1/2023;Total generation;TRUE;24.47;146.35;100.01;10221.8;75.7;1.8;2.06;47.23;135;0.27K
Viet Nam;5/1/2023;Wind;FALSE;0.64;146.35;100.01;10221.8;75.7;1.8;2.06;47.23;135;0.27K
Viet Nam;6/1/2023;Coal;FALSE;12.6;147.07;100.27;10221.8;74.89;2.37;2.398;45.72;128.05;0.19K
Viet Nam;6/1/2023;Gas;FALSE;3.56;147.07;100.27;10221.8;74.89;2.37;2.398;45.72;128.05;0.19K
Viet Nam;6/1/2023;Hydro;FALSE;4.2;147.07;100.27;10221.8;74.89;2.37;2.398;45.72;128.05;0.19K
Viet Nam;6/1/2023;Other fossil;FALSE;0.5;147.07;100.27;10221.8;74.89;2.37;2.398;45.72;128.05;0.19K
Viet Nam;6/1/2023;Solar;FALSE;2.62;147.07;100.27;10221.8;74.89;2.37;2.398;45.72;128.05;0.19K
Viet Nam;6/1/2023;Total generation;TRUE;24.12;147.07;100.27;10221.8;74.89;2.37;2.398;45.72;128.05;0.19K
Viet Nam;6/1/2023;Wind;FALSE;0.64;147.07;100.27;10221.8;74.89;2.37;2.398;45.72;128.05;0.19K
Viet Nam;7/1/2023;Coal;FALSE;13.19;150.67;100.45;10221.8;80.1;1.56;2.982;51.02;137.3;0.32K
Viet Nam;7/1/2023;Gas;FALSE;2.58;150.67;100.45;10221.8;80.1;1.56;2.982;51.02;137.3;0.32K
Viet Nam;7/1/2023;Hydro;FALSE;6.97;150.67;100.45;10221.8;80.1;1.56;2.982;51.02;137.3;0.32K
Viet Nam;7/1/2023;Other fossil;FALSE;0.04;150.67;100.45;10221.8;80.1;1.56;2.982;51.02;137.3;0.32K
Viet Nam;7/1/2023;Solar;FALSE;1.8;150.67;100.45;10221.8;80.1;1.56;2.982;51.02;137.3;0.32K
Viet Nam;7/1/2023;Total generation;TRUE;25.35;150.67;100.45;10221.8;80.1;1.56;2.982;51.02;137.3;0.32K
Viet Nam;7/1/2023;Wind;FALSE;0.77;150.67;100.45;10221.8;80.1;1.56;2.982;51.02;137.3;0.32K
Viet Nam;8/1/2023;Coal;FALSE;8.13;155.95;100.88;10221.8;86.16;1.52;1.91;59.41;156;0.37K
Viet Nam;8/1/2023;Gas;FALSE;1.25;155.95;100.88;10221.8;86.16;1.52;1.91;59.41;156;0.37K
Viet Nam;8/1/2023;Hydro;FALSE;11.65;155.95;100.88;10221.8;86.16;1.52;1.91;59.41;156;0.37K
Viet Nam;8/1/2023;Other fossil;FALSE;0;155.95;100.88;10221.8;86.16;1.52;1.91;59.41;156;0.37K
Viet Nam;8/1/2023;Solar;FALSE;2.85;155.95;100.88;10221.8;86.16;1.52;1.91;59.41;156;0.37K
Viet Nam;8/1/2023;Total generation;TRUE;25.2;155.95;100.88;10221.8;86.16;1.52;1.91;59.41;156;0.37K
Viet Nam;8/1/2023;Wind;FALSE;1.32;155.95;100.88;10221.8;86.16;1.52;1.91;59.41;156;0.37K
Viet Nam;9/1/2023;Coal;FALSE;9.12;152.3;101.08;10221.8;94;2.8;2.06;52.73;160.1;0.31K
Viet Nam;9/1/2023;Gas;FALSE;1.56;152.3;101.08;10221.8;94;2.8;2.06;52.73;160.1;0.31K
Viet Nam;9/1/2023;Hydro;FALSE;9.6;152.3;101.08;10221.8;94;2.8;2.06;52.73;160.1;0.31K
Viet Nam;9/1/2023;Other fossil;FALSE;0;152.3;101.08;10221.8;94;2.8;2.06;52.73;160.1;0.31K
Viet Nam;9/1/2023;Solar;FALSE;2.12;152.3;101.08;10221.8;94;2.8;2.06;52.73;160.1;0.31K
Viet Nam;9/1/2023;Total generation;TRUE;23.03;152.3;101.08;10221.8;94;2.8;2.06;52.73;160.1;0.31K
Viet Nam;9/1/2023;Wind;FALSE;0.63;152.3;101.08;10221.8;94;2.8;2.06;52.73;160.1;0.31K
Viet Nam;10/1/2023;Coal;FALSE;10.54;162.38;100.08;10221.8;91.06;2.1;5.55;62.61;121.1;0.36K
Viet Nam;10/1/2023;Gas;FALSE;2.08;162.38;100.08;10221.8;91.06;2.1;5.55;62.61;121.1;0.36K
Viet Nam;10/1/2023;Hydro;FALSE;8.69;162.38;100.08;10221.8;91.06;2.1;5.55;62.61;121.1;0.36K
Viet Nam;10/1/2023;Other fossil;FALSE;0;162.38;100.08;10221.8;91.06;2.1;5.55;62.61;121.1;0.36K
Viet Nam;10/1/2023;Solar;FALSE;1.9;162.38;100.08;10221.8;91.06;2.1;5.55;62.61;121.1;0.36K
Viet Nam;10/1/2023;Total generation;TRUE;23.72;162.38;100.08;10221.8;91.06;2.1;5.55;62.61;121.1;0.36K
Viet Nam;10/1/2023;Wind;FALSE;0.51;162.38;100.08;10221.8;91.06;2.1;5.55;62.61;121.1;0.36K
Viet Nam;11/1/2023;Coal;FALSE;9.93;162.42;100.25;10221.8;83.18;2.25;3.09;56.86;132.15;0.87K
Viet Nam;11/1/2023;Gas;FALSE;1.9;162.42;100.25;10221.8;83.18;2.25;3.09;56.86;132.15;0.87K
Viet Nam;11/1/2023;Hydro;FALSE;7.83;162.42;100.25;10221.8;83.18;2.25;3.09;56.86;132.15;0.87K
Viet Nam;11/1/2023;Other fossil;FALSE;0.01;162.42;100.25;10221.8;83.18;2.25;3.09;56.86;132.15;0.87K
Viet Nam;11/1/2023;Solar;FALSE;1.75;162.42;100.25;10221.8;83.18;2.25;3.09;56.86;132.15;0.87K
Viet Nam;11/1/2023;Total generation;TRUE;22.74;162.42;100.25;10221.8;83.18;2.25;3.09;56.86;132.15;0.87K
Viet Nam;11/1/2023;Wind;FALSE;1.32;162.42;100.25;10221.8;83.18;2.25;3.09;56.86;132.15;0.87K
Viet Nam;12/1/2023;Coal;FALSE;10.28;162.61;100.12;10221.8;77.86;2.93;7.76;50.46;146.4;0.26K
Viet Nam;12/1/2023;Gas;FALSE;3.36;162.61;100.12;10221.8;77.86;2.93;7.76;50.46;146.4;0.26K
Viet Nam;12/1/2023;Hydro;FALSE;8.62;162.61;100.12;10221.8;77.86;2.93;7.76;50.46;146.4;0.26K
Viet Nam;12/1/2023;Other fossil;FALSE;0.37;162.61;100.12;10221.8;77.86;2.93;7.76;50.46;146.4;0.26K
Viet Nam;12/1/2023;Solar;FALSE;2.84;162.61;100.12;10221.8;77.86;2.93;7.76;50.46;146.4;0.26K
Viet Nam;12/1/2023;Total generation;TRUE;26.15;162.61;100.12;10221.8;77.86;2.93;7.76;50.46;146.4;0.26K
Viet Nam;12/1/2023;Wind;FALSE;0.68;162.61;100.12;10221.8;77.86;2.93;7.76;50.46;146.4;0.26K
Viet Nam;1/1/2024;Coal;FALSE;12.75;155.98;100.31;11511.9;80.23;1.48;2.363;66.7;116.5;0.63K
Viet Nam;1/1/2024;Gas;FALSE;1.85;155.98;100.31;11511.9;80.23;1.48;2.363;66.7;116.5;0.63K
Viet Nam;1/1/2024;Hydro;FALSE;4.79;155.98;100.31;11511.9;80.23;1.48;2.363;66.7;116.5;0.63K
Viet Nam;1/1/2024;Other fossil;FALSE;0;155.98;100.31;11511.9;80.23;1.48;2.363;66.7;116.5;0.63K
Viet Nam;1/1/2024;Solar;FALSE;2.12;155.98;100.31;11511.9;80.23;1.48;2.363;66.7;116.5;0.63K
Viet Nam;1/1/2024;Total generation;TRUE;23.35;155.98;100.31;11511.9;80.23;1.48;2.363;66.7;116.5;0.63K
Viet Nam;1/1/2024;Wind;FALSE;1.84;155.98;100.31;11511.9;80.23;1.48;2.363;66.7;116.5;0.63K
Viet Nam;2/1/2024;Coal;FALSE;14.48;128.3;101.04;11511.9;83.76;1.32;1.93;34.43;131;0.36K
Viet Nam;2/1/2024;Gas;FALSE;2.54;128.3;101.04;11511.9;83.76;1.32;1.93;34.43;131;0.36K
Viet Nam;2/1/2024;Hydro;FALSE;2.56;128.3;101.04;11511.9;83.76;1.32;1.93;34.43;131;0.36K
Viet Nam;2/1/2024;Other fossil;FALSE;0;128.3;101.04;11511.9;83.76;1.32;1.93;34.43;131;0.36K
Viet Nam;2/1/2024;Solar;FALSE;2.45;128.3;101.04;11511.9;83.76;1.32;1.93;34.43;131;0.36K
Viet Nam;2/1/2024;Total generation;TRUE;22.85;128.3;101.04;11511.9;83.76;1.32;1.93;34.43;131;0.36K
Viet Nam;2/1/2024;Wind;FALSE;0.82;128.3;101.04;11511.9;83.76;1.32;1.93;34.43;131;0.36K
Viet Nam;3/1/2024;Coal;FALSE;12.76;155.5;99.77;11511.9;85.45;1.83;1.882;29.86;129.1;0.18K
Viet Nam;3/1/2024;Gas;FALSE;1.67;155.5;99.77;11511.9;85.45;1.83;1.882;29.86;129.1;0.18K
Viet Nam;3/1/2024;Hydro;FALSE;3.27;155.5;99.77;11511.9;85.45;1.83;1.882;29.86;129.1;0.18K
Viet Nam;3/1/2024;Other fossil;FALSE;0;155.5;99.77;11511.9;85.45;1.83;1.882;29.86;129.1;0.18K
Viet Nam;3/1/2024;Solar;FALSE;2.04;155.5;99.77;11511.9;85.45;1.83;1.882;29.86;129.1;0.18K
Viet Nam;3/1/2024;Total generation;TRUE;21.51;155.5;99.77;11511.9;85.45;1.83;1.882;29.86;129.1;0.18K
Viet Nam;3/1/2024;Wind;FALSE;1.77;155.5;99.77;11511.9;85.45;1.83;1.882;29.86;129.1;0.18K
Viet Nam;4/1/2024;Coal;FALSE;16.9;158.28;100.07;11511.9;90.05;1.65;3.099;35.18;142.25;0.35K
Viet Nam;4/1/2024;Gas;FALSE;2.46;158.28;100.07;11511.9;90.05;1.65;3.099;35.18;142.25;0.35K
Viet Nam;4/1/2024;Hydro;FALSE;3.79;158.28;100.07;11511.9;90.05;1.65;3.099;35.18;142.25;0.35K
Viet Nam;4/1/2024;Other fossil;FALSE;0;158.28;100.07;11511.9;90.05;1.65;3.099;35.18;142.25;0.35K
Viet Nam;4/1/2024;Solar;FALSE;2.65;158.28;100.07;11511.9;90.05;1.65;3.099;35.18;142.25;0.35K
Viet Nam;4/1/2024;Total generation;TRUE;26.15;158.28;100.07;11511.9;90.05;1.65;3.099;35.18;142.25;0.35K
Viet Nam;4/1/2024;Wind;FALSE;0.35;158.28;100.07;11511.9;90.05;1.65;3.099;35.18;142.25;0.35K
Viet Nam;5/1/2024;Coal;FALSE;17.08;165.12;100.05;11511.9;82;1.97;1.801;46.65;142.4;0.15K
Viet Nam;5/1/2024;Gas;FALSE;2.65;165.12;100.05;11511.9;82;1.97;1.801;46.65;142.4;0.15K
Viet Nam;5/1/2024;Hydro;FALSE;4.67;165.12;100.05;11511.9;82;1.97;1.801;46.65;142.4;0.15K
Viet Nam;5/1/2024;Other fossil;FALSE;0;165.12;100.05;11511.9;82;1.97;1.801;46.65;142.4;0.15K
Viet Nam;5/1/2024;Solar;FALSE;2.38;165.12;100.05;11511.9;82;1.97;1.801;46.65;142.4;0.15K
