entity,entity_code,is_aggregate_entity,date,series,is_aggregate_series,generation_twh,generation_share_pct,generation_kwh_per_capita,generation_ytd_twh,generation_ytd_share_pct,generation_ytd_kwh_per_capita,IPI_Value,CPI_Value,Year,GDP_VND_Trillion,Oil_Price,Oil_Change_Percent
Viet Nam,VNM,False,2024-02-01,Hydro,False,2.56,11.2,25.35,7.35,15.91,72.78,128.3,101.04,2024,11511.9,81.91,0.24
Viet Nam,VNM,False,2024-02-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,128.3,101.04,2024,11511.9,81.91,0.24
Viet Nam,VNM,False,2024-02-01,Solar,False,2.45,10.72,24.26,4.57,9.89,45.25,128.3,101.04,2024,11511.9,81.91,0.24
Viet Nam,VNM,False,2024-02-01,Total generation,True,22.85,100.0,226.26,46.2,100.0,457.48,128.3,101.04,2024,11511.9,81.91,0.24
Viet Nam,VNM,False,2024-02-01,Wind,False,0.82,3.59,8.12,2.66,5.76,26.34,128.3,101.04,2024,11511.9,81.91,0.24
Viet Nam,VNM,False,2024-03-01,Coal,False,12.76,59.32,126.35,39.99,59.06,395.99,155.5,99.77,2024,11511.9,87.0,6.21
Viet Nam,VNM,False,2024-03-01,Gas,False,1.67,7.76,16.54,6.06,8.95,60.01,155.5,99.77,2024,11511.9,87.0,6.21
Viet Nam,VNM,False,2024-03-01,Hydro,False,3.27,15.2,32.38,10.62,15.68,105.16,155.5,99.77,2024,11511.9,87.0,6.21
Viet Nam,VNM,False,2024-03-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,155.5,99.77,2024,11511.9,87.0,6.21
Viet Nam,VNM,False,2024-03-01,Solar,False,2.04,9.48,20.2,6.61,9.76,65.45,155.5,99.77,2024,11511.9,87.0,6.21
Viet Nam,VNM,False,2024-03-01,Total generation,True,21.51,100.0,213.0,67.71,100.0,670.48,155.5,99.77,2024,11511.9,87.0,6.21
Viet Nam,VNM,False,2024-03-01,Wind,False,1.77,8.23,17.53,4.43,6.54,43.87,155.5,99.77,2024,11511.9,87.0,6.21
Viet Nam,VNM,False,2024-04-01,Coal,False,16.9,64.63,167.35,56.89,60.61,563.33,158.28,100.07,2024,11511.9,86.33,-0.77
Viet Nam,VNM,False,2024-04-01,Gas,False,2.46,9.41,24.36,8.52,9.08,84.37,158.28,100.07,2024,11511.9,86.33,-0.77
Viet Nam,VNM,False,2024-04-01,Hydro,False,3.79,14.49,37.53,14.41,15.35,142.69,158.28,100.07,2024,11511.9,86.33,-0.77
Viet Nam,VNM,False,2024-04-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,158.28,100.07,2024,11511.9,86.33,-0.77
Viet Nam,VNM,False,2024-04-01,Solar,False,2.65,10.13,26.24,9.26,9.87,91.69,158.28,100.07,2024,11511.9,86.33,-0.77
Viet Nam,VNM,False,2024-04-01,Total generation,True,26.15,100.0,258.94,93.86,100.0,929.42,158.28,100.07,2024,11511.9,86.33,-0.77
Viet Nam,VNM,False,2024-04-01,Wind,False,0.35,1.34,3.47,4.78,5.09,47.33,158.28,100.07,2024,11511.9,86.33,-0.77
Viet Nam,VNM,False,2024-05-01,Coal,False,17.08,62.38,169.13,73.97,61.01,732.46,165.12,100.05,2024,11511.9,81.11,-6.05
Viet Nam,VNM,False,2024-05-01,Gas,False,2.65,9.68,26.24,11.17,9.21,110.61,165.12,100.05,2024,11511.9,81.11,-6.05
Viet Nam,VNM,False,2024-05-01,Hydro,False,4.67,17.06,46.24,19.08,15.74,188.93,165.12,100.05,2024,11511.9,81.11,-6.05
Viet Nam,VNM,False,2024-05-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,165.12,100.05,2024,11511.9,81.11,-6.05
Viet Nam,VNM,False,2024-05-01,Solar,False,2.38,8.69,23.57,11.64,9.6,115.26,165.12,100.05,2024,11511.9,81.11,-6.05
Viet Nam,VNM,False,2024-05-01,Total generation,True,27.38,100.0,271.12,121.24,100.0,1200.54,165.12,100.05,2024,11511.9,81.11,-6.05
Viet Nam,VNM,False,2024-05-01,Wind,False,0.6,2.19,5.94,5.38,4.44,53.27,165.12,100.05,2024,11511.9,81.11,-6.05
Viet Nam,VNM,False,2024-06-01,Coal,False,12.37,45.97,122.49,86.34,58.28,854.95,168.38,100.17,2024,11511.9,85.0,4.8
Viet Nam,VNM,False,2024-06-01,Gas,False,1.95,7.25,19.31,13.12,8.86,129.92,168.38,100.17,2024,11511.9,85.0,4.8
Viet Nam,VNM,False,2024-06-01,Hydro,False,9.55,35.49,94.57,28.63,19.33,283.5,168.38,100.17,2024,11511.9,85.0,4.8
Viet Nam,VNM,False,2024-06-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,168.38,100.17,2024,11511.9,85.0,4.8
Viet Nam,VNM,False,2024-06-01,Solar,False,2.27,8.44,22.48,13.91,9.39,137.74,168.38,100.17,2024,11511.9,85.0,4.8
Viet Nam,VNM,False,2024-06-01,Total generation,True,26.91,100.0,266.47,148.15,100.0,1467.01,168.38,100.17,2024,11511.9,85.0,4.8
Viet Nam,VNM,False,2024-06-01,Wind,False,0.77,2.86,7.62,6.15,4.15,60.9,168.38,100.17,2024,11511.9,85.0,4.8
Viet Nam,VNM,False,2024-07-01,Coal,False,10.06,37.12,99.62,96.4,55.01,954.57,169.53,100.48,2024,11511.9,80.84,-4.89
Viet Nam,VNM,False,2024-07-01,Gas,False,1.53,5.65,15.15,14.65,8.36,145.07,169.53,100.48,2024,11511.9,80.84,-4.89
Viet Nam,VNM,False,2024-07-01,Hydro,False,12.27,45.28,121.5,40.9,23.34,405.0,169.53,100.48,2024,11511.9,80.84,-4.89
Viet Nam,VNM,False,2024-07-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,169.53,100.48,2024,11511.9,80.84,-4.89
Viet Nam,VNM,False,2024-07-01,Solar,False,2.09,7.71,20.7,16.0,9.13,158.43,169.53,100.48,2024,11511.9,80.84,-4.89
Viet Nam,VNM,False,2024-07-01,Total generation,True,27.1,100.0,268.35,175.25,100.0,1735.35,169.53,100.48,2024,11511.9,80.84,-4.89
Viet Nam,VNM,False,2024-07-01,Wind,False,1.15,4.24,11.39,7.3,4.17,72.29,169.53,100.48,2024,11511.9,80.84,-4.89
Viet Nam,VNM,False,2024-08-01,Coal,False,9.17,36.16,90.8,105.57,52.62,1045.37,171.15,100.0,2024,11511.9,76.93,-4.84
Viet Nam,VNM,False,2024-08-01,Gas,False,1.18,4.65,11.68,15.83,7.89,156.75,171.15,100.0,2024,11511.9,76.93,-4.84
Viet Nam,VNM,False,2024-08-01,Hydro,False,12.06,47.56,119.42,52.96,26.4,524.42,171.15,100.0,2024,11511.9,76.93,-4.84
Viet Nam,VNM,False,2024-08-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,171.15,100.0,2024,11511.9,76.93,-4.84
Viet Nam,VNM,False,2024-08-01,Solar,False,2.18,8.6,21.59,18.18,9.06,180.02,171.15,100.0,2024,11511.9,76.93,-4.84
Viet Nam,VNM,False,2024-08-01,Total generation,True,25.36,100.0,251.12,200.61,100.0,1986.47,171.15,100.0,2024,11511.9,76.93,-4.84
Viet Nam,VNM,False,2024-08-01,Wind,False,0.77,3.04,7.62,8.07,4.02,79.91,171.15,100.0,2024,11511.9,76.93,-4.84
Viet Nam,VNM,False,2024-09-01,Coal,False,9.7,36.37,96.05,115.27,50.72,1141.42,165.34,100.29,2024,11511.9,71.77,-6.71
Viet Nam,VNM,False,2024-09-01,Gas,False,1.36,5.1,13.47,17.19,7.56,170.22,165.34,100.29,2024,11511.9,71.77,-6.71
Viet Nam,VNM,False,2024-09-01,Hydro,False,12.61,47.28,124.87,65.57,28.85,649.29,165.34,100.29,2024,11511.9,71.77,-6.71
Viet Nam,VNM,False,2024-09-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,165.34,100.29,2024,11511.9,71.77,-6.71
Viet Nam,VNM,False,2024-09-01,Solar,False,2.22,8.32,21.98,20.4,8.98,202.0,165.34,100.29,2024,11511.9,71.77,-6.71
Viet Nam,VNM,False,2024-09-01,Total generation,True,26.67,100.0,264.09,227.28,100.0,2250.56,165.34,100.29,2024,11511.9,71.77,-6.71
Viet Nam,VNM,False,2024-09-01,Wind,False,0.78,2.92,7.72,8.85,3.89,87.63,165.34,100.29,2024,11511.9,71.77,-6.71
Viet Nam,VNM,False,2024-10-01,Coal,False,10.72,42.07,106.15,125.99,49.85,1247.57,171.97,100.33,2024,11511.9,72.81,1.45
Viet Nam,VNM,False,2024-10-01,Gas,False,1.27,4.98,12.58,18.46,7.3,182.79,171.97,100.33,2024,11511.9,72.81,1.45
Viet Nam,VNM,False,2024-10-01,Hydro,False,10.74,42.15,106.35,76.31,30.19,755.63,171.97,100.33,2024,11511.9,72.81,1.45
Viet Nam,VNM,False,2024-10-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,171.97,100.33,2024,11511.9,72.81,1.45
Viet Nam,VNM,False,2024-10-01,Solar,False,2.04,8.01,20.2,22.44,8.88,222.2,171.97,100.33,2024,11511.9,72.81,1.45
Viet Nam,VNM,False,2024-10-01,Total generation,True,25.48,100.0,252.31,252.76,100.0,2502.87,171.97,100.33,2024,11511.9,72.81,1.45
Viet Nam,VNM,False,2024-10-01,Wind,False,0.71,2.79,7.03,9.56,3.78,94.66,171.97,100.33,2024,11511.9,72.81,1.45
Viet Nam,VNM,False,2024-11-01,Coal,False,11.19,39.14,110.81,137.18,48.76,1358.38,173.78,100.13,2024,11511.9,71.84,-1.33
Viet Nam,VNM,False,2024-11-01,Gas,False,3.1,10.84,30.7,21.56,7.66,213.49,173.78,100.13,2024,11511.9,71.84,-1.33
Viet Nam,VNM,False,2024-11-01,Hydro,False,10.53,36.83,104.27,86.84,30.87,859.9,173.78,100.13,2024,11511.9,71.84,-1.33
Viet Nam,VNM,False,2024-11-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,173.78,100.13,2024,11511.9,71.84,-1.33
Viet Nam,VNM,False,2024-11-01,Solar,False,2.55,8.92,25.25,24.99,8.88,247.46,173.78,100.13,2024,11511.9,71.84,-1.33
Viet Nam,VNM,False,2024-11-01,Total generation,True,28.59,100.0,283.1,281.35,100.0,2785.97,173.78,100.13,2024,11511.9,71.84,-1.33
Viet Nam,VNM,False,2024-11-01,Wind,False,1.22,4.27,12.08,10.78,3.83,106.75,173.78,100.13,2024,11511.9,71.84,-1.33
Viet Nam,VNM,False,2024-12-01,Coal,False,10.54,39.17,104.37,147.72,47.92,1462.75,175.15,100.29,2024,11511.9,74.64,3.9
Viet Nam,VNM,False,2024-12-01,Gas,False,1.91,7.1,18.91,23.47,7.61,232.4,175.15,100.29,2024,11511.9,74.64,3.9
Viet Nam,VNM,False,2024-12-01,Hydro,False,11.29,41.95,111.8,98.13,31.83,971.7,175.15,100.29,2024,11511.9,74.64,3.9
Viet Nam,VNM,False,2024-12-01,Other fossil,False,0.0,0.0,0.0,0.0,0.0,0.0,175.15,100.29,2024,11511.9,74.64,3.9
Viet Nam,VNM,False,2024-12-01,Solar,False,2.27,8.44,22.48,27.26,8.84,269.93,175.15,100.29,2024,11511.9,74.64,3.9
Viet Nam,VNM,False,2024-12-01,Total generation,True,26.91,100.0,266.47,308.26,100.0,3052.44,175.15,100.29,2024,11511.9,74.64,3.9
Viet Nam,VNM,False,2024-12-01,Wind,False,0.9,3.34,8.91,11.68,3.79,115.66,175.15,100.29,2024,11511.9,74.64,3.9
