entity,entity code,date,series,generation_TWh,precipitation,solar,humidity,temperature,time_idx,month_num,month,month_sin,month_cos,target_lag_1,target_lag_3,target_lag_6,target_lag_12,target_roll_mean_3,target_roll_std_3,target_roll_mean_6,target_roll_std_6,target_roll_mean_12,target_roll_std_12,sample_weight
Argentina,ARG,2019-03-01,Bioenergy,0.04,11156.11,17.09109677,8.802102838,15.83781897,14,3,3,1.0,6.123233995736766e-17,0.03,0.03,0.04,0.02,0.02666666666666667,0.00577350269189626,0.03333333333333333,0.00816496580927726,0.035,0.011677484162422846,1.019803902718557
Argentina,ARG,2019-04-01,Bioenergy,0.03,9470.97,12.52337284,8.127804511,14.09147512,15,4,4,0.8660254037844387,-0.4999999999999998,0.04,0.02,0.04,0.02,0.03,0.01,0.03333333333333333,0.00816496580927726,0.03666666666666667,0.010730867399773199,1.014889156509222
Argentina,ARG,2019-05-01,Bioenergy,0.04,8752.59,8.608427718,7.179252971,11.30004333,16,5,5,0.49999999999999994,-0.8660254037844387,0.03,0.03,0.04,0.03,0.03333333333333333,0.005773502691896257,0.03166666666666667,0.007527726527090808,0.0375,0.009653072991634232,1.019803902718557
Argentina,ARG,2019-06-01,Bioenergy,0.06,7738.56,7.290007407,6.411794486,9.729238806,17,6,6,1.2246467991473532e-16,-1.0,0.04,0.04,0.03,0.05,0.03666666666666666,0.005773502691896256,0.03166666666666667,0.007527726527090808,0.03833333333333334,0.009374368665610925,1.0295630140987
Argentina,ARG,2019-07-01,Bioenergy,0.06,6192.29,8.054031063,5.625474169,8.406711603,18,7,7,-0.4999999999999997,-0.8660254037844388,0.06,0.03,0.02,0.05,0.043333333333333335,0.015275252316519463,0.03666666666666667,0.013662601021279464,0.03916666666666667,0.01083624669450832,1.0295630140987
Argentina,ARG,2019-08-01,Bioenergy,0.06,4742.77,11.37773238,5.414295416,9.07692104,19,8,8,-0.8660254037844385,-0.5000000000000004,0.06,0.04,0.03,0.05,0.05333333333333334,0.011547005383792506,0.043333333333333335,0.013662601021279468,0.04,0.012060453783110547,1.0295630140987
Argentina,ARG,2019-09-01,Bioenergy,0.06,4725.17,15.43801728,5.69685213,10.68662438,20,9,9,-1.0,-1.8369701987210297e-16,0.06,0.06,0.04,0.04,0.06,0.0,0.04833333333333333,0.013291601358251264,0.04083333333333333,0.013113721705515067,1.0295630140987
Argentina,ARG,2019-10-01,Bioenergy,0.06,7761.66,19.35925687,6.681622605,12.95956187,21,10,10,-0.8660254037844386,0.5000000000000001,0.06,0.06,0.03,0.04,0.06,0.0,0.051666666666666666,0.013291601358251266,0.0425,0.014222261679238197,1.0295630140987
Argentina,ARG,2019-11-01,Bioenergy,0.05,9047.84,23.51054568,7.962548872,15.77866915,22,11,11,-0.5000000000000004,0.8660254037844384,0.06,0.06,0.04,0.04,0.06,0.0,0.056666666666666664,0.008164965809277277,0.04416666666666667,0.015050420310248867,1.02469507659596
Argentina,ARG,2019-12-01,Bioenergy,0.05,9522.69,25.54799283,8.329653165,16.81396245,23,12,12,-2.4492935982947064e-16,1.0,0.05,0.06,0.06,0.03,0.056666666666666664,0.00577350269189624,0.05833333333333333,0.004082482904638664,0.045000000000000005,0.015075567228888182,1.02469507659596
Argentina,ARG,2020-01-01,Bioenergy,0.04,9742.07,24.69088889,9.308006306,18.27879634,24,1,1,0.49999999999999994,0.8660254037844387,0.05,0.06,0.06,0.02,0.05333333333333334,0.005773502691896252,0.05666666666666667,0.0051639777949432485,0.04666666666666666,0.014354811251305468,1.019803902718557
Argentina,ARG,2020-02-01,Bioenergy,0.03,10857.78,22.04125415,9.278594763,17.82212043,25,2,2,0.8660254037844386,0.5000000000000001,0.04,0.05,0.06,0.03,0.04666666666666667,0.005773502691896288,0.05333333333333334,0.00816496580927728,0.04833333333333333,0.0119341628287971,1.014889156509222
Argentina,ARG,2020-03-01,Bioenergy,0.04,7118.2,17.76831302,9.107179238,17.85157198,26,3,3,1.0,6.123233995736766e-17,0.03,0.05,0.06,0.04,0.04,0.01000000000000004,0.04833333333333334,0.01169045194450014,0.04833333333333334,0.0119341628287971,1.019803902718557
Argentina,ARG,2020-04-01,Bioenergy,0.04,7664.69,13.32871358,7.490744361,14.3359801,27,4,4,0.8660254037844387,-0.4999999999999998,0.04,0.04,0.06,0.03,0.036666666666666674,0.005773502691896342,0.045000000000000005,0.01048808848170154,0.04833333333333333,0.0119341628287971,1.019803902718557
Argentina,ARG,2020-05-01,Bioenergy,0.05,8553.68,9.39586141,6.491525588,11.49353394,28,5,5,0.49999999999999994,-0.8660254037844387,0.04,0.03,0.05,0.04,0.03666666666666667,0.005773502691896342,0.041666666666666664,0.007527726527090849,0.049166666666666664,0.010836246694508314,1.02469507659596
Argentina,ARG,2020-06-01,Bioenergy,0.07,10406.45,7.231893827,6.140874687,9.294233831,29,6,6,1.2246467991473532e-16,-1.0,0.05,0.04,0.05,0.06,0.043333333333333335,0.005773502691896304,0.041666666666666664,0.007527726527090849,0.049999999999999996,0.010444659357341866,1.03440804327886
Argentina,ARG,2020-07-01,Bioenergy,0.07,6566.55,8.229340502,5.180700946,7.72087737121,30,7,7,-0.4999999999999997,-0.8660254037844388,0.07,0.04,0.04,0.06,0.05333333333333334,0.015275252316519466,0.045000000000000005,0.013784048752090243,0.050833333333333335,0.011645001528813148,1.03440804327886
Argentina,ARG,2020-08-01,Bioenergy,0.08,6643.87,11.33926165,5.476267281,9.288117477,31,8,8,-0.8660254037844385,-0.5000000000000004,0.07,0.05,0.03,0.06,0.06333333333333334,0.011547005383792483,0.05000000000000001,0.01673320053068153,0.051666666666666666,0.012673044646258473,1.0392304845413265
Argentina,ARG,2020-09-01,Bioenergy,0.08,4679.33,15.63005185,5.84845614,11.062199,32,9,9,-1.0,-1.8369701987210297e-16,0.08,0.07,0.04,0.06,0.07333333333333335,0.005773502691896115,0.05833333333333333,0.0172240142436851,0.05333333333333334,0.014974726182552526,1.0392304845413265
Argentina,ARG,2020-10-01,Bioenergy,0.08,6996.17,20.29274791,6.645127334,13.37839673,33,10,10,-0.8660254037844386,0.5000000000000001,0.08,0.07,0.04,0.06,0.07666666666666667,0.005773502691896097,0.065,0.016431676725154998,0.05499999999999999,0.01678744119329035,1.0392304845413265
