entity,entity code,date,series,generation_TWh,precipitation,solar,humidity,temperature,time_idx,month_num,month,month_sin,month_cos,target_lag_1,target_lag_3,target_lag_6,target_lag_12,target_roll_mean_3,target_roll_std_3,target_roll_mean_6,target_roll_std_6,target_roll_mean_12,target_roll_std_12,sample_weight
Argentina,ARG,2018-01-01,Bioenergy,0.02,10648.72,24.53710155,9.435314092,18.19319451,0,1,1,0.4999999999999999,0.8660254037844387,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,1.0099504938362078
Argentina,ARG,2018-02-01,Bioenergy,0.02,6886.61,22.31545503,9.437451665,18.33783582,1,2,2,0.8660254037844386,0.5000000000000001,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,1.0099504938362078
Argentina,ARG,2018-03-01,Bioenergy,0.02,8798.65,18.05176105,8.606007761,16.5003298,2,3,3,1.0,6.123233995736766e-17,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,1.0099504938362078
Argentina,ARG,2018-04-01,Bioenergy,0.02,8490.94,12.73342222,8.454025063,15.13318905,3,4,4,0.8660254037844387,-0.4999999999999998,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,1.0099504938362078
Argentina,ARG,2018-05-01,Bioenergy,0.03,8964.45,8.799103943,7.130630609,11.81986519,4,5,5,0.4999999999999999,-0.8660254037844387,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,1.014889156509222
Argentina,ARG,2018-06-01,Bioenergy,0.05,5063.74,7.259674074,5.613899749,8.386221393,5,6,6,1.2246467991473532e-16,-1.0,0.03,0.02,0.02,0.02,0.0233333333333333,0.0057735026918962,0.022,0.0044721359549995,0.022,0.0044721359549995,1.02469507659596
Argentina,ARG,2018-07-01,Bioenergy,0.05,5771.81,7.77934767,5.391642008,7.949400578,6,7,7,-0.4999999999999997,-0.8660254037844388,0.05,0.02,0.02,0.02,0.0333333333333333,0.0152752523165194,0.0266666666666666,0.0121106014163899,0.0266666666666666,0.0121106014163899,1.02469507659596
Argentina,ARG,2018-08-01,Bioenergy,0.05,6128.79,11.12195221,5.401615329,9.100758305,7,8,8,-0.8660254037844385,-0.5000000000000004,0.05,0.03,0.02,0.02,0.0433333333333333,0.0115470053837925,0.0316666666666666,0.0147196014438797,0.03,0.0141421356237309,1.02469507659596
Argentina,ARG,2018-09-01,Bioenergy,0.04,9164.57,14.83363457,6.537045113,11.5886393,8,9,9,-1.0,-1.8369701987210294e-16,0.05,0.05,0.02,0.02,0.05,0.0,0.0366666666666666,0.0150554530541816,0.0325,0.0148804761828569,1.019803902718557
Argentina,ARG,2018-10-01,Bioenergy,0.04,9044.45,18.87402389,7.206286684,12.7768416,9,10,10,-0.8660254037844386,0.5000000000000001,0.04,0.05,0.02,0.02,0.0466666666666666,0.0057735026918962,0.04,0.0126491106406735,0.0333333333333333,0.0141421356237309,1.019803902718557
Argentina,ARG,2018-11-01,Bioenergy,0.04,11315.31,23.56134074,8.295639098,15.13297512,10,11,11,-0.5000000000000004,0.8660254037844384,0.04,0.05,0.03,0.02,0.0433333333333333,0.0057735026918962,0.0433333333333333,0.0081649658092772,0.034,0.013498971154211,1.019803902718557
Argentina,ARG,2018-12-01,Bioenergy,0.03,8960.59,26.09601195,8.793570216,16.99362301,11,12,12,-2.4492935982947064e-16,1.0,0.04,0.04,0.05,0.02,0.04,0.0,0.045,0.0054772255750516,0.0345454545454545,0.0129333958136572,1.014889156509222
Argentina,ARG,2019-01-01,Bioenergy,0.02,12067.92,24.58928315,9.614862964,17.86998796,12,1,1,0.4999999999999999,0.8660254037844387,0.03,0.04,0.05,0.02,0.0366666666666666,0.0057735026918962,0.0416666666666666,0.0075277265270908,0.0341666666666666,0.0124011240937214,1.0099504938362078
Argentina,ARG,2019-02-01,Bioenergy,0.03,7900.06,22.31780423,9.106157358,17.65156983,13,2,2,0.8660254037844386,0.5000000000000001,0.02,0.04,0.05,0.02,0.03,0.01,0.0366666666666666,0.0103279555898864,0.0341666666666666,0.0124011240937214,1.014889156509222
Argentina,ARG,2019-03-01,Bioenergy,0.04,11156.11,17.09109677,8.802102838,15.83781897,14,3,3,1.0,6.123233995736766e-17,0.03,0.03,0.04,0.02,0.0266666666666666,0.0057735026918962,0.0333333333333333,0.0081649658092772,0.035,0.0116774841624228,1.019803902718557
Argentina,ARG,2019-04-01,Bioenergy,0.03,9470.97,12.52337284,8.127804511,14.09147512,15,4,4,0.8660254037844387,-0.4999999999999998,0.04,0.02,0.04,0.02,0.03,0.01,0.0333333333333333,0.0081649658092772,0.0366666666666666,0.0107308673997731,1.014889156509222
Argentina,ARG,2019-05-01,Bioenergy,0.04,8752.59,8.608427718,7.179252971,11.30004333,16,5,5,0.4999999999999999,-0.8660254037844387,0.03,0.03,0.04,0.03,0.0333333333333333,0.0057735026918962,0.0316666666666666,0.0075277265270908,0.0375,0.0096530729916342,1.019803902718557
